時間,軸1,軸2,軸3,軸4,軸5,軸6
090035,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
090519,2787NM,2676NM,2783NM,2722NM,2771NM,3146NM,
090545,2794NM,2691NM,2781NM,2697NM,2789NM,3170NM,
090636,2785NM,2720NM,2821NM,2708NM,2823NM,3121NM,
090704,2781NM,2712NM,2802NM,2731NM,2800NM,3102NM,
090747,2842NM,2701NM,2779NM,2758NM,2832NM,3104NM,
090813,2790NM,2722NM,2823NM,2729NM,2787NM,3117NM,
090859,2802NM,2685NM,2800NM,2706NM,2781NM,3065NM,
090929,2846NM,2701NM,2808NM,2699NM,2846NM,3134NM,
091023,2810NM,2741NM,2779NM,2705NM,2798NM,3094NM,
091053,2831NM,2685NM,2775NM,2699NM,2810NM,3075NM,
091335,2789NM,2674NM,2773NM,2741NM,2790NM,3077NM,
091403,2769NM,2682NM,2773NM,2712NM,2804NM,3115NM,
091456,2800NM,2699NM,2781NM,2714NM,2804NM,3094NM,
091529,2857NM,2684NM,2821NM,2701NM,2798NM,3151NM,
091622,2785NM,2685NM,2785NM,2754NM,2821NM,3140NM,
091653,2773NM,2695NM,2777NM,2676NM,2790NM,3100NM,
091802,2785NM,2718NM,2790NM,2685NM,2777NM,3073NM,
091845,2779NM,2695NM,2853NM,2678NM,2852NM,3102NM,
092001,2773NM,2695NM,2802NM,2682NM,2781NM,3094NM,
092031,2785NM,2716NM,2785NM,2729NM,2773NM,3086NM,
092117,2769NM,2731NM,2794NM,2731NM,2836NM,3144NM,
092234,2775NM,2726NM,2769NM,2703NM,2846NM,3161NM,
092301,2806NM,2693NM,2815NM,2680NM,2794NM,3180NM,
092420,2798NM,2687NM,2834NM,2697NM,2785NM,3146NM,
115929,0000NM,2699NM,2787NM,2676NM,2771NM,3102NM,
120014,2775NM,2716NM,2787NM,2687NM,2802NM,3224NM,
121955,2848NM,2697NM,2794NM,2685NM,2842NM,3201NM,
122059,2773NM,2695NM,2771NM,2777NM,2771NM,3109NM,
122230,2853NM,2684NM,2811NM,2670NM,2884NM,3090NM,
122316,2769NM,2680NM,2792NM,2739NM,2808NM,3107NM,
122450,2789NM,2693NM,2785NM,2680NM,2808NM,3105NM,
122545,0000NM,2693NM,2792NM,2685NM,2790NM,3094NM,
131418,2790NM,2691NM,2785NM,2708NM,2792NM,3161NM,
131456,2848NM,2689NM,2789NM,2705NM,2781NM,3130NM,
131703,2768NM,2672NM,2823NM,2699NM,2775NM,3069NM,
131743,2790NM,2714NM,2789NM,2699NM,2790NM,3161NM,
131836,2869NM,2689NM,2815NM,2676NM,2777NM,3065NM,
131955,2800NM,2769NM,2827NM,2695NM,2787NM,3207NM,
132129,2829NM,2714NM,2781NM,2699NM,2800NM,3149NM,
132155,2840NM,2691NM,2785NM,2718NM,2777NM,3115NM,
132226,2779NM,2680NM,2792NM,2695NM,2813NM,3104NM,
132252,2794NM,2689NM,2781NM,2695NM,2794NM,3081NM,
132345,2798NM,2693NM,2798NM,2727NM,2842NM,3115NM,
132525,2800NM,2701NM,2859NM,2693NM,2783NM,3132NM,
132551,2794NM,2695NM,2810NM,2695NM,2800NM,3090NM,
132632,2827NM,2695NM,2825NM,2701NM,2775NM,3119NM,
132658,2781NM,2682NM,2790NM,2722NM,2766NM,3140NM,
132740,2777NM,2678NM,2775NM,2684NM,2794NM,3180NM,
132806,2792NM,2689NM,2804NM,2682NM,2840NM,3176NM,
132906,2789NM,2668NM,2794NM,2670NM,2798NM,3079NM,
132932,2848NM,2695NM,2819NM,2668NM,2785NM,3083NM,
133029,2777NM,2674NM,2779NM,2697NM,2790NM,3119NM,
133054,2785NM,2682NM,2789NM,2674NM,2785NM,3125NM,
133142,2825NM,2695NM,2787NM,2699NM,2771NM,3178NM,
133212,2781NM,2701NM,2790NM,2685NM,2787NM,3113NM,
133321,2811NM,2670NM,2863NM,2691NM,2781NM,3079NM,
133347,2779NM,2672NM,2787NM,2689NM,2796NM,3172NM,
133437,2785NM,2705NM,2827NM,2701NM,2806NM,3098NM,
133503,2806NM,2699NM,2831NM,2684NM,2800NM,3176NM,
133545,2836NM,2695NM,2873NM,2685NM,2802NM,3100NM,
133614,2769NM,2676NM,2785NM,2695NM,2798NM,3189NM,
