時間,軸1,軸2,軸3,軸4,軸5,軸6
134508,2886NM,2916NM,3088NM,2892NM,3094NM,3136NM,
134808,28 ONM,ONM,1NM,2907NM,3102NM,3132NM,
134838,2955NM,2924NM,3128NM,2907NM,3102NM,3132NM,
135308,2886NM,2937NM,3168NM,2955NM,3123NM,3170NM,
140054,2916NM,2878NM,3121NM,2916NM,3077NM,3105NM,
140248,2878NM,2964NM,3073NM,2915NM,3098NM,3132NM,
140432,2895NM,2934NM,3188NM,2953NM,3149NM,3132NM,
140732,2867NM,2907NM,3167NM,2913NM,3119NM,3146NM,
140927,2901NM,2897NM,3079NM,2916NM,3159NM,3146NM,
141200,2989NM,2978NM,3090NM,2957NM,3147NM,3111NM,
141341,2894NM,2939NM,3113NM,2981NM,3092NM,3121NM,
141618,2884NM,2890NM,3119NM,2922NM,3155NM,3142NM,
151404,2957NM,2909NM,3121NM,2878NM,3157NM,3144NM,
151524,2962NM,2876NM,3094NM,2939NM,3144NM,3151NM,
