時間,軸1,軸2,軸3,軸4,軸5,軸6
092554,2909NM,2850NM,2827NM,2815NM,2953NM,3098NM,
092623,2880NM,2790NM,2838NM,2832NM,2924NM,3084NM,
093159,2863NM,2806NM,2817NM,2871NM,2943NM,3075NM,
093250,2934NM,2792NM,2920NM,2811NM,3031NM,3000NM,
093400,2915NM,2821NM,2916NM,2863NM,2966NM,2985NM,
093428,2890NM,2766NM,2852NM,2831NM,2922NM,3071NM,
093554,2899NM,2836NM,2861NM,2838NM,2957NM,3033NM,
093648,2894NM,2834NM,2882NM,2861NM,2987NM,3031NM,
093947,2894NM,2827NM,2907NM,2777NM,2943NM,3090NM,
094707,2897NM,2834NM,2844NM,2821NM,2937NM,3081NM,
094808,2844NM,2827NM,2876NM,2853NM,3023NM,3033NM,
095916,2873NM,2832NM,2832NM,2829NM,2955NM,3037NM,
100905,2876NM,2842NM,2913NM,2811NM,2976NM,3083NM,
101434,2857NM,2873NM,2878NM,2834NM,3020NM,3025NM,
101652,2840NM,2800NM,2815NM,2815NM,3004NM,3075NM,
101821,2869NM,2838NM,2852NM,2790NM,2972NM,3094NM,
102008,2869NM,2768NM,2903NM,2789NM,2976NM,3014NM,
102128,2884NM,2798NM,2844NM,2821NM,3023NM,3096NM,
102214,2846NM,2790NM,2909NM,2850NM,2930NM,3018NM,
102506,2897NM,2800NM,2867NM,2853NM,2920NM,3012NM,
102551,2878NM,2810NM,2842NM,2802NM,2916NM,3039NM,
102710,2882NM,2781NM,2832NM,2813NM,2957NM,3050NM,
102937,2823NM,2777NM,2852NM,0000NM,2924NM,3060NM,
103032,2850NM,2806NM,2850NM,2846NM,2947NM,3084NM,
103201,2871NM,2802NM,2918NM,2810NM,2918NM,3126NM,
103445,2916NM,2827NM,2852NM,2838NM,2949NM,3063NM,
104037,2892NM,2842NM,2829NM,2852NM,3021NM,3046NM,
104303,2834NM,2798NM,2831NM,2821NM,2955NM,3062NM,
105852,2894NM,2775NM,2890NM,2855NM,2949NM,3052NM,
105929,2825NM,2823NM,2888NM,2775NM,2932NM,3077NM,
111816,2911NM,2865NM,2829NM,2798NM,2974NM,3081NM,
111847,2848NM,2775NM,2853NM,2865NM,2936NM,3071NM,
111930,2869NM,2792NM,2838NM,2790NM,2979NM,3086NM,
112000,2903NM,2838NM,2890NM,2813NM,2972NM,3075NM,
112033,2934NM,2806NM,2869NM,2874NM,2949NM,3014NM,
112202,2853NM,2798NM,2865NM,2789NM,2951NM,3016NM,
112231,2894NM,2844NM,2850NM,2769NM,2993NM,3081NM,
112311,2915NM,2815NM,2850NM,2804NM,2951NM,3044NM,
112416,2924NM,2867NM,2941NM,2804NM,2991NM,3018NM,
112445,2848NM,2825NM,2831NM,2811NM,2924NM,3079NM,
112523,2865NM,2808NM,2834NM,2853NM,2937NM,3077NM,
112556,2894NM,2779NM,2901NM,2838NM,2937NM,3062NM,
112940,2884NM,2840NM,2827NM,2815NM,2951NM,3071NM,
113044,2836NM,2798NM,2834NM,2857NM,2955NM,3052NM,
113123,2916NM,2832NM,2838NM,2844NM,2949NM,3033NM,
113215,2876NM,2823NM,2873NM,2832NM,2962NM,3084NM,
113846,2926NM,2829NM,2960NM,2789NM,2958NM,3060NM,
113913,2825NM,2798NM,2873NM,2850NM,2995NM,3073NM,
113949,2905NM,2840NM,2886NM,2863NM,3025NM,3046NM,
114022,2894NM,2798NM,2941NM,2785NM,2928NM,2989NM,
114114,2867NM,2867NM,2882NM,2808NM,3014NM,3039NM,
114148,2825NM,2819NM,2882NM,2901NM,2913NM,3042NM,
114531,2878NM,2836NM,2832NM,2750NM,3008NM,3021NM,
114559,2836NM,2792NM,2871NM,2821NM,3006NM,2987NM,
131208,2884NM,2796NM,2943NM,2838NM,3016NM,3075NM,
131234,2890NM,2836NM,2871NM,2804NM,3025NM,3069NM,
131316,2874NM,2813NM,2901NM,2844NM,2979NM,3029NM,
131404,2886NM,2850NM,2840NM,2874NM,2987NM,3014NM,
131447,2903NM,2825NM,2848NM,2821NM,2962NM,2991NM,
131539,2903NM,2848NM,0000NM,2794NM,3023NM,3096NM,
140156,3010NM,3104NM,
140208,2880NM,2806NM,2852NM,2827NM,2962NM,3075NM,
140315,2916NM,2850NM,2859NM,2844NM,3031NM,3046NM,
140402,2922NM,2827NM,2897NM,2802NM,2997NM,3050NM,
140432,2836NM,2821NM,2880NM,2783NM,2926NM,3006NM,
140502,2836NM,2831NM,2842NM,2871NM,2995NM,3042NM,
140538,2819NM,2838NM,2846NM,2817NM,2957NM,3002NM,
140619,2951NM,2827NM,2924NM,2871NM,3044NM,3002NM,
140655,2892NM,2823NM,2863NM,2848NM,2962NM,3046NM,
140721,2884NM,2785NM,2905NM,2857NM,2991NM,3021NM,
140809,2878NM,2785NM,2852NM,2865NM,2924NM,3037NM,
140835,2859NM,2819NM,2922NM,2836NM,3077NM,3031NM,
140917,2863NM,2796NM,2836NM,2823NM,2957NM,3052NM,
141003,2880NM,2876NM,2846NM,2796NM,2945NM,3025NM,
141310,2829NM,2873NM,2895NM,2834NM,3008NM,3056NM,
141359,2827NM,2779NM,2926NM,2842NM,2939NM,3096NM,
141504,2934NM,2817NM,2857NM,2811NM,2993NM,3006NM,
141711,2823NM,2781NM,2869NM,2871NM,2997NM,3039NM,
143012,2861NM,2848NM,2831NM,2798NM,2951NM,2995NM,
