時間,軸1,軸2,軸3,軸4,軸5,軸6
091812,2922NM,2884NM,3071NM,2955NM,3105NM,3153NM,
091914,2930NM,2916NM,3107NM,2894NM,3107NM,3140NM,
092039,2901NM,2928NM,3111NM,2897NM,3140NM,3176NM,
092133,2895NM,2922NM,3102NM,2876NM,3071NM,3144NM,
092230,2916NM,2943NM,3075NM,2913NM,3170NM,3123NM,
092340,2905NM,2895NM,3165NM,2916NM,3067NM,3144NM,
092824,2884NM,2916NM,3102NM,2964NM,3161NM,3153NM,
092903,2957NM,2934NM,3081NM,2939NM,3142NM,3182NM,
092951,2905NM,2922NM,3102NM,2905NM,3094NM,3216NM,
093038,2911NM,2915NM,3088NM,2899NM,3069NM,3130NM,
093128,2920NM,2957NM,3147NM,2962NM,3084NM,3161NM,
093219,2888NM,2892NM,3155NM,2926NM,3105NM,3130NM,
093559,2955NM,2958NM,3153NM,2905NM,3086NM,3178NM,
093644,2892NM,2903NM,3146NM,2869NM,3084NM,3188NM,
133527,2962NM,2907NM,3161NM,2905NM,3111NM,3102NM,
161040,2888NM,2878NM,3155NM,2964NM,3073NM,3125NM,
161608,2903NM,2937NM,3073NM,2888NM,3069NM,3163NM,
161727,2871NM,2907NM,3134NM,2913NM,3188NM,3174NM,
161924,2874NM,2937NM,3088NM,2899NM,3075NM,3159NM,
162056,2876NM,2918NM,3090NM,2905NM,3134NM,3161NM,
163255,2878NM,2939NM,3104NM,2911NM,3140NM,3168NM,
163409,2918NM,2949NM,3121NM,2964NM,3132NM,3157NM,
163507,2941NM,2916NM,3144NM,2922NM,3189NM,3186NM,
163603,2903NM,2867NM,3191NM,2934NM,3102NM,3235NM,
163700,2882NM,2943NM,3149NM,2878NM,3111NM,3153NM,
163809,2911NM,2920NM,3125NM,2928NM,3102NM,3153NM,
