時間,軸1,軸2,軸3,軸4,軸5,軸6
090503,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
090530,2846NM,2792NM,2892NM,2829NM,2934NM,3037NM,
090603,2890NM,2827NM,2876NM,2853NM,2951NM,3035NM,
090711,2859NM,2800NM,2913NM,2815NM,2958NM,3048NM,
090739,2867NM,2794NM,2821NM,2871NM,2930NM,3084NM,
090839,2911NM,2844NM,2832NM,2806NM,2943NM,3092NM,
090908,2863NM,2808NM,2909NM,2838NM,3006NM,2989NM,
090950,2922NM,2804NM,2829NM,2852NM,3016NM,3046NM,
091839,2846NM,2787NM,2848NM,2821NM,2991NM,3021NM,
091906,2880NM,2794NM,2838NM,2789NM,2949NM,3062NM,
092028,2886NM,2857NM,2874NM,2859NM,2953NM,2997NM,
092059,2850NM,2775NM,2871NM,2802NM,2991NM,3052NM,
093004,2852NM,2825NM,2911NM,2844NM,3018NM,3058NM,
093048,2823NM,2766NM,2859NM,2836NM,2915NM,3052NM,
093705,2844NM,2806NM,2838NM,2863NM,2941NM,3029NM,
093736,2859NM,2848NM,2888NM,2817NM,2974NM,2999NM,
093843,2819NM,2804NM,2871NM,2834NM,2939NM,3046NM,
093908,2874NM,2790NM,2867NM,2842NM,2930NM,3069NM,
093959,2865NM,2789NM,2848NM,2806NM,2943NM,3090NM,
094045,2869NM,2840NM,2853NM,2815NM,2934NM,3002NM,
094310,2882NM,2834NM,2894NM,2842NM,2957NM,3054NM,
094337,2907NM,2829NM,2876NM,2819NM,2964NM,3063NM,
094415,2863NM,2813NM,2827NM,2829NM,2957NM,3021NM,
094853,2836NM,2836NM,2911NM,2840NM,2943NM,3048NM,
095332,2895NM,2790NM,2874NM,2846NM,2953NM,3056NM,
095430,2905NM,2827NM,2884NM,2825NM,3023NM,3073NM,
095454,2857NM,2819NM,2899NM,2825NM,2985NM,3063NM,
100624,2823NM,2823NM,2853NM,2874NM,2930NM,3048NM,
100822,2852NM,2798NM,2884NM,2844NM,3021NM,3063NM,
100849,2867NM,2852NM,2924NM,2785NM,2930NM,3060NM,
100947,2922NM,2789NM,2853NM,2825NM,2995NM,3052NM,
101037,2871NM,2808NM,2869NM,2808NM,2937NM,3027NM,
101132,2886NM,2796NM,2846NM,2806NM,2997NM,3044NM,
