時間,軸1,軸2,軸3,軸4,軸5,軸6
080507,2577NM,2638NM,2615NM,2674NM,2584NM,2600NM,
080658,2634NM,2598NM,2584NM,2575NM,2586NM,2594NM,
082521,2600NM,2600NM,2605NM,2601NM,2598NM,2600NM,
082652,2596NM,2584NM,2590NM,2651NM,2584NM,2590NM,
082846,2596NM,2600NM,2588NM,2590NM,2651NM,2592NM,
085728,2605NM,2603NM,2586NM,2580NM,2582NM,2605NM,
085937,2607NM,2592NM,2582NM,2657NM,2590NM,2588NM,
090537,2666NM,2592NM,2573NM,2600NM,2584NM,2596NM,
091013,2588NM,2596NM,2659NM,2569NM,2582NM,2596NM,
093442,NNM,0000NM,ONM,2575NM,2609NM,0000NM,
094321,2579NM,2601NM,2588NM,2571NM,2590NM,2592NM,
095725,2600NM,2600NM,2590NM,2628NM,2609NM,2590NM,
100853,2628NM,2586NM,2626NM,2588NM,2649NM,2598NM,
101348,2607NM,2596NM,2603NM,2603NM,2642NM,2579NM,
102329,2588NM,2636NM,2655NM,2577NM,2588NM,2596NM,
110041,2605NM,2624NM,2626NM,2647NM,2624NM,2590NM,
112307,2596NM,2661NM,2600NM,2596NM,2588NM,0000NM,
113300,2642NM,2592NM,2592NM,2649NM,2607NM,2624NM,
113613,2596NM,2634NM,2600NM,2586NM,2586NM,2619NM,
114711,2605NM,2634NM,2607NM,2588NM,2586NM,0000NM,
131705,2630NM,0000NM,2676NM,2640NM,2601NM,2611NM,
132749,2592NM,2594NM,2592NM,2601NM,2582NM,2695NM,
160016,2586NM,2600NM,2590NM,2605NM,2592NM,2609NM,
160847,3201NM,3203NM,3235NM,3172NM,3189NM,3207NM,
162443,2649NM,2638NM,2588NM,2613NM,2579NM,2645NM,
164413,0000NM,2643NM,2582NM,2640NM,0000NM,0000NM,
164854,2579NM,0000NM,2590NM,2590NM,2584NM,2600NM,
165950,2678NM,2685NM,2697NM,2689NM,2701NM,2750NM,
