時間,軸1,軸2,軸3,軸4,軸5,軸6
084748,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
084804,2804NM,2729NM,2880NM,2666NM,2834NM,3088NM,
084828,2781NM,2693NM,2873NM,2684NM,2773NM,3126NM,
084922,2808NM,2768NM,2882NM,2672NM,2781NM,3104NM,
084957,2815NM,2701NM,2884NM,2684NM,2794NM,3111NM,
085313,2773NM,2699NM,2886NM,2695NM,2823NM,3105NM,
085339,2781NM,2697NM,2899NM,2687NM,2842NM,3113NM,
085435,2783NM,2703NM,2876NM,2687NM,2798NM,3100NM,
085502,2783NM,2708NM,2964NM,2727NM,2771NM,3109NM,
085557,2787NM,2699NM,2894NM,2703NM,2827NM,3182NM,
085618,2794NM,2684NM,2892NM,2724NM,2796NM,3105NM,
085840,2790NM,2685NM,2874NM,2720NM,2771NM,3130NM,
085907,2779NM,2693NM,2880NM,2706NM,2781NM,3111NM,
090649,2773NM,2682NM,2932NM,2701NM,2789NM,3100NM,
090713,2783NM,2697NM,2873NM,2769NM,2798NM,3130NM,
090740,2800NM,2705NM,2886NM,2720NM,2783NM,3126NM,
090854,2789NM,2689NM,2913NM,2766NM,2798NM,3075NM,
090922,2779NM,2731NM,2874NM,2689NM,2867NM,3105NM,
090952,2779NM,2691NM,2894NM,2693NM,2804NM,3069NM,
091020,2800NM,2682NM,2928NM,2697NM,2790NM,3083NM,
091110,2783NM,2701NM,2882NM,2693NM,2777NM,3115NM,
091228,2787NM,2678NM,2890NM,2672NM,2792NM,3136NM,
091327,2785NM,2695NM,2899NM,2703NM,2779NM,3132NM,
091356,2831NM,2699NM,2882NM,2699NM,2775NM,3163NM,
091440,2804NM,2701NM,2884NM,2693NM,2766NM,3102NM,
091507,2792NM,2695NM,2897NM,2672NM,2771NM,3090NM,
091601,2783NM,2705NM,2930NM,2697NM,2777NM,3075NM,
091627,2794NM,2693NM,2888NM,2687NM,2785NM,3088NM,
091704,2787NM,2678NM,2871NM,2684NM,2800NM,3121NM,
091801,2792NM,2689NM,2869NM,2706NM,2802NM,3128NM,
091828,2808NM,2701NM,2903NM,2685NM,2758NM,3161NM,
092813,2779NM,2684NM,2979NM,2695NM,2777NM,3102NM,
092839,2787NM,2689NM,2894NM,2710NM,2796NM,3104NM,
092920,2781NM,2684NM,2865NM,2695NM,2794NM,3086NM,
092948,2796NM,2682NM,2892NM,2699NM,2794NM,3100NM,
093033,2792NM,2689NM,2895NM,2687NM,2796NM,3073NM,
093100,2790NM,2682NM,2888NM,2682NM,2789NM,3092NM,
093131,2773NM,2695NM,2876NM,2680NM,2781NM,3130NM,
093158,2773NM,2684NM,2878NM,2691NM,2790NM,3088NM,
093239,2777NM,2682NM,3016NM,2672NM,2794NM,3100NM,
093307,2796NM,2705NM,2882NM,2674NM,2792NM,3142NM,
093343,2789NM,2680NM,2876NM,2670NM,2825NM,3090NM,
093413,2798NM,2703NM,2884NM,2670NM,2804NM,3075NM,
093442,2827NM,2689NM,2899NM,2693NM,2775NM,3172NM,
093534,2823NM,2695NM,2890NM,2745NM,2769NM,3161NM,
093558,2848NM,2695NM,2884NM,2720NM,2838NM,3140NM,
093657,2796NM,2693NM,2888NM,2716NM,2785NM,3098NM,
093721,2787NM,2674NM,2873NM,2666NM,2848NM,3102NM,
093912,2790NM,2687NM,2905NM,2691NM,2768NM,3081NM,
093941,2796NM,2685NM,2903NM,2678NM,2790NM,3100NM,
094037,2783NM,2722NM,2909NM,2695NM,2804NM,3083NM,
094102,2785NM,2693NM,2878NM,2687NM,2777NM,3111NM,
094232,2792NM,2727NM,2886NM,2693NM,2787NM,3067NM,
094258,2789NM,2684NM,2901NM,2731NM,2890NM,3199NM,
094353,2815NM,2705NM,2936NM,2687NM,2790NM,3111NM,
094433,2790NM,0000NM,2884NM,2706NM,2787NM,3126NM,
163904,2790NM,3126NM,
163931,2779NM,2689NM,2884NM,2685NM,2855NM,3105NM,
164004,2787NM,2682NM,2884NM,2687NM,2789NM,3098NM,
164354,2775NM,2699NM,2911NM,2680NM,2796NM,3159NM,
