時間,軸1,軸2,軸3,軸4,軸5,軸6
151639,2773NM,2699NM,2771NM,2724NM,2790NM,2894NM,
152217,0000NM,0000NM,0000NM,0000NM,0000NM,2913NM,
152404,2838NM,2697NM,2773NM,2680NM,2790NM,2897NM,
152508,2804NM,2693NM,2783NM,2695NM,2796NM,2966NM,
153002,2785NM,2703NM,2800NM,2689NM,2802NM,2924NM,
153034,2783NM,2699NM,2790NM,2687NM,2796NM,2918NM,
153122,2796NM,2697NM,2798NM,2703NM,2798NM,2920NM,
153206,2771NM,2697NM,2785NM,2691NM,2857NM,2926NM,
153249,2794NM,2689NM,2817NM,2701NM,2771NM,2895NM,
153328,2771NM,2708NM,2773NM,2703NM,2768NM,2905NM,
153413,2804NM,2689NM,2789NM,2691NM,2775NM,2915NM,
153459,2798NM,2682NM,2789NM,2676NM,2790NM,2899NM,
153548,2781NM,2699NM,2781NM,2689NM,2800NM,2890NM,
153629,2769NM,2712NM,2796NM,2689NM,2787NM,2905NM,
153713,2777NM,2701NM,2806NM,2693NM,2775NM,2926NM,
153758,2794NM,2684NM,2775NM,2708NM,2785NM,2943NM,
153836,2777NM,2726NM,2779NM,2701NM,2798NM,2928NM,
153946,2792NM,2716NM,2769NM,2697NM,2792NM,2916NM,
154044,2785NM,2705NM,2785NM,2727NM,2783NM,2937NM,
154147,2781NM,2689NM,2792NM,2680NM,2794NM,2951NM,
154230,2798NM,2691NM,2792NM,2685NM,2789NM,2943NM,
154318,2798NM,2678NM,2779NM,2695NM,2789NM,2886NM,
154358,2768NM,2678NM,2802NM,2685NM,2802NM,2934NM,
154821,2794NM,2695NM,2785NM,2701NM,2769NM,2903NM,
154949,2773NM,2684NM,2790NM,2699NM,2790NM,2932NM,
155049,2796NM,2691NM,2804NM,2684NM,2798NM,2907NM,
155557,2779NM,2691NM,2787NM,2705NM,2800NM,2899NM,
155759,2771NM,2745NM,2800NM,2701NM,2773NM,2884NM,
155854,2785NM,2672NM,2800NM,2705NM,2846NM,2888NM,
155946,2771NM,2691NM,2794NM,2701NM,2787NM,2960NM,
160034,2792NM,2685NM,2773NM,2697NM,2771NM,2899NM,
160127,2773NM,2697NM,2798NM,2737NM,2781NM,2916NM,
160226,2832NM,2691NM,2785NM,2722NM,2783NM,2968NM,
160319,2781NM,2680NM,2781NM,2672NM,2796NM,2939NM,
160426,2798NM,2689NM,2853NM,2691NM,2775NM,2915NM,
160521,2804NM,2670NM,2768NM,2676NM,2794NM,3012NM,
160639,2783NM,2691NM,2785NM,2689NM,2798NM,2890NM,
160800,2796NM,2674NM,2779NM,2691NM,2811NM,2958NM,
160907,2787NM,2678NM,2787NM,0000NM,2777NM,2970NM,
161143,2792NM,2680NM,2790NM,2689NM,2794NM,2901NM,
161246,2779NM,2676NM,2800NM,2697NM,2790NM,2894NM,
161341,2783NM,2691NM,2783NM,2714NM,2789NM,2936NM,
161404,2798NM,2697NM,2802NM,2701NM,2771NM,2928NM,
161440,2810NM,2678NM,2789NM,2697NM,2792NM,2907NM,
161523,2802NM,2693NM,2790NM,2703NM,2796NM,2886NM,
161607,2783NM,2724NM,2787NM,2699NM,2781NM,2936NM,
161701,2802NM,2680NM,2789NM,2695NM,2813NM,2932NM,
161728,2794NM,2703NM,2792NM,2710NM,2766NM,2890NM,
161800,2781NM,2691NM,2796NM,2699NM,2790NM,2907NM,
161846,2775NM,2687NM,2802NM,2706NM,2769NM,3004NM,
162006,2937NM,
162021,2792NM,2670NM,2806NM,2699NM,2842NM,2905NM,
162108,2790NM,2703NM,2798NM,2684NM,2777NM,2905NM,
162148,2789NM,2699NM,2794NM,2695NM,2792NM,2962NM,
162226,2792NM,2685NM,2792NM,2687NM,2789NM,2894NM,
162317,2846NM,2705NM,2790NM,2703NM,2790NM,2892NM,
162402,2789NM,2674NM,2777NM,2676NM,2796NM,2937NM,
162611,2796NM,2678NM,2802NM,2701NM,2796NM,2899NM,
162654,2790NM,2695NM,2792NM,2701NM,2802NM,2888NM,
162723,2798NM,2682NM,2781NM,2682NM,2848NM,2955NM,
162809,2785NM,2682NM,2779NM,0000NM,2787NM,2958NM,
162846,2792NM,2697NM,2775NM,2693NM,2783NM,2892NM,
162924,2781NM,2685NM,2785NM,2691NM,2800NM,2899NM,
163000,2781NM,2682NM,2790NM,2710NM,2802NM,2979NM,
163041,2779NM,2699NM,2785NM,2769NM,2802NM,2911NM,
163122,2775NM,2691NM,2800NM,2703NM,2790NM,2903NM,
163154,2789NM,2701NM,2773NM,2682NM,2804NM,2884NM,
163242,2792NM,2699NM,2785NM,2685NM,2777NM,2894NM,
163314,2798NM,2693NM,2777NM,2718NM,2794NM,2951NM,
163410,2798NM,2691NM,2802NM,2684NM,2798NM,2894NM,
163444,2794NM,2674NM,2768NM,2706NM,2787NM,2899NM,
163521,2827NM,2699NM,2783NM,2689NM,2783NM,2926NM,
163614,2798NM,2682NM,2808NM,2701NM,2779NM,2934NM,
163658,2783NM,2699NM,2787NM,2682NM,2771NM,2922NM,
164025,2787NM,2699NM,2800NM,2672NM,2798NM,2951NM,
164215,2781NM,2703NM,2794NM,2701NM,2792NM,2890NM,
164304,2790NM,2678NM,2810NM,2689NM,2781NM,2920NM,
164420,2787NM,2689NM,2771NM,2676NM,2794NM,2901NM,
164502,2794NM,2701NM,2800NM,2716NM,2794NM,2926NM,
164603,2785NM,2685NM,2787NM,2695NM,2796NM,2915NM,
164731,2787NM,2697NM,2829NM,2695NM,2790NM,2901NM,
164835,2796NM,2691NM,2789NM,2687NM,2754NM,2955NM,
172747,2802NM,2695NM,2789NM,2682NM,2796NM,2916NM,
172842,2800NM,2714NM,2800NM,2691NM,2794NM,2945NM,
172958,2790NM,2676NM,2811NM,2691NM,2800NM,2922NM,
173054,2781NM,2697NM,2771NM,2710NM,2785NM,2928NM,
173135,2785NM,2739NM,2800NM,2695NM,2787NM,2915NM,
173245,2785NM,2685NM,2771NM,2699NM,2787NM,2909NM,
173346,2779NM,2699NM,2777NM,2682NM,2792NM,2907NM,
173713,2800NM,2699NM,2779NM,2699NM,2802NM,2937NM,
173755,2790NM,2682NM,2792NM,2693NM,2802NM,2894NM,
173828,2785NM,2682NM,2800NM,2689NM,2792NM,2899NM,
173908,2785NM,2684NM,2787NM,2693NM,2790NM,2934NM,
173946,2769NM,2695NM,2771NM,2712NM,2775NM,2928NM,
174128,2804NM,2685NM,2790NM,2699NM,2796NM,2915NM,
174210,2783NM,2678NM,2794NM,2693NM,2771NM,2922NM,
174310,2785NM,2680NM,2768NM,2705NM,2796NM,2894NM,
174338,2800NM,2699NM,2787NM,2684NM,2785NM,2899NM,
174429,2787NM,2687NM,2792NM,2682NM,2800NM,2922NM,
174511,2792NM,2674NM,2789NM,2701NM,0000NM,2892NM,
182923,
182937,2771NM,2695NM,2779NM,2703NM,2787NM,2964NM,
183115,2781NM,2695NM,2783NM,2687NM,2792NM,2939NM,
183216,2769NM,2672NM,2811NM,2695NM,2790NM,2985NM,
183305,2785NM,2699NM,2777NM,2693NM,2777NM,2953NM,
183349,2779NM,2695NM,2798NM,2697NM,2796NM,2949NM,
183424,2785NM,2685NM,2792NM,2689NM,2800NM,2905NM,
183548,2779NM,2697NM,2781NM,2684NM,2798NM,2945NM,
183628,2808NM,2691NM,2785NM,2691NM,2779NM,2911NM,
183711,2783NM,2674NM,2787NM,2699NM,2785NM,2894NM,
183745,2779NM,2691NM,2777NM,2691NM,2781NM,2951NM,
183830,2785NM,2689NM,2800NM,2689NM,2781NM,2962NM,
183934,2787NM,2693NM,2775NM,2687NM,2783NM,2901NM,
184123,2787NM,2699NM,2787NM,2752NM,2785NM,2915NM,
184243,2771NM,2682NM,2787NM,2691NM,2794NM,2903NM,
184330,2794NM,2691NM,2775NM,2724NM,2796NM,2939NM,
184447,2789NM,2680NM,2794NM,2687NM,2790NM,2894NM,
184522,2806NM,2693NM,2792NM,2699NM,2796NM,2884NM,
184606,2796NM,2705NM,2792NM,2699NM,2798NM,2901NM,
184658,2783NM,2705NM,2800NM,2682NM,2798NM,2882NM,
184742,2787NM,2685NM,2781NM,2691NM,2789NM,2981NM,
184833,2789NM,2685NM,2771NM,2697NM,2785NM,2903NM,
184910,2792NM,2689NM,2773NM,2693NM,2785NM,2897NM,
185034,2813NM,2687NM,2810NM,2684NM,2804NM,2897NM,
185110,2789NM,2697NM,2794NM,2706NM,2785NM,2941NM,
185226,2787NM,2760NM,2787NM,2733NM,2773NM,2922NM,
185316,2794NM,2689NM,2785NM,2682NM,2792NM,2905NM,
185411,2792NM,2682NM,2768NM,2670NM,2813NM,2892NM,
185457,2789NM,2674NM,2785NM,2701NM,2783NM,2884NM,
185557,2781NM,2693NM,2792NM,2731NM,2813NM,2874NM,
185652,2783NM,2691NM,2790NM,2699NM,2773NM,2897NM,
185832,2787NM,2687NM,2792NM,2699NM,2787NM,2901NM,
185912,2781NM,2701NM,2798NM,2727NM,2792NM,2869NM,
190130,2819NM,2697NM,2779NM,2731NM,2783NM,2926NM,
190216,2796NM,2680NM,2790NM,2678NM,2775NM,2890NM,
190340,2800NM,2699NM,2785NM,2771NM,2800NM,2895NM,
190515,2792NM,2684NM,2796NM,2689NM,2798NM,2983NM,
190614,2787NM,2701NM,2789NM,2705NM,2829NM,2939NM,
190705,2779NM,2672NM,2785NM,2710NM,2790NM,2966NM,
190823,2781NM,2708NM,2783NM,2699NM,2779NM,2930NM,
190910,2769NM,2701NM,2804NM,2685NM,2804NM,2941NM,
191759,2790NM,2682NM,2790NM,2678NM,2798NM,2976NM,
200914,2787NM,2985NM,
200928,2790NM,2689NM,2775NM,2680NM,2806NM,2920NM,
200958,2806NM,2697NM,2861NM,2687NM,2779NM,2945NM,
201243,2777NM,2672NM,2781NM,2680NM,2796NM,2913NM,
201333,2789NM,2680NM,2775NM,2729NM,0000NM,2884NM,
