時間,軸1,軸2,軸3,軸4,軸5,軸6
091152,2827NM,2703NM,2878NM,2729NM,2790NM,3168NM,
091250,2769NM,2676NM,2903NM,2691NM,2787NM,3117NM,
092133,2794NM,2693NM,2873NM,2691NM,2771NM,3128NM,
092202,1NM,2664NM,2876NM,2727NM,2825NM,3104NM,
092533,2783NM,2672NM,2878NM,2661NM,2769NM,3155NM,
092600,2825NM,2720NM,2957NM,2705NM,2794NM,3102NM,
092704,2785NM,2687NM,2874NM,2699NM,2785NM,3134NM,
092732,2789NM,2697NM,2901NM,2682NM,2792NM,3071NM,
092820,2777NM,0000NM,2905NM,2670NM,2800NM,3195NM,
092845,2800NM,2672NM,2895NM,2666NM,2764NM,3096NM,
093200,2773NM,0000NM,2882NM,2687NM,2789NM,3128NM,
094137,3079NM,
094154,2775NM,2682NM,2874NM,2685NM,2787NM,3176NM,
094242,2796NM,2724NM,2894NM,2676NM,2781NM,3132NM,
094308,2865NM,2676NM,2878NM,2678NM,2773NM,3167NM,
094335,2773NM,2689NM,2869NM,2676NM,2785NM,3107NM,
094401,2825NM,2697NM,2897NM,2693NM,2773NM,3088NM,
094445,2792NM,2680NM,2897NM,2663NM,2783NM,3092NM,
094513,2792NM,2720NM,2894NM,2706NM,2779NM,3107NM,
094535,2794NM,2762NM,2897NM,2701NM,2796NM,3115NM,
094613,2789NM,2729NM,2880NM,2703NM,2810NM,3100NM,
094639,2792NM,2670NM,2869NM,2680NM,2769NM,3094NM,
094713,2785NM,2693NM,3000NM,2701NM,2779NM,3104NM,
094743,2800NM,2699NM,2871NM,2680NM,2762NM,3081NM,
094827,2829NM,2752NM,2932NM,2680NM,2792NM,3107NM,
094900,2779NM,2703NM,2897NM,2680NM,2804NM,3159NM,
094954,2821NM,2699NM,2871NM,2695NM,2777NM,3092NM,
095017,2804NM,2701NM,2882NM,2691NM,2796NM,3136NM,
095050,2792NM,2739NM,2901NM,2695NM,2775NM,3098NM,
095142,2800NM,2684NM,2867NM,2684NM,2798NM,3216NM,
095213,2781NM,2680NM,2874NM,2685NM,2796NM,3077NM,
095312,2792NM,2697NM,2905NM,2691NM,2789NM,3073NM,
095350,2800NM,2687NM,2886NM,2693NM,2787NM,3067NM,
095417,2794NM,2685NM,2903NM,2685NM,2787NM,3144NM,
095704,2810NM,2680NM,2892NM,2680NM,2827NM,3096NM,
095827,2779NM,2701NM,2892NM,2708NM,2798NM,3115NM,
