時間,軸1,軸2,軸3,軸4,軸5,軸6
085014,2800NM,2693NM,2890NM,2676NM,2789NM,3083NM,
085331,2808NM,2676NM,2903NM,2697NM,2781NM,3161NM,
085441,2806NM,2672NM,2869NM,2697NM,2789NM,3144NM,
085544,2771NM,2695NM,2876NM,2716NM,2790NM,3107NM,
090005,2768NM,2670NM,2874NM,2670NM,2800NM,3165NM,
090035,2796NM,2685NM,2878NM,2687NM,2771NM,3086NM,
090118,2777NM,2682NM,2899NM,2701NM,2792NM,3084NM,
090321,2779NM,2674NM,2886NM,2689NM,2800NM,3081NM,
091140,2798NM,2676NM,2930NM,2676NM,2773NM,3084NM,
091233,2783NM,2699NM,2871NM,2674NM,2794NM,3161NM,
091306,2783NM,2672NM,2873NM,2672NM,2790NM,3094NM,
091331,2798NM,2684NM,2899NM,2727NM,2790NM,3067NM,
091530,2810NM,2758NM,2874NM,2684NM,2794NM,3142NM,
091555,2789NM,2745NM,2886NM,2676NM,2798NM,3075NM,
091708,2768NM,2678NM,2916NM,2708NM,2771NM,3098NM,
091732,2796NM,2695NM,2880NM,2689NM,2768NM,3088NM,
091944,2800NM,2680NM,2884NM,2682NM,2781NM,3094NM,
092043,2796NM,2701NM,2897NM,2689NM,2819NM,3088NM,
092200,2777NM,2668NM,2937NM,2687NM,2794NM,3081NM,
092228,2771NM,2697NM,2878NM,2699NM,2781NM,3094NM,
092419,2811NM,2703NM,2880NM,2689NM,2771NM,3125NM,
092453,2798NM,2743NM,2876NM,2695NM,2787NM,3155NM,
092652,2815NM,2685NM,2886NM,2685NM,2781NM,3081NM,
092717,2779NM,2697NM,2880NM,2689NM,2813NM,3117NM,
092834,2808NM,2699NM,2924NM,2697NM,2815NM,3159NM,
092914,2789NM,2680NM,2886NM,2680NM,2842NM,3077NM,
093022,2783NM,2682NM,2884NM,2663NM,2798NM,3088NM,
093152,2781NM,2697NM,2907NM,2676NM,2819NM,3186NM,
093225,2769NM,2747NM,2909NM,2689NM,2800NM,3121NM,
094318,2792NM,2735NM,2928NM,2674NM,2798NM,3071NM,
094350,2783NM,2689NM,2897NM,2710NM,2842NM,3128NM,
094523,2806NM,2685NM,2907NM,2676NM,2789NM,3102NM,
094606,2808NM,2682NM,2876NM,2695NM,2768NM,3119NM,
094718,2796NM,2685NM,2903NM,2684NM,2810NM,3125NM,
094742,2873NM,2685NM,2901NM,2672NM,2783NM,3130NM,
094820,2831NM,2691NM,2878NM,2710NM,2777NM,3151NM,
094906,2806NM,2697NM,2884NM,2672NM,2800NM,3107NM,
094957,2777NM,2703NM,2882NM,2670NM,2792NM,3081NM,
095025,2783NM,2712NM,2874NM,2705NM,2790NM,3125NM,
095304,2783NM,2693NM,2937NM,2676NM,2773NM,3149NM,
095332,2792NM,2685NM,2878NM,2685NM,2769NM,3163NM,
095448,2790NM,2699NM,2886NM,2682NM,2798NM,3071NM,
095515,2831NM,2670NM,2876NM,2670NM,2789NM,3088NM,
095558,2794NM,2739NM,2899NM,2697NM,2777NM,3105NM,
095619,2777NM,2682NM,2874NM,2706NM,2790NM,3079NM,
095800,2789NM,2693NM,2890NM,2674NM,2769NM,3088NM,
095827,2790NM,2699NM,2882NM,2689NM,2787NM,3073NM,
095903,2785NM,2674NM,2876NM,2678NM,2783NM,3102NM,
095928,2787NM,2685NM,2892NM,2708NM,2796NM,3098NM,
100159,2794NM,2699NM,2892NM,2670NM,2781NM,3102NM,
100232,2775NM,2689NM,2890NM,2689NM,2789NM,3115NM,
100540,2794NM,2676NM,2888NM,2676NM,2806NM,3067NM,
100605,2798NM,2687NM,2884NM,2672NM,2787NM,3105NM,
101244,2790NM,2682NM,2878NM,2684NM,2813NM,3079NM,
