時間,軸1,軸2,軸3,軸4,軸5,軸6
101513,2762NM,2724NM,2705NM,2691NM,2697NM,2708NM,
101542,2726NM,2674NM,2720NM,2789NM,2678NM,2727NM,
101652,2697NM,2724NM,2754NM,2708NM,2775NM,2678NM,
120142,2729NM,2706NM,2678NM,2745NM,2689NM,2695NM,
120759,2689NM,2699NM,2687NM,2680NM,2691NM,2691NM,
120916,2693NM,2685NM,2699NM,2684NM,2691NM,2699NM,
121329,2697NM,2701NM,2687NM,2718NM,2680NM,2708NM,
144329,2708NM,2695NM,2689NM,2691NM,2703NM,2703NM,
144551,2687NM,2708NM,2699NM,2684NM,2693NM,0000NM,
144954,2697NM,2693NM,0000NM,2699NM,2682NM,2768NM,
145108,2691NM,2706NM,2685NM,2672NM,2670NM,2703NM,
145629,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
145829,2580NM,2600NM,2592NM,2577NM,2569NM,2895NM,
150353,2913NM,2876NM,2913NM,2897NM,2937NM,2899NM,
150824,2890NM,2903NM,2874NM,2909NM,2915NM,3016NM,
151403,2888NM,2897NM,2886NM,2876NM,2876NM,2901NM,
151617,2945NM,2916NM,2869NM,2924NM,2873NM,2928NM,
161537,2884NM,2895NM,2884NM,2916NM,2880NM,2903NM,
161727,2882NM,2915NM,2878NM,2874NM,2874NM,2882NM,
162110,1NM,2876NM,2878NM,2936NM,2903NM,2943NM,
163230,2895NM,2888NM,2901NM,2895NM,2916NM,2892NM,
163641,2901NM,2899NM,2897NM,2874NM,2874NM,2951NM,
163845,2884NM,2899NM,2890NM,2899NM,2888NM,2939NM,
164046,2897NM,2901NM,2880NM,2869NM,2884NM,2905NM,
164243,2882NM,2892NM,2897NM,2907NM,2878NM,2897NM,
