時間,軸1,軸2,軸3,軸4,軸5,軸6
102606,2844NM,2800NM,2834NM,2773NM,2922NM,3023NM,
102646,2892NM,2789NM,2829NM,2766NM,2936NM,3044NM,
102751,2915NM,2823NM,2827NM,2777NM,2939NM,3041NM,
102840,2865NM,2777NM,2827NM,2804NM,2953NM,3014NM,
103012,2852NM,2789NM,2846NM,2775NM,2934NM,3018NM,
105257,2848NM,2777NM,2832NM,2790NM,2939NM,3010NM,
105333,2836NM,2775NM,2832NM,2813NM,2920NM,3086NM,
105436,2842NM,2796NM,2832NM,2769NM,2928NM,2983NM,
105507,2844NM,2779NM,2821NM,2790NM,2937NM,3075NM,
105607,2832NM,2785NM,2840NM,2790NM,2972NM,2997NM,
105640,2836NM,2777NM,2844NM,2806NM,2913NM,3021NM,
105739,2832NM,2779NM,2832NM,2781NM,2936NM,3039NM,
105816,2832NM,2777NM,0000NM,2775NM,2920NM,3069NM,
105911,2840NM,2777NM,2888NM,2808NM,2939NM,2987NM,
105937,2829NM,2800NM,2817NM,2781NM,2928NM,3000NM,
110039,2840NM,2792NM,2821NM,2792NM,2939NM,3083NM,
110106,2823NM,2789NM,2827NM,2811NM,2922NM,3025NM,
111442,2823NM,2785NM,2840NM,2798NM,2941NM,2974NM,
111508,2827NM,2781NM,2848NM,2829NM,2924NM,2970NM,
111554,2827NM,2781NM,2819NM,2781NM,2928NM,3037NM,
111621,2857NM,2802NM,2865NM,2796NM,2930NM,2987NM,
111707,2831NM,2790NM,2874NM,2769NM,2934NM,2991NM,
111735,2831NM,2773NM,2831NM,2779NM,2953NM,3033NM,
111829,2831NM,2794NM,2827NM,2769NM,2928NM,3031NM,
111902,2850NM,2798NM,2857NM,2771NM,2945NM,3033NM,
111952,2832NM,2800NM,2832NM,2779NM,2922NM,3048NM,
112018,2840NM,2787NM,2832NM,2771NM,2995NM,2968NM,
112106,2838NM,2796NM,2834NM,2804NM,2943NM,3016NM,
112133,2882NM,2790NM,2844NM,2762NM,2953NM,3041NM,
112225,2876NM,2783NM,2836NM,2777NM,2951NM,2999NM,
112253,2827NM,2777NM,2817NM,2792NM,2941NM,2991NM,
112345,2848NM,2794NM,2836NM,2815NM,2945NM,2991NM,
112411,2844NM,2792NM,2846NM,2769NM,2939NM,3056NM,
112530,2850NM,2790NM,2832NM,2771NM,2936NM,2968NM,
112637,2823NM,2781NM,2874NM,2769NM,2924NM,2979NM,
112721,2842NM,2796NM,2831NM,2800NM,2939NM,3042NM,
112748,2850NM,2777NM,2882NM,2764NM,2947NM,3035NM,
112823,2844NM,2792NM,2819NM,2754NM,2932NM,3039NM,
113048,2850NM,2769NM,2821NM,2775NM,2951NM,2981NM,
113116,2831NM,2783NM,2840NM,2783NM,3012NM,3012NM,
113240,2842NM,2790NM,2840NM,2775NM,2916NM,2957NM,
113307,2823NM,2773NM,2829NM,2802NM,2941NM,2978NM,
113358,2838NM,2794NM,2829NM,2804NM,2957NM,3018NM,
113431,2819NM,2783NM,2823NM,2806NM,2926NM,2976NM,
113525,2827NM,2787NM,2825NM,2806NM,2915NM,3006NM,
113553,2846NM,2787NM,2859NM,2781NM,2947NM,3008NM,
113638,2892NM,2798NM,2827NM,2775NM,2947NM,3021NM,
114042,2825NM,2827NM,2829NM,2783NM,2937NM,2989NM,
114107,2827NM,2781NM,2831NM,2792NM,2930NM,2970NM,
114157,2831NM,2777NM,2823NM,2781NM,2976NM,3037NM,
114246,2832NM,2790NM,2838NM,2743NM,2924NM,3050NM,
114312,2829NM,2792NM,2901NM,2773NM,2920NM,3037NM,
114358,2819NM,2810NM,2846NM,2834NM,2934NM,2989NM,
114426,2827NM,2798NM,2832NM,2811NM,2934NM,3010NM,
114525,2840NM,2794NM,2836NM,2783NM,2932NM,2995NM,
114553,2821NM,2783NM,2821NM,2838NM,2930NM,2997NM,
114633,2836NM,2783NM,2831NM,2766NM,2926NM,2981NM,
114704,2834NM,2798NM,2829NM,2785NM,2960NM,3006NM,
115122,2852NM,2823NM,2832NM,2790NM,2922NM,3016NM,
115146,2882NM,2779NM,2831NM,2769NM,2941NM,3016NM,
115258,2838NM,2827NM,2848NM,2802NM,2936NM,2995NM,
115324,2819NM,2783NM,2823NM,2775NM,2928NM,3012NM,
115430,2827NM,2800NM,2840NM,2802NM,2947NM,3069NM,
115457,2873NM,2777NM,2861NM,2810NM,2937NM,2976NM,
115600,2832NM,2777NM,2831NM,2783NM,2924NM,3023NM,
115626,2823NM,2771NM,2834NM,2779NM,2924NM,2970NM,
115712,2838NM,2785NM,2850NM,2773NM,2941NM,3031NM,
115738,2850NM,2787NM,2832NM,2768NM,2939NM,3002NM,
115826,2829NM,2787NM,2821NM,2775NM,2951NM,3000NM,
115854,2838NM,2781NM,2832NM,2779NM,3000NM,3027NM,
115939,2878NM,2773NM,2819NM,2785NM,2922NM,3000NM,
120008,2838NM,2800NM,2831NM,2800NM,2926NM,2993NM,
120054,2846NM,2773NM,2825NM,2777NM,2936NM,3014NM,
120124,2836NM,2792NM,2827NM,2798NM,3023NM,2993NM,
120213,2825NM,2781NM,2832NM,2808NM,2926NM,2981NM,
120241,2821NM,2815NM,2821NM,2811NM,2947NM,3052NM,
120348,2850NM,2789NM,2821NM,2831NM,2951NM,3029NM,
120413,2850NM,2790NM,2848NM,2840NM,2922NM,3018NM,
120448,2846NM,2769NM,2846NM,2768NM,2926NM,2999NM,
120511,2834NM,2771NM,2821NM,2787NM,2943NM,3060NM,
120601,2829NM,2787NM,2842NM,2813NM,2999NM,3031NM,
120625,2834NM,2779NM,2823NM,2769NM,2920NM,2979NM,
120719,2834NM,2796NM,2815NM,2785NM,2924NM,3012NM,
120743,2842NM,2794NM,2836NM,2790NM,2981NM,3035NM,
120836,2821NM,2783NM,2840NM,2834NM,2934NM,2966NM,
120903,2834NM,2787NM,2831NM,2777NM,2937NM,3056NM,
120948,2844NM,2800NM,2838NM,2806NM,2932NM,2976NM,
121014,2832NM,2785NM,2842NM,2768NM,2937NM,2979NM,
121049,2834NM,2827NM,2821NM,2827NM,2991NM,2993NM,
121351,2834NM,2773NM,2850NM,2834NM,2936NM,2993NM,
121416,2846NM,2789NM,2850NM,2789NM,2932NM,3041NM,
121459,2819NM,2794NM,2838NM,2825NM,2915NM,3006NM,
121522,2838NM,2783NM,2836NM,2790NM,2934NM,2995NM,
121612,2903NM,2794NM,2842NM,2825NM,2928NM,2972NM,
121707,2897NM,2789NM,2829NM,2779NM,2922NM,2972NM,
121735,2811NM,2779NM,2836NM,2779NM,2945NM,3002NM,
121907,2850NM,2787NM,2834NM,2790NM,2945NM,2999NM,
130831,2836NM,2796NM,2829NM,2796NM,2968NM,3004NM,
154446,2829NM,2789NM,2874NM,2840NM,2936NM,2993NM,
154511,2840NM,2794NM,2844NM,2794NM,2928NM,2974NM,
154632,2855NM,2775NM,2855NM,2867NM,2918NM,2979NM,
154659,2834NM,2790NM,2888NM,2787NM,2966NM,3020NM,
154746,2836NM,2796NM,2871NM,2800NM,2964NM,3021NM,
154840,2901NM,2752NM,2848NM,2834NM,2951NM,3060NM,
155014,2825NM,2802NM,2892NM,2769NM,2928NM,3002NM,
155046,2836NM,2804NM,2834NM,2796NM,2934NM,2999NM,
155135,2829NM,2773NM,2829NM,2817NM,2930NM,3012NM,
155202,2840NM,2790NM,2819NM,2895NM,2934NM,2976NM,
155441,2846NM,2781NM,2846NM,2834NM,2951NM,2987NM,
155508,2846NM,2775NM,2836NM,2806NM,2918NM,3039NM,
155559,2838NM,2789NM,2819NM,2808NM,2939NM,2962NM,
155624,2846NM,2781NM,2827NM,2800NM,2949NM,2978NM,
155722,2859NM,2783NM,2836NM,2785NM,2949NM,3081NM,
155746,2825NM,2792NM,2825NM,2800NM,2924NM,3029NM,
155836,2829NM,2781NM,2842NM,2800NM,2939NM,3027NM,
155902,2815NM,2773NM,2829NM,2842NM,2941NM,2968NM,
155953,2834NM,2783NM,2840NM,2798NM,2937NM,2981NM,
160019,2840NM,2800NM,2859NM,2779NM,2943NM,3037NM,
160105,2819NM,2861NM,2827NM,2775NM,2951NM,3023NM,
160132,2947NM,2783NM,2819NM,2804NM,2920NM,3000NM,
160216,2863NM,2794NM,2859NM,2796NM,2932NM,3050NM,
160937,2827NM,2789NM,2834NM,2769NM,2941NM,2995NM,
161003,2823NM,2811NM,2867NM,2802NM,2962NM,2983NM,
161049,2844NM,2794NM,2871NM,2794NM,2926NM,3025NM,
161114,2836NM,2794NM,2825NM,2779NM,2934NM,3046NM,
161202,2844NM,2802NM,2825NM,2832NM,2953NM,2993NM,
161229,2827NM,2787NM,2831NM,2800NM,2934NM,2997NM,
161319,2825NM,2787NM,2838NM,2762NM,2941NM,2999NM,
161819,2827NM,2789NM,2867NM,2832NM,2955NM,3031NM,
161851,2850NM,2798NM,2846NM,2790NM,2955NM,2979NM,
161941,2840NM,2781NM,2834NM,2781NM,2926NM,3121NM,
162007,2838NM,2798NM,2861NM,2789NM,2922NM,3086NM,
162111,2832NM,2817NM,2832NM,2781NM,2922NM,2976NM,
162138,2842NM,2796NM,2821NM,2785NM,2920NM,3039NM,
162222,2834NM,2779NM,2838NM,2811NM,2930NM,3060NM,
162305,2838NM,2769NM,2842NM,2783NM,3004NM,2978NM,
162358,2853NM,2794NM,2880NM,2794NM,2955NM,3000NM,
162427,2834NM,2777NM,2821NM,2798NM,2964NM,3048NM,
162521,2829NM,2783NM,2827NM,2789NM,2916NM,2991NM,
162544,2846NM,2785NM,2821NM,2804NM,2951NM,2957NM,
162628,2865NM,2789NM,2873NM,2771NM,2922NM,3046NM,
162813,2831NM,2800NM,2832NM,2817NM,2936NM,2997NM,
162839,2832NM,2771NM,2836NM,2781NM,2957NM,3042NM,
163008,2821NM,2771NM,2821NM,2773NM,2937NM,3037NM,
163036,2836NM,2796NM,2886NM,2794NM,2937NM,3050NM,
163117,2825NM,2781NM,2852NM,2769NM,2958NM,2999NM,
163141,2844NM,2800NM,2890NM,2804NM,2934NM,3046NM,
163228,2838NM,2783NM,2844NM,2787NM,2953NM,2979NM,
163251,2827NM,2775NM,2844NM,2832NM,2989NM,3054NM,
163631,2834NM,2785NM,2829NM,2758NM,2972NM,2987NM,
163655,2834NM,2790NM,2831NM,2800NM,2979NM,3020NM,
163731,2848NM,2796NM,2840NM,2808NM,2937NM,2976NM,
163757,2844NM,2794NM,2874NM,2789NM,2932NM,2972NM,
163836,2850NM,2773NM,2901NM,2785NM,2936NM,3020NM,
163859,2844NM,2779NM,2832NM,2827NM,3002NM,3020NM,
163923,2844NM,2781NM,2827NM,2768NM,2945NM,2991NM,
163948,2850NM,2804NM,2834NM,2773NM,2926NM,3027NM,
164012,2838NM,2796NM,2852NM,2783NM,2949NM,3052NM,
164049,2829NM,2777NM,2831NM,2808NM,2941NM,2983NM,
164117,2821NM,2790NM,2882NM,2790NM,2928NM,3023NM,
164151,2840NM,2796NM,2836NM,2817NM,2964NM,3000NM,
164215,2838NM,2777NM,2894NM,2771NM,2953NM,2972NM,
164246,2846NM,2773NM,2829NM,2813NM,2924NM,3027NM,
164332,2831NM,2789NM,2834NM,2815NM,2941NM,3046NM,
164356,2831NM,2792NM,2834NM,2789NM,2932NM,2987NM,
164452,2832NM,2775NM,2840NM,2789NM,2947NM,3012NM,
164513,2859NM,2783NM,2832NM,2825NM,2930NM,3031NM,
164601,2834NM,2787NM,2834NM,2781NM,2976NM,3018NM,
164624,2850NM,2783NM,2840NM,2806NM,2932NM,3033NM,
164710,2844NM,2790NM,2840NM,2806NM,2930NM,3048NM,
164737,2827NM,2789NM,2829NM,2766NM,2937NM,3031NM,
164806,2838NM,2779NM,2865NM,2834NM,2957NM,2979NM,
