時間,軸1,軸2,軸3,軸4,軸5,軸6
090718,2792NM,2703NM,2874NM,2682NM,2790NM,3102NM,
090756,2790NM,2693NM,2878NM,2779NM,2777NM,3069NM,
090857,2787NM,2678NM,2903NM,2668NM,2794NM,3092NM,
090933,2768NM,2672NM,2941NM,0000NM,2811NM,3228NM,
091402,2790NM,2701NM,2888NM,2682NM,2779NM,3107NM,
091433,2798NM,2697NM,2876NM,2733NM,2794NM,3084NM,
091503,2800NM,2685NM,2894NM,2676NM,2802NM,3086NM,
091630,2806NM,2687NM,2888NM,2678NM,2783NM,3146NM,
091700,2798NM,2695NM,2892NM,2685NM,2789NM,3098NM,
091756,2771NM,2674NM,2878NM,2682NM,2840NM,3096NM,
091826,2775NM,2703NM,2873NM,2685NM,2796NM,3172NM,
091924,2785NM,2697NM,2884NM,2701NM,2792NM,3167NM,
091952,2792NM,2695NM,2882NM,2710NM,2804NM,3128NM,
092051,2878NM,0000NM,2901NM,2697NM,2781NM,3123NM,
