時間,軸1,軸2,軸3,軸4,軸5,軸6
095846,2777NM,2695NM,2874NM,2693NM,2777NM,3117NM,
095916,2789NM,2682NM,2880NM,2769NM,2792NM,3102NM,
095958,2785NM,2701NM,2880NM,2691NM,2787NM,3161NM,
100035,2785NM,2680NM,2878NM,2716NM,2794NM,3138NM,
100222,2798NM,2670NM,2882NM,2705NM,2779NM,3172NM,
100249,2792NM,2699NM,2884NM,2712NM,2789NM,3134NM,
100324,2769NM,2674NM,2873NM,2674NM,2777NM,3128NM,
100404,0000NM,2685NM,2886NM,2674NM,2758NM,3132NM,
101515,
101530,2777NM,2676NM,2882NM,2676NM,2781NM,3107NM,
101605,2785NM,2674NM,2903NM,2670NM,2802NM,3077NM,
101648,2777NM,2676NM,2871NM,2693NM,2787NM,3128NM,
101717,2775NM,2672NM,2888NM,2685NM,2773NM,3119NM,
101807,2810NM,2710NM,2895NM,2764NM,2789NM,3121NM,
101840,2792NM,2672NM,2873NM,2703NM,2773NM,3092NM,
101918,2789NM,2695NM,2874NM,2687NM,2796NM,3128NM,
101950,2789NM,2685NM,2882NM,2672NM,2785NM,3136NM,
102040,2787NM,2684NM,2884NM,2724NM,2790NM,3105NM,
102111,2773NM,2693NM,2895NM,2678NM,2792NM,3092NM,
102142,2802NM,2689NM,2869NM,2689NM,2832NM,3083NM,
102212,2800NM,2695NM,2888NM,2693NM,2794NM,3084NM,
102258,2789NM,2691NM,2905NM,2670NM,2785NM,3105NM,
102338,2846NM,2680NM,2903NM,2689NM,2800NM,3102NM,
102418,2790NM,2685NM,2892NM,2697NM,2773NM,3105NM,
102444,2781NM,2672NM,2890NM,2697NM,2787NM,3084NM,
102514,2785NM,2680NM,2894NM,2674NM,2779NM,3109NM,
110540,2792NM,2687NM,2895NM,2684NM,2789NM,3096NM,
110607,2781NM,2693NM,2890NM,0000NM,2777NM,3165NM,
110634,2800NM,2682NM,2895NM,2685NM,2810NM,3096NM,
120619,
120634,2800NM,2691NM,2892NM,2682NM,2806NM,3105NM,
120706,2785NM,2697NM,2890NM,2678NM,2779NM,3075NM,
120736,2783NM,2703NM,2876NM,2674NM,2785NM,3105NM,
120821,2798NM,2687NM,2894NM,2680NM,2785NM,3111NM,
120901,2794NM,2685NM,2871NM,2674NM,2779NM,3100NM,
121009,2806NM,2697NM,2895NM,2670NM,2789NM,3142NM,
121040,2829NM,2682NM,2874NM,2676NM,2796NM,3147NM,
121122,0000NM,2685NM,2905NM,2680NM,2792NM,3086NM,
121205,2792NM,2689NM,2874NM,2676NM,2781NM,3081NM,
121228,2785NM,2674NM,2890NM,2724NM,2831NM,3136NM,
121258,2777NM,2685NM,2897NM,2691NM,2779NM,3088NM,
121335,2773NM,2670NM,2903NM,2682NM,2834NM,3109NM,
121432,2798NM,2699NM,2892NM,2714NM,2783NM,3119NM,
121619,2800NM,2699NM,2873NM,2695NM,2787NM,0000NM,
121720,2783NM,2691NM,2882NM,2672NM,2781NM,3128NM,
121757,2800NM,2684NM,2878NM,2674NM,2844NM,3130NM,
121825,2781NM,2680NM,2880NM,2680NM,2817NM,3193NM,
121921,2796NM,2687NM,2937NM,2705NM,2771NM,0000NM,
130823,2771NM,2676NM,2937NM,2678NM,2771NM,0000NM,
130833,2785NM,2701NM,2884NM,2689NM,2779NM,3140NM,
130903,2792NM,2680NM,2901NM,2680NM,2769NM,3083NM,
131018,2798NM,2733NM,2880NM,2695NM,2775NM,3144NM,
131116,2790NM,2693NM,2880NM,2693NM,2792NM,3123NM,
131206,2838NM,2695NM,2901NM,2705NM,2827NM,3090NM,
131319,2794NM,2714NM,2903NM,2684NM,2768NM,3081NM,
131455,0000NM,2684NM,2888NM,2691NM,2771NM,3136NM,
133430,2775NM,2685NM,2897NM,2678NM,2785NM,0000NM,
133448,0000NM,2699NM,2895NM,2668NM,2781NM,3119NM,
134946,
135008,2769NM,2726NM,2878NM,2697NM,2769NM,0000NM,
140259,2789NM,2674NM,2873NM,2706NM,2768NM,0000NM,
140403,2771NM,2699NM,2894NM,2682NM,2796NM,3146NM,
140519,2790NM,2699NM,2874NM,2701NM,2785NM,3189NM,
140604,2800NM,2699NM,2878NM,2695NM,2787NM,3069NM,
140825,2790NM,2689NM,2897NM,2682NM,2781NM,3128NM,
141048,2802NM,2703NM,2888NM,2682NM,2773NM,3073NM,
141144,2787NM,2680NM,2890NM,2703NM,2781NM,3115NM,
141241,2785NM,2670NM,2874NM,2701NM,2777NM,3132NM,
141317,2800NM,2703NM,2880NM,2687NM,2789NM,3069NM,
141447,2792NM,2685NM,2874NM,2676NM,2771NM,3157NM,
141523,2810NM,2672NM,2876NM,2695NM,2796NM,3096NM,
141635,2NM,2693NM,2878NM,2672NM,2779NM,3083NM,
141705,2775NM,2680NM,2888NM,2697NM,2777NM,3163NM,
141809,2794NM,2687NM,2882NM,2712NM,2768NM,3115NM,
141932,2800NM,2695NM,2934NM,2687NM,2834NM,3142NM,
142110,2794NM,2693NM,2876NM,2693NM,2785NM,3130NM,
142148,2781NM,2687NM,2876NM,2745NM,2775NM,3077NM,
142215,2800NM,2684NM,2932NM,2693NM,2790NM,3117NM,
142325,2785NM,2701NM,2899NM,2748NM,2794NM,3086NM,
142419,2769NM,2680NM,2886NM,2689NM,2798NM,3081NM,
142514,2785NM,2705NM,2884NM,2674NM,2771NM,3144NM,
142542,2777NM,2682NM,2884NM,2684NM,2775NM,3105NM,
142818,2781NM,2680NM,2888NM,2678NM,2834NM,3092NM,
143043,2792NM,2691NM,2874NM,2678NM,2768NM,3088NM,
143816,2771NM,2693NM,2876NM,2680NM,0000NM,0000NM,
143825,2777NM,2676NM,2884NM,2701NM,2773NM,3186NM,
143904,2792NM,2693NM,2873NM,2680NM,2800NM,3086NM,
144138,2823NM,2710NM,2934NM,2745NM,2792NM,3134NM,
144341,2783NM,2689NM,2886NM,2680NM,2829NM,3104NM,
144421,2827NM,2691NM,2903NM,2687NM,2800NM,3134NM,
144455,2798NM,2697NM,2894NM,2706NM,2785NM,3132NM,
144529,2777NM,2687NM,2876NM,2693NM,2796NM,3107NM,
144635,0000NM,2726NM,2894NM,2697NM,2800NM,3140NM,
144821,0000NM,2674NM,2888NM,2706NM,2819NM,3128NM,
144853,2775NM,2699NM,2901NM,2684NM,2823NM,3155NM,
144959,2773NM,2699NM,2880NM,2684NM,2790NM,3149NM,
145042,2789NM,2682NM,2882NM,2668NM,2794NM,3199NM,
145117,2800NM,2699NM,2886NM,2699NM,2796NM,3104NM,
145210,2779NM,2685NM,2888NM,2697NM,2804NM,3115NM,
145304,2871NM,2689NM,2886NM,2687NM,2796NM,3079NM,
145342,2802NM,2670NM,2886NM,2682NM,2792NM,3115NM,
145421,2789NM,2687NM,2899NM,2701NM,2783NM,3100NM,
145519,2779NM,2684NM,2880NM,2685NM,2777NM,3140NM,
145617,2800NM,2687NM,2882NM,2710NM,2785NM,3140NM,
145659,2789NM,2693NM,2867NM,2764NM,2785NM,3111NM,
145743,2789NM,2687NM,2905NM,2754NM,2794NM,3102NM,
145840,2802NM,2703NM,2890NM,2680NM,2781NM,3102NM,
145955,2804NM,2741NM,2895NM,2689NM,2796NM,3134NM,
150042,2787NM,2748NM,2911NM,2670NM,2810NM,3111NM,
150113,2781NM,2729NM,2874NM,2695NM,2781NM,3071NM,
151328,2771NM,2714NM,2884NM,2691NM,2789NM,3090NM,
151630,2861NM,2697NM,2890NM,2685NM,2781NM,3100NM,
152213,2792NM,2699NM,2892NM,2693NM,2808NM,3105NM,
152245,2810NM,2697NM,2888NM,2697NM,2775NM,3111NM,
152332,2798NM,2689NM,2899NM,2676NM,2800NM,3081NM,
152512,2806NM,2701NM,2884NM,2685NM,2768NM,3163NM,
152919,2783NM,2722NM,2953NM,2687NM,2796NM,3125NM,
152954,2779NM,2685NM,2886NM,2706NM,2783NM,3098NM,
153027,2787NM,2691NM,2899NM,2691NM,2848NM,3104NM,
153104,2779NM,2684NM,2892NM,2764NM,2817NM,3073NM,
153205,2783NM,2693NM,2903NM,2716NM,2779NM,3102NM,
153235,2779NM,2682NM,2892NM,2685NM,2783NM,3126NM,
153327,2859NM,2701NM,2892NM,2699NM,2787NM,3081NM,
153409,2794NM,2691NM,2878NM,2682NM,2781NM,3138NM,
153539,2783NM,2691NM,2958NM,2678NM,2802NM,3142NM,
153619,2781NM,2689NM,2888NM,2695NM,2787NM,3140NM,
153713,2785NM,2699NM,2895NM,2695NM,2794NM,3077NM,
153811,2804NM,2687NM,2892NM,2726NM,2850NM,3094NM,
154030,2785NM,2745NM,2886NM,2682NM,2796NM,3130NM,
154109,2790NM,2703NM,2876NM,2687NM,2790NM,3168NM,
154459,2794NM,2678NM,2884NM,2750NM,2790NM,3136NM,
154538,2789NM,2712NM,2890NM,2743NM,2779NM,3067NM,
154615,2785NM,2695NM,2890NM,2691NM,2785NM,3075NM,
154712,2781NM,2693NM,2892NM,2663NM,2779NM,3195NM,
154810,2787NM,0000NM,2882NM,2680NM,2783NM,3170NM,
154954,2777NM,2718NM,2924NM,2685NM,2792NM,3117NM,
155111,2769NM,2693NM,2892NM,2748NM,2785NM,3098NM,
155245,2790NM,2729NM,2888NM,2682NM,2789NM,3086NM,
155338,2790NM,2695NM,2880NM,2712NM,2779NM,3147NM,
155413,2806NM,2685NM,2890NM,2695NM,2808NM,3109NM,
155528,2768NM,2684NM,2882NM,2674NM,2790NM,3094NM,
155606,2836NM,2684NM,2886NM,2685NM,2865NM,3119NM,
155642,2789NM,2682NM,2892NM,2691NM,2790NM,3180NM,
155710,2794NM,2685NM,2895NM,2687NM,2789NM,3107NM,
155936,2783NM,2695NM,2894NM,2695NM,2779NM,3104NM,
160126,2773NM,2687NM,2895NM,2685NM,2785NM,3151NM,
160422,2775NM,2695NM,2884NM,2678NM,2789NM,0000NM,
161136,2674NM,2882NM,2674NM,2775NM,0000NM,
161148,2781NM,2693NM,2890NM,2691NM,2789NM,3098NM,
161310,2800NM,2699NM,2899NM,2706NM,2769NM,3123NM,
161339,2790NM,2727NM,2884NM,2691NM,2838NM,3130NM,
161418,2798NM,2706NM,2882NM,2678NM,2792NM,3098NM,
161509,2781NM,2676NM,2873NM,2668NM,2768NM,3155NM,
161544,2781NM,2689NM,2884NM,2716NM,2768NM,3079NM,
161649,2804NM,2685NM,2895NM,2689NM,2781NM,3146NM,
161901,2773NM,2680NM,2876NM,2678NM,2844NM,3094NM,
162001,2781NM,2689NM,2964NM,2678NM,2775NM,3128NM,
162055,2771NM,2701NM,2890NM,2701NM,2790NM,3153NM,
162201,2821NM,2710NM,2878NM,2674NM,2827NM,3107NM,
162325,2783NM,2691NM,2916NM,2682NM,2800NM,3140NM,
162402,2777NM,2701NM,2873NM,2697NM,2775NM,3096NM,
162441,2794NM,2693NM,2890NM,2676NM,2800NM,3121NM,
162702,2792NM,2706NM,2890NM,2697NM,2771NM,3119NM,
162744,2779NM,2668NM,2909NM,2682NM,2790NM,3107NM,
162855,2790NM,2695NM,2886NM,2708NM,2787NM,3098NM,
162957,2800NM,2691NM,2892NM,2699NM,2783NM,3147NM,
163240,2794NM,2678NM,2871NM,2676NM,2798NM,3130NM,
163351,2769NM,2708NM,2882NM,2705NM,2781NM,3098NM,
163740,2857NM,2705NM,2876NM,2689NM,2787NM,3119NM,
163839,2800NM,2689NM,2915NM,2733NM,2781NM,3132NM,
163911,2789NM,2699NM,2937NM,2710NM,2771NM,3142NM,
