時間,軸1,軸2,軸3,軸4,軸5,軸6
090734,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
090816,2924NM,2764NM,2869NM,2794NM,2958NM,3060NM,
090838,2930NM,2781NM,2831NM,2861NM,2922NM,3031NM,
090938,2878NM,2815NM,2882NM,2876NM,2999NM,3050NM,
091405,2876NM,2825NM,2916NM,2817NM,2937NM,3006NM,
091429,2863NM,2853NM,2842NM,2798NM,2972NM,3039NM,
093348,2894NM,2823NM,2888NM,2853NM,2953NM,3054NM,
093417,2882NM,2859NM,2829NM,2850NM,2995NM,3023NM,
093547,2901NM,2785NM,2852NM,2838NM,3021NM,3004NM,
093622,2884NM,2783NM,2882NM,2890NM,3033NM,3029NM,
093757,2867NM,2848NM,2829NM,2844NM,2928NM,3041NM,
093830,2876NM,2775NM,2897NM,2894NM,2970NM,3021NM,
093949,2884NM,2838NM,2848NM,2832NM,2972NM,3048NM,
094020,2909NM,2794NM,2848NM,2806NM,2974NM,3025NM,
094250,2821NM,2829NM,2892NM,2813NM,2926NM,3050NM,
094337,2913NM,2792NM,2903NM,2863NM,2918NM,3002NM,
094548,2913NM,2878NM,2863NM,2766NM,2968NM,3083NM,
094620,2895NM,2821NM,2863NM,2846NM,2960NM,2997NM,
094929,2874NM,2834NM,2874NM,2884NM,2947NM,3023NM,
094956,2903NM,2811NM,2874NM,2817NM,2962NM,2999NM,
095204,2937NM,2840NM,2827NM,2811NM,3060NM,3077NM,
095237,2888NM,2798NM,2831NM,2829NM,2920NM,3063NM,
095347,2882NM,2848NM,2829NM,0000NM,3006NM,3050NM,
101810,
101826,2829NM,2823NM,2892NM,2873NM,2949NM,3008NM,
102038,2916NM,2810NM,2865NM,2794NM,3008NM,3067NM,
102111,2895NM,2880NM,2823NM,2769NM,3023NM,3050NM,
102357,2901NM,2829NM,0000NM,2874NM,3035NM,3050NM,
102629,2903NM,2785NM,2939NM,2874NM,2981NM,3100NM,
102644,2895NM,2798NM,2895NM,2804NM,2924NM,3008NM,
102734,2894NM,2806NM,2922NM,2836NM,2953NM,3054NM,
102821,2882NM,2855NM,2918NM,0000NM,2979NM,3069NM,
102914,2899NM,2819NM,2880NM,2813NM,2934NM,3077NM,
103006,2897NM,2831NM,2886NM,2827NM,2995NM,3044NM,
104822,2855NM,2846NM,2882NM,2781NM,2909NM,2979NM,
104901,2911NM,2825NM,2815NM,2861NM,2953NM,3084NM,
105008,2903NM,2829NM,2842NM,2853NM,2989NM,3056NM,
105038,2892NM,2790NM,2907NM,2821NM,2947NM,3077NM,
105136,2844NM,2808NM,2848NM,2806NM,2945NM,3042NM,
105204,2911NM,2817NM,2920NM,2825NM,2976NM,3060NM,
105304,2937NM,2806NM,2861NM,2865NM,3000NM,3031NM,
105333,2951NM,2810NM,2916NM,2863NM,3000NM,3033NM,
105621,2873NM,2806NM,2867NM,2861NM,2922NM,3016NM,
110147,2876NM,2884NM,2853NM,2842NM,2932NM,3069NM,
110245,2848NM,2855NM,2945NM,2850NM,2958NM,3020NM,
110321,2892NM,2787NM,2831NM,0000NM,2939NM,3065NM,
154818,2909NM,2865NM,2821NM,2871NM,2918NM,3035NM,
170449,2840NM,2798NM,2821NM,2783NM,2941NM,2983NM,
170537,2878NM,2823NM,2905NM,2867NM,2976NM,3065NM,
170904,2874NM,2806NM,2867NM,2783NM,2987NM,3029NM,
171002,2886NM,2831NM,2913NM,2823NM,2957NM,3031NM,
171101,2947NM,2796NM,2850NM,2832NM,2981NM,2997NM,
173853,2901NM,2853NM,2905NM,2842NM,2983NM,3018NM,
173951,2905NM,2802NM,2834NM,2888NM,2934NM,3029NM,
174041,2901NM,2825NM,0000NM,2781NM,2989NM,3056NM,
