時間,軸1,軸2,軸3,軸4,軸5,軸6
084549,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
090202,2798NM,2670NM,2777NM,2720NM,2840NM,3130NM,
090235,2857NM,2701NM,2792NM,2695NM,2775NM,3125NM,
090437,2771NM,2718NM,2796NM,2716NM,2827NM,3168NM,
090511,2792NM,2697NM,2852NM,2735NM,2798NM,3073NM,
090555,2783NM,2691NM,2781NM,2680NM,2773NM,3081NM,
090623,2790NM,2697NM,2874NM,2710NM,2789NM,3165NM,
091352,2785NM,2684NM,2785NM,2682NM,2781NM,3130NM,
091444,2781NM,2697NM,2781NM,2739NM,2769NM,3128NM,
091543,2789NM,2703NM,2796NM,2680NM,2794NM,3079NM,
091610,2798NM,2676NM,2796NM,2682NM,2859NM,3134NM,
091658,2811NM,2666NM,2787NM,2703NM,2792NM,3050NM,
091737,2773NM,2685NM,2790NM,2676NM,2783NM,3058NM,
091830,2773NM,2695NM,2796NM,2691NM,2787NM,3077NM,
091856,2817NM,2680NM,2800NM,2752NM,2769NM,3105NM,
091944,2798NM,2741NM,2777NM,2703NM,2773NM,3142NM,
092011,2789NM,2699NM,2787NM,2727NM,2798NM,3151NM,
092102,2787NM,2705NM,2840NM,2697NM,2773NM,3092NM,
092130,2773NM,2672NM,2790NM,2687NM,2796NM,3079NM,
092218,2810NM,2674NM,2804NM,2691NM,2789NM,3130NM,
092245,2802NM,2699NM,2781NM,2699NM,2800NM,3073NM,
092333,2781NM,2697NM,2796NM,2701NM,2796NM,3121NM,
092424,2777NM,2672NM,2789NM,2693NM,2768NM,3084NM,
092514,2781NM,2699NM,2783NM,2697NM,2771NM,3052NM,
092542,2781NM,2684NM,2789NM,2680NM,2790NM,3081NM,
092625,2798NM,2697NM,2789NM,2726NM,2781NM,3063NM,
092653,2787NM,2701NM,2787NM,2682NM,2787NM,3067NM,
092723,2800NM,2689NM,2831NM,2697NM,2840NM,3113NM,
094212,2796NM,2684NM,2787NM,2697NM,2815NM,3067NM,
094239,2792NM,2699NM,2771NM,2682NM,2810NM,3090NM,
094337,2783NM,2685NM,2808NM,2701NM,2785NM,3123NM,
094404,2781NM,2680NM,2779NM,2676NM,2834NM,3159NM,
094459,2783NM,2687NM,2789NM,2672NM,2779NM,3100NM,
094530,2771NM,2699NM,2775NM,2693NM,2781NM,3096NM,
094626,2781NM,2684NM,2798NM,2691NM,2832NM,3075NM,
094702,2796NM,2693NM,2800NM,2678NM,2831NM,3069NM,
094803,2771NM,2674NM,2785NM,2691NM,2777NM,3130NM,
094830,2810NM,2687NM,2787NM,2726NM,2867NM,3172NM,
095004,2789NM,2695NM,2789NM,2687NM,2781NM,3067NM,
095210,2768NM,2693NM,2783NM,2689NM,2800NM,3090NM,
095237,2817NM,2689NM,2783NM,2689NM,2769NM,3090NM,
095323,2781NM,2695NM,2796NM,2697NM,2806NM,3161NM,
095351,2787NM,2672NM,2792NM,2672NM,2829NM,3140NM,
095441,2853NM,2687NM,2829NM,2693NM,2800NM,3128NM,
095508,2802NM,2672NM,2829NM,2691NM,2779NM,3174NM,
095606,2810NM,2705NM,2783NM,2693NM,2768NM,3165NM,
095634,2857NM,2712NM,2787NM,2701NM,2815NM,3100NM,
095720,2787NM,2670NM,2785NM,2687NM,2777NM,3096NM,
095747,2779NM,2670NM,2800NM,2695NM,2798NM,3115NM,
095837,2798NM,2685NM,2840NM,2712NM,2831NM,3157NM,
095902,2800NM,2716NM,2796NM,2708NM,2779NM,3147NM,
095950,2798NM,2685NM,2781NM,2697NM,2838NM,3063NM,
100017,2790NM,2697NM,2781NM,2720NM,2853NM,3159NM,
100234,2787NM,2687NM,2790NM,2693NM,2773NM,3155NM,
100300,2798NM,2680NM,2783NM,2697NM,2789NM,3104NM,
100348,2792NM,2701NM,2783NM,2689NM,2790NM,3107NM,
100418,2792NM,2684NM,2813NM,2695NM,2789NM,3083NM,
100522,2796NM,2708NM,2798NM,2691NM,2779NM,3090NM,
100548,2792NM,2705NM,2800NM,2682NM,2769NM,3107NM,
100634,2802NM,2733NM,2785NM,2672NM,2829NM,3069NM,
100705,2792NM,2691NM,2785NM,2691NM,2769NM,3126NM,
100750,2842NM,2670NM,2775NM,2674NM,2787NM,3111NM,
100816,2779NM,2684NM,2821NM,2705NM,2771NM,3092NM,
100859,2806NM,2689NM,2789NM,2689NM,2796NM,3147NM,
100951,2794NM,2691NM,2825NM,2695NM,2790NM,3119NM,
101022,2785NM,2693NM,2792NM,2689NM,2806NM,3065NM,
101106,2796NM,2695NM,2769NM,2670NM,2760NM,3109NM,
101132,2783NM,2691NM,2790NM,2691NM,2813NM,3140NM,
101216,2796NM,2685NM,2773NM,2687NM,2836NM,3113NM,
101243,2829NM,2668NM,2773NM,2680NM,2802NM,3107NM,
101406,2798NM,2691NM,2781NM,2693NM,2821NM,3176NM,
101433,2808NM,2699NM,2840NM,2695NM,2802NM,3155NM,
101516,2825NM,2689NM,2779NM,2701NM,2768NM,3086NM,
101555,2771NM,2701NM,2865NM,2697NM,2781NM,3094NM,
101708,2804NM,2684NM,2829NM,2716NM,2813NM,3125NM,
101732,2771NM,2703NM,2777NM,2697NM,2817NM,3111NM,
101809,2798NM,2697NM,2783NM,2682NM,2787NM,3088NM,
101836,2789NM,2691NM,2853NM,2695NM,2855NM,3111NM,
101908,2773NM,2695NM,2769NM,2670NM,2769NM,3146NM,
101946,2834NM,2687NM,2804NM,2676NM,2794NM,3123NM,
102036,2775NM,2754NM,2790NM,2676NM,2792NM,3071NM,
102104,2823NM,2706NM,2844NM,2693NM,2785NM,3172NM,
102145,2806NM,2705NM,2867NM,2695NM,2777NM,3136NM,
102209,2775NM,2670NM,2810NM,2689NM,2773NM,3077NM,
102247,2787NM,2670NM,2796NM,2705NM,2773NM,3159NM,
102309,2817NM,2710NM,2804NM,2695NM,2783NM,3071NM,
102401,2781NM,2670NM,2798NM,2714NM,2813NM,3119NM,
102425,2773NM,2699NM,2794NM,2676NM,2806NM,3107NM,
102509,2823NM,2703NM,2785NM,2685NM,2815NM,3102NM,
102536,2790NM,2729NM,2771NM,2697NM,2771NM,3067NM,
102632,2773NM,2693NM,2817NM,2684NM,2832NM,3178NM,
102702,2773NM,2685NM,2808NM,2710NM,2789NM,3079NM,
102738,2829NM,2705NM,2834NM,2693NM,2779NM,3071NM,
102838,2785NM,2735NM,2836NM,2693NM,2802NM,3138NM,
102910,2886NM,2703NM,2815NM,2701NM,2796NM,3147NM,
102945,2779NM,2693NM,2787NM,2685NM,2771NM,3090NM,
110041,2806NM,2727NM,2787NM,2729NM,2771NM,0000NM,
110113,2804NM,2703NM,2787NM,2666NM,2775NM,3063NM,
110208,2785NM,2687NM,2798NM,2697NM,2790NM,3147NM,
110238,2777NM,2691NM,2777NM,2695NM,2779NM,3153NM,
110336,2796NM,2685NM,2794NM,2718NM,2781NM,3050NM,
110403,2806NM,2685NM,2790NM,2708NM,2771NM,3132NM,
110455,2773NM,2727NM,2865NM,2724NM,2792NM,3075NM,
110527,2794NM,2682NM,2825NM,2680NM,2842NM,3071NM,
110622,2766NM,2699NM,2783NM,2670NM,2787NM,3123NM,
110651,2787NM,2703NM,2842NM,2684NM,2789NM,3178NM,
110741,2811NM,2697NM,2844NM,2735NM,2787NM,3092NM,
110810,2789NM,2685NM,2785NM,2687NM,2831NM,3077NM,
110908,2806NM,2687NM,2781NM,2747NM,2777NM,3092NM,
110933,2775NM,2737NM,2785NM,2731NM,2777NM,3088NM,
111037,2787NM,2670NM,2779NM,2743NM,2850NM,3155NM,
111111,2815NM,2697NM,2836NM,0000NM,2796NM,3052NM,
111141,2781NM,2689NM,2771NM,2703NM,2766NM,3176NM,
111515,2853NM,2705NM,2792NM,2712NM,2800NM,3081NM,
111541,2798NM,2691NM,2790NM,2693NM,2865NM,3065NM,
111624,2842NM,2691NM,2800NM,2741NM,2794NM,3199NM,
111651,2783NM,2699NM,2785NM,2691NM,2779NM,3079NM,
111738,2825NM,2697NM,2827NM,2760NM,2773NM,3071NM,
111804,2790NM,2693NM,2764NM,2691NM,2796NM,3136NM,
112059,2794NM,2687NM,2819NM,2697NM,2771NM,3134NM,
112126,2779NM,2699NM,2785NM,2699NM,2781NM,3054NM,
112245,2781NM,2697NM,2777NM,2716NM,2790NM,3111NM,
112310,2844NM,2685NM,2821NM,2684NM,2787NM,3065NM,
112455,2773NM,2691NM,2785NM,2672NM,2810NM,3081NM,
112520,2787NM,2684NM,2882NM,2693NM,2785NM,3128NM,
112747,2810NM,2670NM,2792NM,2684NM,2775NM,3105NM,
112814,2806NM,2735NM,2804NM,2670NM,2852NM,3100NM,
112904,2779NM,2720NM,2815NM,2682NM,2790NM,3119NM,
112929,2827NM,2699NM,2769NM,2684NM,2762NM,3098NM,
113053,2777NM,2684NM,2800NM,2706NM,2800NM,3107NM,
113127,2779NM,2701NM,2790NM,2687NM,2796NM,3130NM,
113214,2804NM,2735NM,2779NM,2739NM,2804NM,3126NM,
113240,2781NM,2691NM,2779NM,2687NM,2800NM,3134NM,
113326,2846NM,2687NM,2810NM,2703NM,2790NM,3096NM,
113353,2781NM,2691NM,2789NM,2668NM,2789NM,3092NM,
114348,2777NM,2712NM,2867NM,2705NM,2840NM,0000NM,
114445,2781NM,2689NM,2796NM,2716NM,2790NM,3073NM,
114528,2844NM,2672NM,2802NM,2682NM,2789NM,3142NM,
114554,2810NM,2706NM,2869NM,2781NM,2764NM,3079NM,
114638,2815NM,2687NM,2777NM,2748NM,2802NM,3092NM,
114704,2815NM,2666NM,2796NM,2661NM,2802NM,3165NM,
114752,2789NM,2703NM,2769NM,2706NM,2783NM,3083NM,
114817,2779NM,2689NM,2790NM,2691NM,2813NM,3090NM,
114910,2794NM,2712NM,2771NM,2682NM,2792NM,3065NM,
114936,2796NM,2670NM,2779NM,2754NM,2800NM,3092NM,
115023,2769NM,2697NM,2787NM,2703NM,2777NM,3102NM,
115057,2789NM,2716NM,2775NM,2699NM,2800NM,3056NM,
115153,2785NM,2689NM,2789NM,2687NM,2779NM,3096NM,
115228,2771NM,0000NM,2789NM,2689NM,2790NM,3077NM,
115354,2811NM,2697NM,2802NM,2714NM,2766NM,3083NM,
115418,2846NM,2674NM,2800NM,2720NM,2804NM,3151NM,
115514,2790NM,2672NM,2800NM,2678NM,2754NM,3081NM,
115541,?NM,2682NM,2789NM,2670NM,2781NM,3107NM,
115715,2792NM,2685NM,2796NM,2682NM,2798NM,3123NM,
115740,2796NM,2695NM,2775NM,2706NM,2785NM,3134NM,
115858,2823NM,2701NM,2771NM,2663NM,2781NM,3111NM,
115938,2890NM,2733NM,2789NM,2766NM,2823NM,3125NM,
120012,2787NM,2666NM,2777NM,2701NM,2874NM,3086NM,
120240,2811NM,2684NM,2802NM,2729NM,2817NM,3126NM,
120310,2781NM,2689NM,2777NM,2693NM,2789NM,3146NM,
120337,2798NM,2697NM,2810NM,2693NM,2802NM,3084NM,
120655,2806NM,2670NM,2825NM,2680NM,2834NM,3163NM,
120721,2802NM,2687NM,2785NM,2705NM,2792NM,3170NM,
120802,2798NM,2682NM,2800NM,2729NM,2781NM,3130NM,
120835,2785NM,2684NM,2781NM,2678NM,2785NM,3146NM,
120920,2787NM,2678NM,2869NM,2718NM,2779NM,3109NM,
120951,2771NM,2703NM,2798NM,2695NM,2775NM,3086NM,
121021,2783NM,2678NM,2832NM,2708NM,2798NM,3149NM,
121045,2779NM,2697NM,2789NM,2697NM,2783NM,3226NM,
121154,2834NM,2706NM,2783NM,2790NM,2787NM,3138NM,
121225,2792NM,0000NM,2802NM,2724NM,2779NM,3178NM,
121857,3092NM,
121912,2792NM,2706NM,2785NM,2729NM,2773NM,3140NM,
121953,2798NM,2682NM,2821NM,2710NM,2855NM,3140NM,
122020,2789NM,2724NM,2773NM,2699NM,2777NM,3128NM,
122042,2800NM,2684NM,2790NM,2735NM,2867NM,3104NM,
122125,2775NM,0000NM,2804NM,2729NM,2844NM,3104NM,
122204,2771NM,2779NM,2773NM,2703NM,2779NM,3105NM,
122242,2798NM,2691NM,2773NM,2708NM,2861NM,3065NM,
122304,2781NM,2680NM,2787NM,2691NM,2789NM,3073NM,
122340,2834NM,2678NM,2769NM,2710NM,2813NM,3113NM,
122504,2800NM,2693NM,2768NM,2703NM,2811NM,3100NM,
130802,2827NM,2689NM,2773NM,2680NM,2800NM,3079NM,
130831,2790NM,2674NM,2779NM,2695NM,2817NM,3107NM,
130916,2768NM,2685NM,2796NM,2769NM,2798NM,3096NM,
130941,2813NM,2726NM,2829NM,2731NM,2789NM,3123NM,
131017,2804NM,2668NM,2811NM,2697NM,2810NM,3098NM,
131931,2802NM,2678NM,2789NM,2710NM,2806NM,3107NM,
131957,2769NM,2703NM,2825NM,2701NM,2821NM,3123NM,
132044,2792NM,2680NM,2769NM,2684NM,2802NM,3159NM,
132108,2768NM,2682NM,2785NM,2777NM,2794NM,3065NM,
132200,2771NM,2693NM,2775NM,2731NM,2796NM,3119NM,
132226,2783NM,2678NM,2779NM,2735NM,2781NM,3132NM,
132314,2781NM,2680NM,2790NM,2680NM,2892NM,3067NM,
132340,2777NM,2703NM,2832NM,2701NM,2800NM,3090NM,
132459,2769NM,2695NM,2810NM,2661NM,2798NM,3081NM,
132527,2783NM,2701NM,2785NM,2743NM,2781NM,3128NM,
132621,2825NM,2701NM,2771NM,2670NM,2787NM,3113NM,
132649,2811NM,2691NM,2840NM,2762NM,2796NM,3094NM,
132751,2773NM,2695NM,2800NM,2743NM,2798NM,3123NM,
132941,2789NM,2685NM,2779NM,2674NM,2768NM,3086NM,
133016,2798NM,2691NM,2783NM,2666NM,2802NM,3205NM,
133111,2808NM,2678NM,2781NM,2750NM,2781NM,3084NM,
133139,2800NM,2687NM,2787NM,2676NM,2779NM,3117NM,
133232,2790NM,2687NM,2813NM,2748NM,2781NM,3105NM,
133259,2825NM,2672NM,2804NM,2739NM,2800NM,3098NM,
133410,2792NM,2712NM,2773NM,2676NM,2811NM,3102NM,
133438,2769NM,2703NM,2825NM,2737NM,2771NM,3088NM,
133519,2792NM,2682NM,2787NM,2743NM,2794NM,3096NM,
133803,2792NM,2693NM,2798NM,2739NM,2840NM,3176NM,
133830,2810NM,2674NM,2831NM,2712NM,2768NM,3147NM,
133922,2798NM,2706NM,2789NM,2737NM,2769NM,3107NM,
133958,2775NM,2684NM,2787NM,2727NM,2848NM,3077NM,
134045,2787NM,2739NM,2811NM,2687NM,2886NM,3123NM,
134111,2796NM,2691NM,2798NM,2737NM,2792NM,3178NM,
135309,2815NM,2682NM,2808NM,2668NM,2775NM,3142NM,
135335,2798NM,2752NM,2800NM,2720NM,2789NM,3126NM,
135422,2831NM,2699NM,2787NM,2695NM,2773NM,3096NM,
135450,2798NM,2703NM,2771NM,2701NM,2831NM,3075NM,
135536,2766NM,2693NM,2771NM,2680NM,2789NM,3111NM,
135610,2802NM,2684NM,2783NM,2661NM,2789NM,3075NM,
135720,2821NM,2703NM,2779NM,2783NM,2769NM,3107NM,
135748,2789NM,2680NM,2785NM,2680NM,2783NM,3140NM,
135843,2787NM,2682NM,2785NM,2699NM,2771NM,3146NM,
135908,2810NM,2726NM,2804NM,2737NM,2800NM,3107NM,
135957,2794NM,2705NM,2878NM,2802NM,2798NM,3075NM,
140026,2775NM,2676NM,2836NM,2699NM,2897NM,3130NM,
141523,2794NM,2701NM,2810NM,2703NM,2789NM,3107NM,
141548,2773NM,2691NM,2794NM,2754NM,2836NM,3214NM,
141619,2775NM,2685NM,2796NM,2697NM,2792NM,3132NM,
141643,2777NM,2678NM,2771NM,2705NM,2785NM,3140NM,
141730,2811NM,2682NM,2838NM,2718NM,2781NM,3111NM,
141758,2775NM,2680NM,2787NM,2705NM,2785NM,3092NM,
141845,2787NM,2691NM,2771NM,2737NM,2825NM,3165NM,
141913,2775NM,2670NM,2771NM,2752NM,2821NM,3132NM,
141956,2800NM,2674NM,2777NM,2668NM,2790NM,3071NM,
142023,2798NM,2695NM,2783NM,2705NM,2836NM,3140NM,
142111,2787NM,2697NM,2798NM,2706NM,2771NM,3159NM,
142139,2831NM,2712NM,2794NM,2739NM,2802NM,3147NM,
142225,2775NM,2687NM,2815NM,2714NM,2779NM,3084NM,
142252,2789NM,2710NM,2796NM,2756NM,2815NM,3077NM,
142329,2796NM,2691NM,2827NM,2727NM,2821NM,3107NM,
142352,2880NM,2703NM,2792NM,2706NM,2842NM,3083NM,
