時間,軸1,軸2,軸3,軸4,軸5,軸6
155440,2739NM,2706NM,0000NM,2674NM,2710NM,2705NM,
155635,2718NM,2689NM,0000NM,2748NM,2722NM,2768NM,
160223,2790NM,2684NM,2741NM,2798NM,2703NM,2735NM,
160717,2951NM,2936NM,2871NM,2922NM,2928NM,2947NM,
161617,3041NM,3008NM,3102NM,3052NM,2972NM,3159NM,
161730,3054NM,3050NM,3098NM,3044NM,3075NM,3172NM,
162349,2999NM,3002NM,3109NM,3071NM,3033NM,3125NM,
162812,3025NM,3071NM,3218NM,3056NM,3020NM,3100NM,
162826,3079NM,3042NM,3209NM,2985NM,3027NM,3195NM,
163202,3044NM,3023NM,3256NM,2981NM,3048NM,3165NM,
163735,3018NM,3042NM,3241NM,3054NM,3052NM,3130NM,
163926,3008NM,3010NM,3207NM,3056NM,3083NM,3151NM,
