時間,軸1,軸2,軸3,軸4,軸5,軸6
090048,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
090243,ONM,ONM,ONM,ONM,ONM,?NM,
090312,ONM,ONM,ONM,oNM,ONM,02693NM,
090337,2789NM,2678NM,2771NM,3128NM,ONM,ONM,
090621,09P`Dn`LHNM,ONM,ONM,ONM,ONM,ONM,
090647,ONM,ONM,ONM,02701NM,2781NM,2716NM,
090845,2800NM,3094NM,ONM,ONM,ONM,ONM,
090911,ONM,ONM,02676NM,2794NM,2678NM,2779NM,
090959,3083NM,ONM,ONM,ONM,ONM,ONM,
091141,ONM,ONM,ONM,02693NM,2769NM,2685NM,
091208,2796NM,3069NM,ONM,ONM,ONM,ONM,
091256,ONM,ONM,ONM,02735NM,2798NM,2693NM,
091340,2792NM,3121NM,ONM,ONM,ONM,ONM,
091425,ONM,ONM,ONM,ONM,ONM,ONM,
091503,ONM,ONM,ONM,02685NM,2823NM,2684NM,
091538,2890NM,3094NM,ONM,ONM,ONM,ONM,
091602,ONM,ONM,02668NM,2794NM,2724NM,2802NM,
091725,3117NM,ONM,ONM,ONM,ONM,ONM,
091756,ONM,ONM,ONM,ONM,ONM,ONM,
091834,ONM,ONM,ONM,ONM,02710NM,2882NM,
091856,2680NM,2796NM,3086NM,ONM,1NM,2NM,
092217,ONM,ONM,ONM,ONM,ONM,02682NM,
092243,2790NM,2720NM,2789NM,3144NM,ONM,ONM,
092330,ONM,ONM,ONM,ONM,ONM,ONM,
092358,ONM,ONM,02695NM,2808NM,2678NM,2777NM,
092424,3090NM,ONM,NM,ONM,ONM,ONM,
092502,ONM,ONM,ONM,781 OK -.??77?nJ+R??????Kz?HK????z??H?02D02676NM,2787NM,2674NM,
092528,2781NM,3077NM,ONM,ONM,ONM,ONM,
092552,ONM,ONM,ONM,ONM,ONM,02703NM,
092637,2783NM,2689NM,2769NM,3092NM,ONM,ONM,
092702,ONM,ONM,ONM,ONM,02695NM,2794NM,
092744,2706NM,2790NM,3098NM,ONM,ONM,2NM,
092848,ONM,ONM,ONM,ONM,ONM,ONM,
093000,ONM,16O{/?n^N?????z??H?02D02733NM,2804NM,2691NM,2790NM,3167NM,
100316,ONM,ONM,ONM,ONM,ONM,ONM,
100407,ONM,ONM,ONM,ONM,ONM,ONM,
100523,ONM,02691NM,2789NM,2714NM,2779NM,3109NM,
100613,ONM,ONM,ONM,2NM,ONM,ONM,
100818,ONM,ONM,ONM,ONM,ONM,ONM,
100903,ONM,02670NM,2829NM,2693NM,2775NM,3096NM,
100950,ONM,ONM,ONM,ONM,ONM,ONM,
101026,ONM,ONM,ONM,02685NM,2829NM,2691NM,
101729,2869NM,3098NM,ONM,ONM,ONM,ONM,
101819,ONM,ONM,ONM,ONM,ONM,ONM,
101854,ONM,02689NM,2783NM,2668NM,2785NM,3109NM,
101925,2NM,ONM,ONM,ONM,ONM,ONM,
101957,ONM,ONM,ONM,02674NM,2769NM,2693NM,
102028,2792NM,3081NM,ONM,ONM,ONM,ONM,
102113,ONM,ONM,ONM,ONM,ONM,ONM,
102139,02699NM,2802NM,2754NM,2787NM,3132NM,ONM,
102245,ONM,ONM,ONM,ONM,ONM,ONM,
102310,ONM,ONM,02684NM,2777NM,2699NM,2792NM,
102355,3126NM,ONM,ONM,ONM,ONM,ONM,
102424,ONM,ONM,ONM,ONM,ONM,8????????z?v????????~-?jR?????z??H?02D02685NM,
102456,2823NM,2687NM,2768NM,3157NM,ONM,ONM,
102522,ONM,ONM,ONM,ONM,ONM,ONM,
102600,ONM,ONM,ONM,ONM,ONM,ONM,
102644,02703NM,2783NM,2691NM,2798NM,3100NM,ONM,
102706,NM,ONM,ONM,ONM,ONM,ONM,
102757,ONM,ONM,ONM,ONM,ONM,ONM,
102955,ONM,ONM,02705NM,2787NM,2687NM,2806NM,
114720,3105NM,ONM,ONM,ONM,ONM,ONM,
132224,ONM,ONM,ONM,ONM,02714NM,2798NM,
132251,2695NM,2806NM,3096NM,ONM,ONM,ONM,
132336,ONM,ONM,ONM,ONM,ONM,ONM,
132418,ONM,ONM,ONM,ONM,ONM,ONM,
132759,02680NM,2790NM,2680NM,2811NM,3100NM,ONM,
132814,ONM,2NM,ONM,ONM,697$\&LL?? ??"z?&??z-?jR?????z??H?02D02706NM,2798NM,
132842,2693NM,2790NM,3149NM,ONM,ONM,ONM,
133013,ONM,ONM,ONM,2D02699NM,2794NM,2705NM,
133052,2798NM,3151NM,ONM,602D02678NM,2798NM,2729NM,
133320,2781NM,3067NM,ONM,ONM,02685NM,2789NM,
133425,2697NM,2838NM,3071NM,ONM,ONM,ONM,
