時間,軸1,軸2,軸3,軸4,軸5,軸6
090553,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
090608,2838NM,2785NM,2831NM,2762NM,2943NM,3008NM,
090634,2897NM,2827NM,2867NM,2789NM,2930NM,2997NM,
090704,2897NM,2775NM,2831NM,2773NM,2949NM,2999NM,
090735,2846NM,2792NM,2827NM,2789NM,2913NM,2989NM,
091001,2863NM,2840NM,2832NM,2802NM,2924NM,2968NM,
091038,2852NM,2773NM,2850NM,2819NM,2897NM,3048NM,
091119,2918NM,2773NM,2838NM,2850NM,2941NM,3063NM,
091201,2903NM,2789NM,2823NM,2825NM,2987NM,3008NM,
091230,2848NM,2808NM,2831NM,2768NM,2953NM,3052NM,
091427,2895NM,2804NM,2831NM,2832NM,2947NM,3000NM,
091453,2890NM,2783NM,2836NM,2825NM,2957NM,3083NM,
091534,2867NM,2781NM,2834NM,2804NM,2978NM,3060NM,
091559,2882NM,2789NM,2890NM,2863NM,2957NM,3006NM,
091639,2903NM,2853NM,2831NM,2798NM,2966NM,3048NM,
091729,2838NM,2783NM,2846NM,2790NM,2949NM,3018NM,
091800,2857NM,2813NM,2850NM,2771NM,2953NM,2989NM,
091842,2829NM,2779NM,2832NM,2802NM,3029NM,3090NM,
091912,2861NM,2775NM,2831NM,2821NM,2941NM,3012NM,
091944,2821NM,2842NM,2846NM,2787NM,2922NM,3060NM,
092056,2823NM,2771NM,2874NM,2769NM,2918NM,3063NM,
092224,2825NM,2800NM,2848NM,2825NM,2939NM,3016NM,
092349,2821NM,2808NM,2829NM,2825NM,2985NM,3090NM,
092622,2834NM,2781NM,2857NM,2800NM,2920NM,3016NM,
092938,2878NM,2790NM,2874NM,2813NM,2922NM,3062NM,
093021,2836NM,2779NM,2832NM,2792NM,2930NM,3042NM,
093053,2865NM,2771NM,2823NM,2806NM,3002NM,3079NM,
093141,2882NM,2790NM,2941NM,2823NM,2978NM,3006NM,
093210,2874NM,2800NM,2873NM,2813NM,2932NM,3056NM,
093555,2855NM,2777NM,2876NM,2766NM,2960NM,3010NM,
093634,2874NM,0000NM,2880NM,2815NM,2995NM,3037NM,
094349,2852NM,2802NM,2869NM,2855NM,2943NM,3058NM,
094422,2821NM,2783NM,2829NM,2779NM,2936NM,3012NM,
094458,2850NM,0000NM,2838NM,2768NM,2987NM,2979NM,
094550,2907NM,2842NM,2894NM,2832NM,2957NM,3037NM,
094718,2865NM,2794NM,2880NM,2775NM,2951NM,3029NM,
094849,2890NM,2819NM,2869NM,2792NM,2949NM,3050NM,
094935,2832NM,2794NM,2911NM,2838NM,3002NM,3035NM,
095010,2861NM,2792NM,2842NM,2769NM,2953NM,3046NM,
095052,2832NM,2787NM,2831NM,2792NM,2939NM,3025NM,
095237,2859NM,2804NM,2844NM,2873NM,2958NM,3014NM,
095342,2873NM,2775NM,2840NM,2771NM,2962NM,3025NM,
095437,2934NM,2810NM,2817NM,2779NM,2947NM,3016NM,
095520,2831NM,2827NM,2955NM,2804NM,2928NM,3073NM,
095659,2852NM,2819NM,2832NM,2777NM,2949NM,3062NM,
100010,2882NM,2783NM,2832NM,2789NM,2937NM,3050NM,
100045,2871NM,2764NM,2890NM,2817NM,2916NM,3058NM,
100127,2848NM,2808NM,2829NM,2850NM,2920NM,2983NM,
100156,2831NM,2771NM,2834NM,2796NM,2922NM,2976NM,
100223,2892NM,2783NM,2869NM,2750NM,2958NM,3016NM,
101121,2817NM,2800NM,2876NM,2804NM,3048NM,3025NM,
101750,2865NM,2825NM,2821NM,2810NM,2934NM,3027NM,
101827,2909NM,2794NM,2876NM,2787NM,2945NM,3033NM,
101855,2905NM,2792NM,2852NM,2789NM,2993NM,3054NM,
101930,2836NM,2771NM,2831NM,2853NM,2937NM,3035NM,
102043,2886NM,2798NM,2838NM,2758NM,2949NM,2997NM,
102107,2903NM,2779NM,2876NM,2832NM,2964NM,3094NM,
