時間,軸1,軸2,軸3,軸4,軸5,軸6
152804,2892NM,2821NM,2880NM,2846NM,2924NM,3063NM,
152825,2861NM,2874NM,2939NM,2871NM,2995NM,3060NM,
152903,2905NM,2895NM,2888NM,2863NM,2999NM,3060NM,
153714,2895NM,2794NM,0000NM,2787NM,2941NM,3081NM,
161005,2928NM,3052NM,
161017,2878NM,2802NM,2869NM,2859NM,2995NM,3075NM,
161309,2915NM,2785NM,2880NM,2794NM,2936NM,3006NM,
161356,2918NM,2853NM,2848NM,2815NM,2928NM,3035NM,
161603,2894NM,2766NM,2848NM,2798NM,2964NM,3012NM,
161655,2911NM,2825NM,2836NM,2874NM,3044NM,3020NM,
161918,2894NM,2804NM,2842NM,2789NM,2953NM,3073NM,
162025,2865NM,2804NM,2848NM,2855NM,2955NM,3025NM,
162211,2892NM,2810NM,2905NM,2863NM,3010NM,3060NM,
162255,2863NM,2861NM,2831NM,2829NM,2976NM,3050NM,
162448,2840NM,2787NM,2911NM,2792NM,2987NM,3044NM,
162534,2918NM,2853NM,2874NM,2844NM,2936NM,3132NM,
162726,2930NM,0000NM,2848NM,2831NM,2989NM,3029NM,
162759,2926NM,2844NM,2915NM,2821NM,2918NM,3031NM,
163618,2884NM,2817NM,2827NM,2832NM,3035NM,3031NM,
163658,2888NM,2806NM,2941NM,2852NM,2957NM,3062NM,
163815,2863NM,2865NM,2865NM,2844NM,2939NM,3027NM,
163842,2884NM,2798NM,2888NM,2850NM,2949NM,3069NM,
163924,2842NM,2831NM,2892NM,2764NM,2960NM,3054NM,
164458,2880NM,2827NM,2884NM,2863NM,2960NM,3063NM,
164527,2897NM,2815NM,2865NM,2798NM,2934NM,3023NM,
164631,2850NM,2840NM,2853NM,2852NM,2991NM,3065NM,
164956,2897NM,2829NM,2878NM,2825NM,2997NM,3069NM,
174025,2844NM,2846NM,2876NM,2871NM,3002NM,2989NM,
174056,2876NM,2817NM,2886NM,2806NM,2943NM,3058NM,
174134,2861NM,2785NM,2848NM,2867NM,2936NM,2999NM,
174225,2844NM,2790NM,2894NM,2855NM,2949NM,3090NM,
174411,2855NM,2853NM,2905NM,2838NM,2964NM,3058NM,
174427,2924NM,2861NM,2869NM,2808NM,2939NM,3048NM,
180233,0000NM,2806NM,2842NM,2785NM,2932NM,3067NM,
180322,2813NM,2813NM,2909NM,2813NM,2928NM,3060NM,
180411,2829NM,2779NM,2937NM,2829NM,2932NM,3039NM,
180520,2905NM,2888NM,2903NM,2831NM,2989NM,3063NM,
180632,
180635,2905NM,2844NM,2909NM,2848NM,2979NM,3109NM,
183458,2863NM,2827NM,2888NM,2777NM,2997NM,2978NM,
183616,2901NM,2886NM,2823NM,2817NM,3060NM,3027NM,
183640,2888NM,2802NM,2888NM,2815NM,2974NM,3092NM,
183736,2859NM,2848NM,2844NM,2836NM,2985NM,2997NM,
183806,2871NM,2838NM,2838NM,2815NM,2968NM,3054NM,
183858,2880NM,2852NM,2842NM,2775NM,3002NM,3060NM,
183925,2895NM,2829NM,2915NM,2808NM,2991NM,3031NM,
184018,2876NM,2810NM,2874NM,2840NM,2989NM,3010NM,
184045,2886NM,2825NM,2852NM,2777NM,2989NM,3086NM,
184331,2850NM,2768NM,2926NM,2819NM,2943NM,3067NM,
184358,2836NM,2804NM,2838NM,2794NM,2941NM,3029NM,
184455,2865NM,2859NM,2918NM,2823NM,2934NM,3044NM,
184523,2936NM,2838NM,2829NM,2806NM,2978NM,3062NM,
184908,2894NM,2783NM,2865NM,2804NM,2962NM,3050NM,
184936,2918NM,2802NM,2915NM,2815NM,2924NM,3029NM,
185646,2909NM,2773NM,2836NM,2781NM,2930NM,3046NM,
185712,2880NM,2836NM,2863NM,2800NM,2983NM,3042NM,
185805,2892NM,2865NM,2909NM,2888NM,2974NM,2966NM,
185841,2834NM,2811NM,2873NM,2844NM,3000NM,2999NM,
185941,2859NM,2781NM,2855NM,2871NM,2943NM,3048NM,
190008,2922NM,2808NM,2890NM,2808NM,2960NM,3044NM,
190335,2853NM,2798NM,2859NM,2842NM,2995NM,3000NM,
190404,2831NM,2859NM,2857NM,2806NM,2962NM,3018NM,
190459,2926NM,2810NM,2874NM,2817NM,2939NM,3044NM,
191104,2888NM,2806NM,2911NM,2871NM,2949NM,3075NM,
191136,2869NM,2821NM,2846NM,2853NM,2949NM,3039NM,
191246,2888NM,2825NM,2903NM,2796NM,2936NM,2989NM,
191318,2852NM,2811NM,2871NM,2808NM,3023NM,3041NM,
193334,2886NM,2867NM,2825NM,2815NM,2949NM,3058NM,
193401,2829NM,2846NM,2886NM,2798NM,3014NM,3039NM,
193457,2876NM,2844NM,2869NM,2813NM,2918NM,3044NM,
193525,2867NM,2859NM,2871NM,2789NM,2949NM,3048NM,
193625,2848NM,2777NM,2867NM,2798NM,2951NM,3079NM,
193731,2873NM,2838NM,2934NM,2762NM,2962NM,3048NM,
193945,2871NM,2811NM,2852NM,2827NM,3012NM,3086NM,
194019,2867NM,2859NM,2878NM,2842NM,2945NM,3048NM,
194120,2855NM,2810NM,2842NM,2808NM,2926NM,3090NM,
194148,2842NM,2821NM,2863NM,2874NM,2943NM,3058NM,
194516,2861NM,2867NM,2846NM,2817NM,2955NM,3048NM,
194553,2890NM,2855NM,2850NM,2873NM,2964NM,2991NM,
194730,2859NM,2813NM,2874NM,2802NM,2991NM,3077NM,
194757,2899NM,2838NM,2840NM,2794NM,3000NM,3004NM,
194853,2825NM,2798NM,2865NM,2842NM,2936NM,3083NM,
194937,2880NM,2838NM,2894NM,2800NM,3052NM,3050NM,
195030,2888NM,2827NM,2852NM,2821NM,3014NM,3056NM,
195151,2909NM,2811NM,2834NM,2777NM,2936NM,3050NM,
195306,2876NM,2813NM,2859NM,2886NM,2970NM,3075NM,
195500,2844NM,2790NM,2892NM,2787NM,2945NM,3121NM,
195552,2855NM,2827NM,2907NM,2836NM,3020NM,3062NM,
195619,2842NM,2825NM,2869NM,2829NM,2972NM,2985NM,
195717,2844NM,2827NM,2918NM,2802NM,2924NM,3058NM,
195747,2844NM,2853NM,2823NM,2859NM,2936NM,3008NM,
195952,2873NM,2806NM,2882NM,2832NM,2966NM,3062NM,
200017,2873NM,2852NM,2853NM,2888NM,2995NM,3079NM,
200409,2916NM,2846NM,2874NM,2804NM,2972NM,3050NM,
200435,2880NM,2806NM,2863NM,2882NM,2964NM,3006NM,
200742,2831NM,2821NM,2836NM,2838NM,2958NM,3042NM,
200809,2888NM,2808NM,2876NM,2768NM,2957NM,3044NM,
200903,2907NM,2857NM,2829NM,2798NM,2991NM,3060NM,
200931,2901NM,2831NM,2930NM,2878NM,2934NM,3025NM,
201137,2874NM,2844NM,2867NM,2813NM,2939NM,3065NM,
201202,2907NM,2790NM,2848NM,2817NM,2983NM,3021NM,
201251,2916NM,2859NM,2876NM,2863NM,3025NM,3029NM,
201554,2905NM,2836NM,2871NM,2806NM,2997NM,3039NM,
201625,2909NM,2817NM,2907NM,2838NM,2960NM,3060NM,
201859,2886NM,2817NM,2897NM,2865NM,3050NM,3044NM,
201931,2903NM,2781NM,2909NM,2886NM,2993NM,2993NM,
202028,2895NM,2823NM,2903NM,2855NM,3014NM,3062NM,
