時間,軸1,軸2,軸3,軸4,軸5,軸6
090018,2876NM,2840NM,2901NM,2840NM,3029NM,3073NM,
090040,2909NM,2808NM,2874NM,2846NM,2934NM,3031NM,
090107,2899NM,2834NM,2930NM,2785NM,2943NM,3010NM,
090438,2907NM,2790NM,2878NM,2802NM,3008NM,3069NM,
090517,2897NM,2850NM,2892NM,2869NM,3048NM,3081NM,
090717,2903NM,2859NM,2869NM,2811NM,2949NM,3018NM,
090759,2876NM,2800NM,2888NM,2815NM,2939NM,2978NM,
090849,2892NM,2865NM,2897NM,2811NM,2909NM,3012NM,
090951,2899NM,2863NM,2930NM,2802NM,2934NM,3044NM,
091430,2945NM,2766NM,2876NM,2842NM,2934NM,3048NM,
091510,2903NM,2825NM,2874NM,2817NM,3020NM,3090NM,
091553,2838NM,2823NM,2865NM,2813NM,2958NM,2999NM,
091816,2907NM,2873NM,2865NM,2892NM,2916NM,3029NM,
091845,2848NM,2813NM,0000NM,2802NM,2943NM,3067NM,
093058,2869NM,2867NM,2855NM,2852NM,2993NM,3092NM,
093134,2876NM,2800NM,2884NM,2825NM,2968NM,3021NM,
093424,2852NM,2876NM,2867NM,2771NM,2997NM,3054NM,
093512,2857NM,2827NM,2913NM,2846NM,2934NM,3063NM,
093617,2871NM,2823NM,2863NM,2834NM,2916NM,3016NM,
093659,2869NM,2848NM,2884NM,2825NM,2926NM,3060NM,
093806,2911NM,2806NM,2949NM,2867NM,2953NM,3075NM,
093834,2827NM,2832NM,2857NM,2876NM,2922NM,3081NM,
101018,2834NM,2846NM,2888NM,2806NM,2939NM,3044NM,
101036,2926NM,2811NM,2880NM,2796NM,2981NM,3016NM,
101324,2834NM,2779NM,2846NM,2810NM,2951NM,3004NM,
101354,2861NM,2853NM,2911NM,2777NM,2920NM,3039NM,
101508,2838NM,2844NM,2897NM,2783NM,2955NM,3048NM,
101536,2903NM,2771NM,2861NM,2756NM,2949NM,3029NM,
101634,2863NM,2800NM,2831NM,2787NM,2983NM,3052NM,
101703,2886NM,2821NM,2863NM,2850NM,3006NM,3023NM,
101737,2873NM,2823NM,2924NM,2890NM,3016NM,2991NM,
101824,2915NM,2811NM,2886NM,2853NM,3010NM,3027NM,
101849,2855NM,2804NM,2876NM,2888NM,2915NM,3004NM,
102055,2911NM,2810NM,2905NM,2790NM,3025NM,2999NM,
102124,2894NM,2819NM,2882NM,2817NM,2987NM,3029NM,
102213,2913NM,2817NM,2882NM,2806NM,3010NM,3054NM,
102251,2852NM,2852NM,2853NM,2810NM,3029NM,3062NM,
102347,2829NM,2825NM,2848NM,2785NM,2972NM,3065NM,
102415,2859NM,2857NM,2907NM,2863NM,2922NM,3067NM,
102500,2916NM,2794NM,2897NM,2789NM,3012NM,3037NM,
102539,2888NM,2800NM,2880NM,2798NM,2951NM,3060NM,
102629,2895NM,2802NM,2903NM,2758NM,2970NM,3067NM,
102659,2844NM,2817NM,2834NM,2836NM,2960NM,3069NM,
102747,2867NM,2859NM,2928NM,2852NM,2922NM,3063NM,
102818,2855NM,2823NM,2869NM,2829NM,2951NM,3002NM,
103105,2903NM,2832NM,2894NM,2894NM,2978NM,3081NM,
104955,2855NM,0000NM,0000NM,2764NM,2989NM,3035NM,
185406,2859NM,2861NM,2918NM,2853NM,2999NM,3014NM,
185429,2853NM,2852NM,2882NM,2901NM,3002NM,3062NM,
185511,2928NM,2817NM,2846NM,2838NM,2962NM,3016NM,
185605,2884NM,2823NM,2867NM,2832NM,2974NM,3104NM,
190538,2897NM,2756NM,2882NM,2787NM,2909NM,3069NM,
190602,2857NM,2806NM,2920NM,2813NM,2999NM,3023NM,
190642,2903NM,2844NM,2838NM,2777NM,2941NM,3010NM,
190717,2873NM,2846NM,2897NM,2888NM,3014NM,3027NM,
190757,2903NM,2817NM,2909NM,2838NM,2920NM,2983NM,
190923,2878NM,2825NM,2882NM,2792NM,3023NM,3008NM,
190949,2855NM,2834NM,2901NM,2802NM,2930NM,3046NM,
191039,2840NM,2815NM,2853NM,2802NM,2987NM,3014NM,
191106,2867NM,2817NM,2853NM,2890NM,3008NM,3054NM,
192121,2907NM,2846NM,2890NM,2823NM,2964NM,3050NM,
192149,2871NM,2808NM,2928NM,2863NM,3050NM,2987NM,
192359,2892NM,2838NM,2894NM,2855NM,2936NM,3054NM,
192425,2918NM,2823NM,2901NM,2836NM,2970NM,3083NM,
192524,2916NM,2863NM,2909NM,2831NM,2997NM,3039NM,
192701,2926NM,2857NM,2915NM,2840NM,2970NM,3079NM,
192736,2850NM,2840NM,2915NM,2901NM,2974NM,3081NM,
192801,2888NM,2890NM,2850NM,2846NM,2958NM,3006NM,
192841,2936NM,2790NM,2884NM,2821NM,2987NM,3044NM,
192918,2880NM,2836NM,2873NM,2794NM,3000NM,3044NM,
193008,2838NM,2852NM,0000NM,2827NM,2987NM,3058NM,
193030,2895NM,2796NM,2909NM,2867NM,2972NM,3079NM,
193241,2880NM,2804NM,2863NM,2844NM,3033NM,3027NM,
193318,2876NM,2859NM,2832NM,2798NM,2955NM,0000NM,
