時間,軸1,軸2,軸3,軸4,軸5,軸6
102717,2825NM,2815NM,2827NM,2781NM,2932NM,3073NM,
105759,0000NM,2703NM,2789NM,2672NM,2798NM,2983NM,
105827,2777NM,2682NM,2850NM,2739NM,2823NM,3077NM,
105911,2800NM,2705NM,2800NM,2695NM,2802NM,3000NM,
105937,2817NM,2691NM,2819NM,2706NM,2779NM,2985NM,
110022,2806NM,2672NM,2779NM,2684NM,2787NM,2999NM,
110046,2787NM,2691NM,2789NM,2687NM,2779NM,2962NM,
110130,2775NM,2684NM,2771NM,2680NM,2785NM,3000NM,
110155,2773NM,2712NM,2815NM,2682NM,2783NM,2991NM,
110245,2787NM,2684NM,2777NM,2678NM,2792NM,3058NM,
110308,2787NM,2691NM,2821NM,2697NM,2769NM,2995NM,
110357,2790NM,2703NM,2769NM,2697NM,2787NM,3000NM,
110427,2783NM,2691NM,2813NM,2731NM,2777NM,2999NM,
110512,2785NM,2714NM,2790NM,2701NM,2787NM,3033NM,
110547,2785NM,2693NM,2781NM,2703NM,2859NM,2970NM,
110638,2819NM,2670NM,2769NM,2706NM,2768NM,3012NM,
110709,2775NM,2678NM,2777NM,2685NM,2787NM,2983NM,
110823,2800NM,2685NM,2813NM,2724NM,2775NM,3041NM,
110851,2798NM,2697NM,2811NM,2687NM,2792NM,3012NM,
111044,2785NM,2695NM,2855NM,2708NM,2821NM,2989NM,
111148,2810NM,2682NM,2785NM,2676NM,2796NM,2974NM,
111215,2781NM,2733NM,2874NM,2687NM,2783NM,3021NM,
111312,2773NM,2733NM,2819NM,2701NM,2790NM,3058NM,
111833,2777NM,3016NM,
111846,2810NM,2689NM,2802NM,2674NM,2785NM,3008NM,
111952,2796NM,2689NM,2794NM,2706NM,2800NM,3012NM,
112018,2789NM,2678NM,2790NM,2703NM,2813NM,2999NM,
112120,1NM,2689NM,2806NM,2699NM,2827NM,2970NM,
112149,2783NM,2747NM,2766NM,2691NM,2787NM,2972NM,
112255,2829NM,2684NM,2769NM,2680NM,2790NM,2981NM,
112325,2806NM,2695NM,2785NM,2691NM,2798NM,3041NM,
112425,2834NM,2695NM,2821NM,2699NM,2775NM,3050NM,
112452,2775NM,2676NM,2789NM,2701NM,2800NM,2978NM,
112600,2771NM,2689NM,2789NM,2708NM,2804NM,2987NM,
112628,2808NM,2701NM,2852NM,2695NM,2779NM,2991NM,
112724,2783NM,2678NM,2775NM,2762NM,2853NM,2970NM,
113200,2789NM,2722NM,2792NM,2674NM,2781NM,3119NM,
113310,2789NM,2726NM,2792NM,2685NM,2783NM,3042NM,
113341,2792NM,2727NM,2789NM,2727NM,2783NM,3031NM,
113528,2810NM,2695NM,2802NM,2687NM,2798NM,2972NM,
113600,2800NM,2695NM,2775NM,2674NM,2850NM,3050NM,
113738,2779NM,2685NM,2794NM,2687NM,2766NM,2978NM,
113809,2789NM,2689NM,2802NM,2687NM,2789NM,3006NM,
113855,2834NM,2687NM,2781NM,2701NM,2768NM,3018NM,
114045,2787NM,2697NM,2905NM,2680NM,2800NM,3048NM,
114116,2796NM,2676NM,2773NM,2676NM,2802NM,3012NM,
114224,2794NM,2747NM,2771NM,2691NM,2777NM,3023NM,
114306,2777NM,2687NM,2827NM,2687NM,2783NM,2985NM,
114411,2798NM,2701NM,2792NM,2705NM,2787NM,2987NM,
114752,2769NM,2689NM,2798NM,2724NM,2796NM,3010NM,
114819,2802NM,2699NM,2802NM,2699NM,2771NM,2989NM,
114916,2790NM,2693NM,2882NM,2687NM,2802NM,2974NM,
114942,2802NM,2697NM,2758NM,2685NM,2789NM,3008NM,
115053,2771NM,2672NM,2810NM,2720NM,2790NM,3010NM,
115128,2789NM,2752NM,2768NM,0000NM,2783NM,2968NM,
122542,
122545,2771NM,2680NM,2779NM,2705NM,2808NM,2999NM,
122639,2794NM,2729NM,2882NM,2685NM,2798NM,3065NM,
122753,2779NM,2705NM,2810NM,2680NM,2777NM,2979NM,
122823,2794NM,2718NM,2798NM,2668NM,2857NM,3054NM,
122955,2790NM,2693NM,2771NM,2680NM,2789NM,2987NM,
123034,2785NM,2689NM,2785NM,0000NM,2794NM,3033NM,
123127,2787NM,2703NM,2781NM,2672NM,2865NM,3128NM,
130404,2796NM,2724NM,2783NM,2701NM,2844NM,3000NM,
130519,2806NM,2678NM,2853NM,2676NM,2798NM,3002NM,
