時間,軸1,軸2,軸3,軸4,軸5,軸6
102840,2769NM,2695NM,2915NM,2739NM,2783NM,3092NM,
102928,2785NM,2678NM,2886NM,2676NM,2794NM,3117NM,
103002,2771NM,2668NM,2897NM,2682NM,2857NM,3073NM,
103056,2798NM,2685NM,2873NM,2701NM,2785NM,3107NM,
103123,2787NM,2703NM,2874NM,2720NM,2794NM,3094NM,
105125,2789NM,2689NM,2886NM,2674NM,2769NM,3115NM,
105150,2800NM,2718NM,2878NM,2682NM,2790NM,3155NM,
105231,2813NM,2697NM,2899NM,2682NM,2865NM,3138NM,
105301,2817NM,2697NM,2874NM,2672NM,2794NM,3121NM,
105343,2806NM,2699NM,2901NM,2664NM,2781NM,3105NM,
105419,2802NM,2687NM,2987NM,2706NM,2789NM,3123NM,
105504,2783NM,2697NM,2888NM,2695NM,2773NM,3096NM,
105533,2800NM,2684NM,2874NM,2743NM,2796NM,3071NM,
105818,2794NM,2678NM,2869NM,2695NM,2783NM,3163NM,
105846,2781NM,2676NM,2936NM,2691NM,2775NM,3128NM,
105941,2802NM,2697NM,2880NM,2689NM,2798NM,3046NM,
110023,2800NM,2699NM,2874NM,2691NM,2790NM,0000NM,
110117,2787NM,2687NM,2880NM,2733NM,2758NM,3071NM,
110146,2796NM,2687NM,2907NM,2685NM,2840NM,3136NM,
110417,2773NM,2672NM,2878NM,2705NM,2766NM,3088NM,
110444,2790NM,2699NM,2874NM,2678NM,2783NM,3094NM,
111144,2775NM,2699NM,2876NM,2676NM,2794NM,3086NM,
111213,2794NM,2693NM,2874NM,2684NM,2773NM,3123NM,
111300,2796NM,2691NM,2878NM,2762NM,2792NM,3178NM,
111348,2777NM,2674NM,2882NM,2718NM,2785NM,3119NM,
111435,2783NM,2714NM,2876NM,2676NM,2794NM,3184NM,
111500,2787NM,2693NM,2903NM,2708NM,2783NM,3121NM,
111550,2775NM,2685NM,2894NM,2685NM,2773NM,3090NM,
111617,2802NM,2720NM,2926NM,2699NM,2796NM,3069NM,
112121,0000NM,2691NM,2871NM,2689NM,2779NM,3094NM,
112534,2779NM,2670NM,2880NM,2716NM,2781NM,3092NM,
112553,2790NM,2693NM,2878NM,2676NM,2831NM,3144NM,
112640,2771NM,2680NM,2890NM,2670NM,2771NM,3102NM,
112703,2838NM,2712NM,2884NM,2687NM,2769NM,3090NM,
112751,2802NM,2699NM,2901NM,2706NM,2815NM,3130NM,
112813,2777NM,2695NM,2899NM,2687NM,2769NM,3146NM,
112903,2779NM,2680NM,2878NM,2678NM,2800NM,3094NM,
112933,2880NM,2701NM,2884NM,2682NM,2785NM,3123NM,
113021,2811NM,2687NM,2874NM,2676NM,2787NM,3079NM,
113049,2785NM,2703NM,2901NM,2697NM,2783NM,3115NM,
113159,2789NM,2684NM,2901NM,2687NM,2764NM,3128NM,
113224,2773NM,2722NM,2894NM,2684NM,2771NM,3104NM,
113331,2783NM,2699NM,2895NM,2701NM,2769NM,3107NM,
113358,2783NM,2674NM,2897NM,2695NM,2779NM,3111NM,
113444,2789NM,2701NM,2882NM,2672NM,2773NM,3104NM,
113511,2790NM,2724NM,2922NM,2764NM,2787NM,3121NM,
113545,2781NM,2668NM,2892NM,2668NM,2779NM,3168NM,
113609,2810NM,2685NM,2880NM,2672NM,2773NM,3115NM,
113703,0000NM,2701NM,2918NM,2672NM,2796NM,3069NM,
