時間,軸1,軸2,軸3,軸4,軸5,軸6
101250,2779NM,2697NM,2895NM,2701NM,2785NM,3083NM,
101450,2790NM,2691NM,2892NM,2682NM,2783NM,3126NM,
101636,2773NM,2691NM,2884NM,2729NM,2790NM,3075NM,
101704,2773NM,2678NM,2895NM,2676NM,2781NM,3056NM,
101849,2773NM,2748NM,2909NM,2678NM,2787NM,3125NM,
101914,2794NM,2695NM,2882NM,2705NM,2806NM,3109NM,
101956,2798NM,2691NM,2886NM,2670NM,2781NM,3130NM,
102019,2787NM,2678NM,2899NM,2693NM,2796NM,3126NM,
102123,2796NM,2687NM,2892NM,2687NM,2777NM,3067NM,
102150,2779NM,2685NM,2894NM,2678NM,2796NM,3083NM,
102235,2829NM,2684NM,2903NM,2691NM,2796NM,3107NM,
102308,2810NM,2682NM,2882NM,0000NM,2792NM,3083NM,
103053,2832NM,2687NM,2951NM,2682NM,2771NM,3165NM,
104820,2783NM,2680NM,2878NM,2682NM,2768NM,3117NM,
104850,2785NM,2701NM,2890NM,2685NM,2771NM,3104NM,
104949,2825NM,2687NM,2880NM,2676NM,2773NM,3090NM,
105151,2794NM,2689NM,2943NM,2678NM,2773NM,3197NM,
105354,2785NM,2689NM,2892NM,2706NM,2789NM,3088NM,
105420,2796NM,2685NM,2878NM,2693NM,2836NM,3111NM,
105504,2783NM,2769NM,2901NM,2741NM,2781NM,3067NM,
105531,2777NM,2693NM,2922NM,2689NM,2787NM,3172NM,
105608,2785NM,2689NM,2886NM,2708NM,2773NM,3107NM,
105640,2775NM,2699NM,2876NM,2685NM,2785NM,3067NM,
105716,2789NM,2693NM,2873NM,2701NM,2781NM,3168NM,
105802,2792NM,2727NM,2884NM,2693NM,2769NM,3102NM,
105852,2783NM,2685NM,2884NM,2714NM,2796NM,3102NM,
110807,2777NM,2687NM,2905NM,2685NM,2777NM,3075NM,
110833,2775NM,2729NM,2890NM,2684NM,2773NM,3075NM,
110920,2787NM,2695NM,2882NM,2701NM,2790NM,3079NM,
110947,2792NM,2685NM,2871NM,2682NM,2834NM,3157NM,
111212,2787NM,2701NM,2890NM,2672NM,2794NM,3121NM,
111249,2859NM,2684NM,2878NM,2680NM,2781NM,3075NM,
111403,2781NM,2701NM,2895NM,2691NM,2771NM,3081NM,
111436,2783NM,2685NM,2876NM,2727NM,2792NM,3123NM,
111539,2802NM,2687NM,2884NM,2676NM,2787NM,3104NM,
111607,2794NM,2689NM,2901NM,2695NM,2806NM,3098NM,
111710,2785NM,2680NM,2886NM,2693NM,2777NM,3149NM,
111738,2773NM,2695NM,2905NM,2682NM,2808NM,3128NM,
112810,2798NM,2693NM,2894NM,2689NM,2781NM,3104NM,
112836,2771NM,2693NM,2884NM,2699NM,2789NM,3084NM,
113015,2810NM,2689NM,2888NM,2685NM,2785NM,3130NM,
113041,2783NM,2687NM,2888NM,2689NM,2798NM,3115NM,
113851,2777NM,2684NM,2878NM,2672NM,2781NM,3105NM,
113923,2804NM,0000NM,2888NM,2731NM,2769NM,3142NM,
114654,2785NM,3069NM,
114709,2783NM,2699NM,2894NM,2722NM,2792NM,3090NM,
114733,2806NM,2708NM,2899NM,2697NM,2777NM,3153NM,
114813,2781NM,2661NM,2949NM,2689NM,2777NM,3105NM,
114836,2777NM,2697NM,2874NM,2695NM,2783NM,3069NM,
114920,2792NM,2668NM,2945NM,2699NM,2811NM,3136NM,
114944,2806NM,2752NM,2939NM,2741NM,2789NM,3102NM,
115033,2794NM,2684NM,2871NM,2687NM,2789NM,3111NM,
115102,2790NM,2714NM,2953NM,2684NM,2781NM,3195NM,
115143,2766NM,2682NM,2932NM,2680NM,2789NM,3079NM,
115207,2789NM,2684NM,2892NM,2678NM,2785NM,3081NM,
115252,2798NM,2689NM,2907NM,2695NM,2785NM,3130NM,
115337,2787NM,2705NM,2886NM,2684NM,2785NM,0000NM,
115418,2768NM,2687NM,2874NM,2689NM,2804NM,3071NM,
115921,2787NM,2672NM,2903NM,2693NM,2779NM,3105NM,
115948,2794NM,2697NM,2878NM,2703NM,2800NM,3075NM,
120039,2792NM,2672NM,2936NM,2691NM,2785NM,3126NM,
120106,2787NM,2684NM,2873NM,2684NM,2792NM,3119NM,
120259,2798NM,2695NM,2888NM,2697NM,2832NM,3105NM,
120327,2779NM,2720NM,2932NM,2674NM,2794NM,3142NM,
120413,2794NM,2691NM,2897NM,2731NM,2787NM,3102NM,
120440,2787NM,2689NM,2886NM,2687NM,2787NM,3075NM,
120516,2787NM,2680NM,2907NM,2678NM,2832NM,3104NM,
120956,2806NM,2695NM,2882NM,2680NM,2785NM,3067NM,
121024,2798NM,2693NM,2918NM,2697NM,2785NM,3105NM,
121108,2802NM,2691NM,2909NM,2693NM,2796NM,3111NM,
121137,2787NM,2672NM,2894NM,2697NM,2802NM,3098NM,
121359,2790NM,2695NM,2888NM,2785NM,2781NM,3138NM,
121424,2802NM,2689NM,2911NM,2708NM,2781NM,3083NM,
121518,2787NM,2703NM,2878NM,2689NM,2808NM,3088NM,
121559,2796NM,2693NM,2882NM,2670NM,2800NM,3073NM,
121642,2775NM,2695NM,2878NM,2687NM,2796NM,3096NM,
121712,2811NM,2676NM,2903NM,2739NM,2787NM,3117NM,
121754,2777NM,2693NM,2886NM,2685NM,2781NM,3126NM,
121820,2775NM,2695NM,2873NM,2676NM,2787NM,3090NM,
121936,2794NM,2687NM,2878NM,2710NM,2806NM,3092NM,
122003,2790NM,2693NM,2876NM,2687NM,2785NM,3128NM,
122041,2800NM,2697NM,2922NM,2685NM,2794NM,3117NM,
122109,2790NM,2680NM,2888NM,2678NM,2796NM,3102NM,
122241,2789NM,2684NM,2873NM,2672NM,2817NM,3098NM,
122322,2790NM,2689NM,2880NM,2701NM,2768NM,3123NM,
122427,1NM,2689NM,2924NM,2674NM,2802NM,3138NM,
122500,2819NM,2701NM,2903NM,2680NM,2794NM,3113NM,
122924,2777NM,2691NM,2905NM,2682NM,2794NM,3088NM,
123003,2792NM,2685NM,2892NM,2678NM,2798NM,3079NM,
123116,2789NM,2705NM,2882NM,2687NM,2768NM,3086NM,
130502,2785NM,2693NM,2895NM,2685NM,2783NM,3069NM,
130527,2779NM,2685NM,2897NM,2701NM,2781NM,3115NM,
130604,2895NM,2678NM,2880NM,2687NM,2790NM,3083NM,
130702,2832NM,2674NM,2886NM,2678NM,2790NM,3170NM,
130734,2783NM,2693NM,2882NM,2699NM,2773NM,3096NM,
130830,2804NM,2691NM,2874NM,0000NM,2785NM,3048NM,
133346,
133359,2821NM,2701NM,2892NM,2693NM,2789NM,3069NM,
133525,2779NM,2670NM,2911NM,2666NM,2771NM,3092NM,
133552,2769NM,2678NM,2941NM,2682NM,2800NM,3084NM,
134021,2783NM,2685NM,2878NM,2670NM,2787NM,3155NM,
134049,2796NM,2661NM,2903NM,2706NM,2796NM,3126NM,
134238,2787NM,2659NM,2909NM,2689NM,2769NM,3086NM,
134330,2800NM,2685NM,2869NM,2762NM,2781NM,3157NM,
134415,2810NM,2685NM,2890NM,2682NM,2775NM,3136NM,
134442,2832NM,2678NM,2873NM,2701NM,2783NM,3105NM,
134525,2773NM,2684NM,2873NM,2682NM,2790NM,3105NM,
134600,2775NM,0000NM,2869NM,2705NM,2768NM,3115NM,
135704,
135720,2777NM,2712NM,2892NM,2708NM,2800NM,3144NM,
140230,2787NM,2701NM,2892NM,2685NM,2787NM,3071NM,
140300,2787NM,2695NM,2878NM,2685NM,2789NM,3159NM,
140357,2789NM,2672NM,2890NM,2699NM,2773NM,3105NM,
140444,2861NM,2684NM,2869NM,2666NM,2789NM,3100NM,
140602,2792NM,2672NM,2890NM,2685NM,2787NM,3134NM,
140630,2859NM,2676NM,2905NM,2682NM,2779NM,3163NM,
140715,2789NM,2699NM,2886NM,2750NM,2794NM,3132NM,
140742,2766NM,2676NM,2884NM,2684NM,2798NM,3161NM,
140827,2783NM,2693NM,2874NM,2678NM,2787NM,3168NM,
140945,2785NM,2685NM,2892NM,2699NM,2783NM,3159NM,
141106,2771NM,2674NM,2888NM,2720NM,2777NM,3090NM,
141158,2800NM,2695NM,2876NM,2666NM,2794NM,3084NM,
141344,2802NM,2701NM,2874NM,2695NM,2777NM,3086NM,
141423,2806NM,2670NM,2920NM,2691NM,2789NM,3186NM,
141621,2773NM,2693NM,2880NM,2689NM,2789NM,3067NM,
141655,2771NM,2684NM,2884NM,2689NM,2766NM,3151NM,
142555,2790NM,2678NM,2890NM,2670NM,2781NM,3084NM,
142636,2773NM,2703NM,2884NM,2678NM,2781NM,3084NM,
142819,2808NM,2693NM,2869NM,2687NM,2766NM,3096NM,
142912,2775NM,2701NM,2874NM,2668NM,2802NM,3098NM,
143051,2771NM,2708NM,2878NM,2685NM,2771NM,3140NM,
143135,2777NM,2697NM,2878NM,2685NM,2789NM,3140NM,
143249,2798NM,2685NM,2905NM,2685NM,2798NM,0000NM,
143329,2773NM,2682NM,2884NM,2666NM,2806NM,3132NM,
143652,2794NM,2676NM,2867NM,2706NM,2787NM,3126NM,
143729,2798NM,2680NM,2882NM,2680NM,2777NM,3092NM,
143817,2789NM,2697NM,2884NM,2678NM,2789NM,3151NM,
143844,2802NM,2687NM,2886NM,2722NM,2777NM,3142NM,
143929,2789NM,2701NM,2886NM,2680NM,2800NM,3098NM,
143958,2781NM,2693NM,2890NM,2703NM,2848NM,3098NM,
144048,2800NM,2689NM,2871NM,2672NM,2821NM,3104NM,
144115,2787NM,2682NM,2903NM,2710NM,2802NM,3178NM,
144200,2775NM,2697NM,2874NM,2710NM,2794NM,3117NM,
144228,2781NM,2699NM,2871NM,2676NM,2779NM,3121NM,
144620,2775NM,2685NM,2882NM,2678NM,2792NM,3155NM,
144730,1NM,2693NM,2876NM,2678NM,2798NM,3233NM,
152345,2798NM,3151NM,
152359,2775NM,2685NM,2895NM,2710NM,2773NM,3079NM,
152438,2878NM,2712NM,2869NM,2674NM,2792NM,3073NM,
152505,2796NM,2685NM,2873NM,2699NM,2777NM,3134NM,
152552,2792NM,2727NM,2888NM,2727NM,2926NM,3125NM,
152616,2789NM,2724NM,2903NM,2676NM,2783NM,3126NM,
152711,2790NM,2685NM,2884NM,2672NM,2789NM,3144NM,
152738,2789NM,2701NM,2894NM,2680NM,2829NM,3165NM,
152919,2796NM,2693NM,2892NM,2701NM,2785NM,3130NM,
152944,2783NM,2705NM,2871NM,2706NM,2787NM,3084NM,
153041,2794NM,2697NM,2880NM,2689NM,2777NM,3098NM,
153127,2775NM,2697NM,2874NM,2701NM,2771NM,3102NM,
153224,2798NM,2699NM,2886NM,2672NM,2779NM,3092NM,
153253,2798NM,2689NM,2890NM,2703NM,2834NM,3109NM,
153349,2777NM,2674NM,2932NM,2680NM,2771NM,3126NM,
153417,2806NM,2695NM,2890NM,2678NM,2802NM,3128NM,
153455,2777NM,2674NM,2873NM,2684NM,2769NM,3088NM,
153548,2794NM,2685NM,2888NM,2685NM,2781NM,3109NM,
153636,2771NM,2684NM,2892NM,2724NM,2771NM,3117NM,
154515,2800NM,2699NM,2884NM,2674NM,2790NM,3191NM,
154542,2802NM,2685NM,2871NM,2674NM,2794NM,3073NM,
155142,2794NM,2689NM,2901NM,2676NM,2781NM,3098NM,
155531,2796NM,2684NM,2901NM,2685NM,2789NM,3159NM,
160550,2777NM,2693NM,2880NM,2708NM,2773NM,3086NM,
160634,2779NM,2676NM,2894NM,2754NM,2783NM,3125NM,
160659,2779NM,2699NM,2886NM,2670NM,2785NM,3119NM,
160730,2768NM,2685NM,2882NM,2708NM,2794NM,3159NM,
160818,2783NM,2703NM,2871NM,2714NM,2773NM,3113NM,
160845,2785NM,2701NM,2907NM,2697NM,2781NM,3176NM,
160922,2789NM,2697NM,2874NM,2691NM,2775NM,3081NM,
160953,2792NM,2672NM,2884NM,2670NM,2781NM,3113NM,
161030,2794NM,2685NM,2892NM,2684NM,2789NM,3155NM,
161056,2819NM,2697NM,2884NM,2678NM,2773NM,3157NM,
161132,2785NM,2678NM,2899NM,2695NM,2785NM,3115NM,
161158,2798NM,2701NM,2901NM,2693NM,2777NM,3088NM,
161236,2779NM,2691NM,2894NM,2689NM,2779NM,3117NM,
161302,2794NM,2689NM,2886NM,2701NM,2768NM,3126NM,
161349,2777NM,2701NM,2890NM,2693NM,2775NM,3094NM,
161411,2792NM,2676NM,2945NM,2687NM,2771NM,3123NM,
161458,2802NM,2680NM,2871NM,2670NM,2792NM,3079NM,
161520,2842NM,2712NM,2903NM,2708NM,2783NM,3111NM,
161611,2783NM,2697NM,2892NM,2697NM,2783NM,3096NM,
161653,2783NM,2691NM,2897NM,2720NM,2800NM,3125NM,
161735,2783NM,2687NM,2878NM,2687NM,2789NM,3094NM,
161758,2777NM,2682NM,2890NM,2760NM,2781NM,3197NM,
161848,2844NM,2701NM,2874NM,2680NM,2779NM,3083NM,
161919,2783NM,2680NM,2884NM,2682NM,2771NM,3144NM,
161951,2790NM,2682NM,2880NM,2705NM,2769NM,3105NM,
162013,2792NM,2685NM,2886NM,2708NM,2796NM,3178NM,
162050,2779NM,2695NM,2869NM,2705NM,2874NM,3167NM,
162112,2779NM,2684NM,2871NM,2706NM,2796NM,3147NM,
162157,2802NM,2685NM,2884NM,2722NM,2792NM,3094NM,
162218,2777NM,2706NM,2966NM,2689NM,2802NM,3123NM,
162259,2787NM,2668NM,2876NM,2674NM,2785NM,3084NM,
162322,2789NM,2685NM,2884NM,2691NM,2775NM,3151NM,
162404,2792NM,2682NM,2894NM,2678NM,2783NM,3117NM,
162425,2766NM,2689NM,2894NM,2699NM,2790NM,3107NM,
162515,2790NM,2699NM,2930NM,2684NM,2777NM,3123NM,
162543,2773NM,2674NM,2886NM,2699NM,2800NM,3071NM,
162628,2800NM,2697NM,2876NM,2672NM,2768NM,3109NM,
162658,2783NM,2743NM,2888NM,2682NM,2789NM,3086NM,
162742,2775NM,2687NM,2894NM,2724NM,2779NM,3075NM,
162809,2804NM,2701NM,2874NM,2684NM,2781NM,3132NM,
162906,2777NM,2697NM,3016NM,2693NM,2792NM,3109NM,
164018,2792NM,2691NM,2876NM,2678NM,2790NM,0000NM,
164111,2800NM,2693NM,2894NM,2672NM,2815NM,3115NM,
164136,2798NM,2689NM,2890NM,2672NM,2773NM,3102NM,
164210,2785NM,2685NM,2886NM,2710NM,2773NM,3098NM,
164416,2785NM,2691NM,2895NM,2766NM,2787NM,3201NM,
173524,2787NM,3168NM,
173538,2777NM,2682NM,2884NM,2678NM,2792NM,3090NM,
173630,2787NM,2682NM,2890NM,2670NM,2790NM,3109NM,
173656,2787NM,2672NM,2903NM,2664NM,2775NM,3073NM,
173744,2779NM,2668NM,2882NM,2697NM,2821NM,3125NM,
173809,2785NM,2684NM,2895NM,2684NM,2777NM,3136NM,
173901,2785NM,2727NM,2878NM,2691NM,2815NM,3102NM,
173926,2777NM,2689NM,2892NM,2676NM,2769NM,3105NM,
174029,2777NM,2699NM,2886NM,2706NM,2789NM,3138NM,
174056,2825NM,2680NM,2871NM,2695NM,2800NM,3130NM,
174123,2800NM,2687NM,2878NM,2693NM,2792NM,3168NM,
174150,2775NM,2682NM,2895NM,2693NM,2771NM,3092NM,
174251,2775NM,2678NM,2899NM,2668NM,2781NM,3104NM,
174313,2798NM,2670NM,2878NM,2758NM,2777NM,3088NM,
174415,2787NM,2720NM,2878NM,2668NM,2796NM,3157NM,
174438,2840NM,2672NM,2880NM,2695NM,2819NM,3075NM,
174620,2796NM,2684NM,2888NM,2685NM,2783NM,3111NM,
174646,2794NM,2689NM,2895NM,2693NM,2787NM,3134NM,
174839,0000NM,0000NM,0000NM,0000NM,0000NM,3163NM,
175005,2792NM,2699NM,2903NM,2678NM,2790NM,3189NM,
175426,2764NM,2682NM,2892NM,2720NM,2796NM,3142NM,
175454,2768NM,2693NM,2894NM,2674NM,2787NM,3081NM,
175724,2790NM,2684NM,2966NM,2672NM,2792NM,3104NM,
175749,2773NM,2685NM,2873NM,2670NM,2789NM,3149NM,
175840,2775NM,2680NM,2901NM,2674NM,2781NM,3130NM,
175908,2777NM,2705NM,2880NM,2685NM,2783NM,3163NM,
175952,2769NM,2695NM,2880NM,2695NM,2796NM,3088NM,
180019,2783NM,2678NM,2918NM,2678NM,2806NM,3094NM,
180114,2796NM,2689NM,2895NM,2706NM,2802NM,3140NM,
180140,2777NM,2693NM,2903NM,2682NM,2785NM,3126NM,
182538,2775NM,2685NM,2878NM,2685NM,2796NM,3163NM,
182604,2806NM,2703NM,2897NM,2678NM,2775NM,3042NM,
182658,1NM,2697NM,2882NM,2710NM,2792NM,3136NM,
182725,2792NM,2733NM,2890NM,2676NM,2771NM,3073NM,
182819,2777NM,2676NM,2943NM,2668NM,2777NM,3155NM,
182845,2787NM,2682NM,2874NM,2703NM,2827NM,3157NM,
182941,2831NM,2685NM,2884NM,2684NM,2800NM,3090NM,
183007,2773NM,2701NM,2895NM,2706NM,2783NM,3165NM,
183108,2775NM,2705NM,2899NM,2710NM,2775NM,3138NM,
183954,2802NM,2706NM,2876NM,2670NM,2800NM,3132NM,
184021,2787NM,2687NM,2888NM,2689NM,2789NM,3151NM,
184116,2789NM,2682NM,2899NM,2689NM,2787NM,3178NM,
184146,2789NM,2687NM,2897NM,2678NM,2775NM,3086NM,
184232,2768NM,2682NM,2871NM,2670NM,2775NM,3126NM,
184258,2779NM,2724NM,2886NM,2802NM,2789NM,3058NM,
184340,2794NM,2680NM,2876NM,2676NM,2794NM,3086NM,
184402,2785NM,2684NM,2878NM,2689NM,2773NM,3105NM,
184508,2817NM,2666NM,2888NM,2701NM,2800NM,3105NM,
184535,2789NM,2691NM,2882NM,2697NM,2779NM,3123NM,
184620,2802NM,2676NM,2895NM,2701NM,2817NM,3094NM,
184649,2771NM,2693NM,2905NM,2689NM,2779NM,3069NM,
184737,2790NM,2680NM,2882NM,2684NM,2804NM,3157NM,
184803,2783NM,2685NM,2874NM,2691NM,2779NM,3098NM,
184849,2787NM,2739NM,2880NM,2668NM,2781NM,3081NM,
184916,2800NM,2684NM,2890NM,2687NM,2789NM,3167NM,
185004,2789NM,2689NM,2894NM,2685NM,2771NM,3128NM,
185031,2775NM,2670NM,2897NM,2684NM,2777NM,3121NM,
185203,2838NM,2705NM,2880NM,2697NM,2777NM,3121NM,
185317,2781NM,2668NM,2880NM,2682NM,2802NM,3067NM,
185419,2785NM,2697NM,2897NM,2682NM,2783NM,3100NM,
185447,2792NM,2685NM,2882NM,2680NM,2771NM,3092NM,
185703,2785NM,2693NM,2888NM,2684NM,2789NM,3102NM,
185729,2771NM,2701NM,2899NM,2697NM,2792NM,3088NM,
185817,2773NM,2685NM,2882NM,2684NM,2844NM,3138NM,
185848,2785NM,2691NM,2901NM,2672NM,2815NM,3084NM,
185935,2783NM,2684NM,2905NM,2691NM,2790NM,3117NM,
190016,2789NM,0000NM,2878NM,2699NM,2794NM,3098NM,
190146,2798NM,2670NM,2903NM,2685NM,0000NM,0000NM,
190156,2796NM,2684NM,2876NM,2684NM,2798NM,3132NM,
190350,2792NM,2682NM,2874NM,2674NM,2794NM,3134NM,
190519,2802NM,2691NM,2886NM,2678NM,2777NM,3109NM,
190602,2838NM,2691NM,2909NM,2664NM,2777NM,3086NM,
190630,2775NM,2703NM,2888NM,2703NM,2768NM,3132NM,
190726,2785NM,2668NM,2890NM,2697NM,2800NM,3170NM,
190820,2779NM,2720NM,2895NM,2680NM,2781NM,3081NM,
190917,2768NM,0000NM,2874NM,2680NM,2790NM,3077NM,
203353,2777NM,2674NM,2899NM,2739NM,2775NM,3132NM,
203410,2859NM,2741NM,3006NM,2733NM,2800NM,3079NM,
203447,2804NM,2705NM,2932NM,2701NM,2773NM,3125NM,
