時間,軸1,軸2,軸3,軸4,軸5,軸6
085844,ONM,ONM,ONM,ONM,ONM,ONM,
085910,ONM,ONM,ONM,ONM,ONM,ONM,
085947,ONM,02676NM,2897NM,2701NM,2785NM,3138NM,
090010,ONM,ONM,ONM,ONM,ONM,ONM,
090056,ONM,ONM,ONM,ONM,ONM,ONM,
090120,ONM,ONM,ONM,02703NM,2918NM,2726NM,
090205,2800NM,3105NM,ONM,ONM,ONM,ONM,
090227,ONM,ONM,ONM,ONM,ONM,ONM,
090310,ONM,02708NM,2928NM,2760NM,2785NM,3123NM,
090351,ONM,ONM,ONM,ONM,ONM,ONM,
090434,ONM,02678NM,2890NM,2678NM,2819NM,3098NM,
090457,ONM,ONM,ONM,ONM,ONM,ONM,
090553,ONM,ONM,ONM,ONM,ONM,02699NM,
090615,2991NM,2766NM,2863NM,3132NM,ONM,ONM,
090642,ONM,ONM,ONM,93?????z??z{3?????z??z{3?????z-?jR?02D02703NM,2915NM,2768NM,
090730,2779NM,3096NM,ONM,2NM,ONM,ONM,
090755,ONM,ONM,ONM,ONM,02684NM,2874NM,
091220,2737NM,2825NM,3075NM,ONM,ONM,ONM,
091247,ONM,ONM,ONM,ONM,ONM,02693NM,
091523,2876NM,2727NM,2787NM,3067NM,ONM,ONM,
091550,ONM,ONM,ONM,ONM,ONM,ONM,
091630,ONM,ONM,ONM,ONM,ONM,ONM,
091654,ONM,02672NM,2911NM,2720NM,2878NM,3098NM,
091741,ONM,266"&????D85 ONM,ONM,ONM,ONM,ONM,
091805,ONM,ONM,ONM,ONM,ONM,02685NM,
091903,2926NM,2676NM,2844NM,3088NM,ONM,N?j
RH?02E04002NM,
091930,ONM,ONM,ONM,ONM,ONM,ONM,
092312,ONM,ONM,ONM,ONM,ONM,ONM,
092551,02689NM,2907NM,2678NM,2783NM,3109NM,ONM,
092615,ONM,ONM,ONM,ONM,ONM,ONM,
092657,ONM,02672NM,2878NM,2701NM,2777NM,3121NM,
092722,ONM,ONM,ONM,ONM,ONM,ONM,
092925,ONM,ONM,ONM,ONM,ONM,02695NM,
092954,2886NM,2762NM,2796NM,3079NM,ONM,ONM,
093036,ONM,ONM,ONM,ONM,ONM,ONM,
093106,ONM,ONM,02701NM,2915NM,2689NM,2840NM,
093221,3092NM,ONM,ONM,ONM,ONM,ONM,
093243,ONM,ONM,ONM,ONM,ONM,02705NM,
093358,2949NM,2718NM,2787NM,3100NM,NNM,ONM,
093426,ONM,ONM,ONM,ONM,ONM,ONM,
093949,ONM,ONM,6?????"-?jR?????z??H?&??&?j
RH?02D02674NM,0000NM,2699NM,2787NM,
094013,3073NM,ONM,ONM,ONM,ONM,2NM,
094054,ONM,ONM,ONM,ONM,ONM,ONM,
094117,ONM,ONM,ONM,02689NM,2869NM,2712NM,
094321,2821NM,3117NM,ONM,ONM,ONM,ONM,
094347,ONM,ONM,ONM,ONM,ONM,ONM,
094431,ONM,ONM,ONM,ONM,ONM,ONM,
094500,02685NM,2897NM,2697NM,2863NM,3134NM,ONM,
094553,ONM,ONM,ONM,ONM,ONM,ONM,
094619,ONM,ONM,02685NM,2888NM,2710NM,2773NM,
094703,3100NM,ONM,ONM,ONM,ONM,ONM,
094730,ONM,ONM,ONM,ONM,ONM,02685NM,
094929,2930NM,2729NM,2798NM,3104NM,ONM,NM,
094956,2NM,ONM,ONM,ONM,&Hj
RH? 02823 ONM,ONM,
095036,ONM,02747NM,2924NM,2670NM,2823NM,3102NM,
095100,ONM,ONM,ONM,ONM,ONM,ONM,
095304,ONM,02701NM,2876NM,2689NM,2819NM,3186NM,
095329,ONM,ONM,ONM,ONM,ONM,ONM,
095410,ONM,ONM,ONM,ONM,ONM,ONM,
095435,ONM,ONM,ONM,02682NM,2957NM,2743NM,
095526,2804NM,3144NM,ONM,ONM,ONM,ONM,
095554,ONM,ONM,ONM,ONM,ONM,ONM,
095638,ONM,ONM,ONM,ONM,02745NM,2890NM,
095703,2733NM,2838NM,3151NM,ONM,ONM,ONM,
095749,ONM,ONM,ONM,ONM,ONM,ONM,
095817,ONM,ONM,ONM,ONM,02714NM,2949NM,
095900,2710NM,2787NM,3100NM,ONM,ONM,ONM,
095936,ONM,ONM,ONM,ONM,ONM,ONM,
100054,ONM,ONM,146 OK02D02727NM,2880NM,2705NM,2792NM,
100121,3146NM,ONM,7?:0p?1{kS''Hj
RH?02D02716NM,2962NM,2699NM,2798NM,
100323,3098NM,ONM,6LS?/?cx~&O?Rz-?jR?????z??H02D02682NM,2936NM,2729NM,2899NM,
100349,3159NM,ONM,7
02D02722NM,2874NM,2703NM,2792NM,
100834,3130NM,ONM,02668NM,2888NM,2703NM,2916NM,
100900,3109NM,ONM,ONM,ONM,ONM,680 OK02D02680NM,
100945,2903NM,2743NM,2775NM,3132NM,ONM,D02699NM,
101013,2894NM,2724NM,2850NM,3111NM,ONM,ONM,
101101,ONM,ONM,02D02726NM,2897NM,2712NM,2800NM,
101129,3079NM,ONM,602D02693NM,2884NM,2699NM,2876NM,
101615,3067NM,ONM,ONM,D02689NM,2909NM,2741NM,
101641,2785NM,3105NM,ONM,ONM,89?jz:?x99?02D02743NM,2886NM,
101725,2678NM,2804NM,3102NM,NNM,2D02695NM,0000NM,
102551,2705NM,2823NM,3161NM,ONM,ONM,ONM,
102657,ONM,2D02691NM,2888NM,2743NM,2789NM,3105NM,
102729,ONM,7	02D02680NM,2894NM,2672NM,2777NM,3146NM,
102830,ONM,ONM,D02699NM,2932NM,2727NM,2771NM,
102907,3136NM,ONM,ONM,6902D02695NM,2905NM,2747NM,
102948,2773NM,3081NM,ONM,ONM,ONM,77?02D02685NM,
103130,2995NM,2722NM,2796NM,3098NM,ONM,6vs&,l?O????z??H? 002D02682NM,
104841,2888NM,2729NM,2863NM,3084NM,ONM,ONM,
104920,871 02D02670NM,2871NM,2804NM,2769NM,3084NM,ONM,
110043,02D02674NM,2874NM,2735NM,2827NM,3100NM,ONM,
110155,ONM,D02680NM,2892NM,2672NM,2798NM,3075NM,
110243,ONM,602D02680NM,2949NM,2758NM,2853NM,3174NM,
110342,ONM,602D02676NM,2981NM,2739NM,2808NM,3218NM,
110452,ONM,02687NM,2974NM,2760NM,2771NM,3172NM,
110738,ONM,ONM,ONM,ONM,ONM,D02737NM,
110809,2852NM,2710NM,2800NM,3165NM,ONM,2D02703NM,
111009,2936NM,2785NM,2768NM,3094NM,ONM,ONM,
111046,2NM,98 O02D02693NM,2890NM,2760NM,2798NM,3174NM,
