時間,軸1,軸2,軸3,軸4,軸5,軸6
092710,2783NM,2674NM,2798NM,2703NM,2781NM,3115NM,
092735,2792NM,2689NM,2769NM,2674NM,2840NM,3077NM,
092959,2792NM,2695NM,2829NM,2764NM,2842NM,3067NM,
093037,2859NM,2674NM,2769NM,2684NM,2775NM,3128NM,
093203,2796NM,2670NM,2789NM,2682NM,2819NM,3104NM,
093231,2798NM,2695NM,2781NM,2670NM,2769NM,3109NM,
093324,2783NM,2699NM,2800NM,2682NM,2804NM,3140NM,
093352,2785NM,2670NM,2800NM,2666NM,2827NM,3151NM,
093446,2813NM,2714NM,2808NM,2756NM,2785NM,3088NM,
093514,2836NM,2685NM,2779NM,2701NM,2789NM,3123NM,
093608,2800NM,2680NM,2773NM,2729NM,2781NM,3121NM,
093636,2789NM,2703NM,2771NM,2689NM,2781NM,3147NM,
093745,2771NM,2685NM,0000NM,2687NM,2771NM,3159NM,
093816,2783NM,2699NM,2790NM,2699NM,2813NM,3184NM,
094024,2798NM,2695NM,2785NM,2684NM,2802NM,3092NM,
094052,2785NM,2703NM,0000NM,2670NM,2800NM,3096NM,
094257,2798NM,2674NM,2783NM,2684NM,2779NM,3121NM,
094323,2779NM,2687NM,2796NM,2739NM,2787NM,3105NM,
094418,2802NM,2685NM,2787NM,2680NM,2808NM,3155NM,
094554,2783NM,2687NM,2834NM,2676NM,2777NM,3121NM,
100034,2789NM,2710NM,2768NM,2693NM,2773NM,3107NM,
100116,2783NM,2693NM,2800NM,2701NM,2789NM,3077NM,
100145,2810NM,2670NM,2800NM,2701NM,2794NM,3113NM,
100229,2804NM,2748NM,2836NM,0000NM,2769NM,3121NM,
100258,2836NM,2722NM,2800NM,2676NM,2804NM,3125NM,
100340,2802NM,2735NM,2779NM,2701NM,2829NM,3105NM,
100406,QNM,2NM,2787NM,2703NM,2850NM,3182NM,
100455,2825NM,2716NM,2777NM,2684NM,2800NM,3138NM,
100518,2769NM,2691NM,2804NM,2729NM,2844NM,3134NM,
100614,2848NM,2701NM,2873NM,2687NM,2798NM,3107NM,
100639,2790NM,2676NM,2787NM,2705NM,2787NM,3081NM,
100726,2808NM,2705NM,2781NM,2687NM,2777NM,3088NM,
100754,2783NM,2703NM,2787NM,2689NM,2773NM,3111NM,
100840,2792NM,2674NM,2846NM,2697NM,2779NM,3142NM,
100908,2796NM,2699NM,2789NM,2710NM,2796NM,3094NM,
101007,2790NM,2699NM,2783NM,2712NM,2775NM,3130NM,
101034,2785NM,2714NM,2789NM,2708NM,2750NM,3146NM,
101330,2787NM,2678NM,2785NM,2684NM,2811NM,3188NM,
101359,2832NM,2691NM,2790NM,2703NM,2783NM,3096NM,
101450,2773NM,2697NM,2769NM,2691NM,2848NM,3092NM,
101518,2855NM,2685NM,2790NM,2731NM,2783NM,3167NM,
101614,2781NM,2684NM,2800NM,2739NM,2794NM,3125NM,
101644,2785NM,2684NM,2779NM,2743NM,2798NM,3128NM,
101813,2794NM,2685NM,2777NM,2769NM,2848NM,3086NM,
101839,2783NM,2689NM,2796NM,2685NM,2771NM,3069NM,
101938,2787NM,2783NM,2794NM,2689NM,2769NM,3123NM,
102005,2796NM,2699NM,2787NM,2706NM,2790NM,3104NM,
105125,2787NM,2689NM,2789NM,2674NM,2790NM,3117NM,
105153,2850NM,2689NM,2800NM,2699NM,2819NM,3151NM,
105244,2821NM,2680NM,2785NM,2685NM,2792NM,3107NM,
105310,2810NM,2699NM,2840NM,2701NM,2823NM,3188NM,
105359,2796NM,2680NM,2790NM,2674NM,2817NM,3130NM,
105426,2869NM,2676NM,2779NM,2668NM,2794NM,3125NM,
105513,2771NM,2689NM,2796NM,2678NM,2768NM,3193NM,
105540,2769NM,2680NM,2775NM,2693NM,2769NM,3088NM,
105631,2806NM,2689NM,2832NM,2701NM,2790NM,3081NM,
105705,2811NM,2691NM,0000NM,2729NM,2813NM,3071NM,
105806,2790NM,2745NM,2798NM,2743NM,2777NM,3123NM,
105833,2792NM,2703NM,2775NM,2708NM,2783NM,3081NM,
105921,2779NM,2705NM,2787NM,2685NM,2785NM,3125NM,
105945,2771NM,2691NM,2823NM,2672NM,2819NM,3073NM,
