時間,軸1,軸2,軸3,軸4,軸5,軸6
151906,ONM,ONM,ONM,ONM,ONM,ONM,
152334,ONM,ONM,ONM,ONM,ONM,ONM,
152408,ONM,ONM,ONM,ONM,ONM,ONM,
152542,02684NM,2890NM,2693NM,2846NM,3096NM,ONM,
152621,ONM,ONM,ONM,ONM,ONM,ONM,
152922,ONM,ONM,02743NM,2882NM,2684NM,2867NM,
153341,3109NM,ONM,ONM,ONM,ONM,ONM,
153411,ONM,ONM,ONM,ONM,ONM,ONM,
153855,ONM,ONM,ONM,ONM,ONM,02687NM,
153901,2886NM,2705NM,2798NM,3088NM,ONM,ONM,
153935,ONM,ONM,ONM,ONM,ONM,ONM,
154524,ONM,ONM,02771NM,2874NM,2706NM,2886NM,
154530,3104NM,ONM,ONM,ONM,ONM,ONM,
154616,ONM,ONM,ONM,02691NM,2903NM,2697NM,
154650,2790NM,3079NM,ONM,ONM,ONM,ONM,
154845,ONM,ONM,ONM,ONM,ONM,ONM,
154920,ONM,ONM,ONM,ONM,ONM,02695NM,
155259,2895NM,2712NM,2781NM,3098NM,ONM,ONM,
155325,ONM,ONM,ONM,ONM,ONM,ONM,
155359,ONM,ONM,ONM,ONM,ONM,ONM,
155422,ONM,02682NM,2888NM,2706NM,2794NM,3090NM,
155520,ONM,ONM,ONM,ONM,ONM,ONM,
155546,ONM,ONM,ONM,ONM,ONM,ONM,
155640,ONM,ONM,02684NM,2869NM,2731NM,2781NM,
155708,3081NM,NNM,NNM,ONM,ONM,ONM,
155759,ONM,ONM,ONM,ONM,ONM,ONM,
155824,ONM,ONM,ONM,ONM,ONM,ONM,
155924,ONM,ONM,ONM,ONM,ONM,ONM,
160205,ONM,ONM,ONM,ONM,ONM,ONM,
161001,ONM,00000NM,0000NM,0000NM,0000NM,0000NM,
161010,ONM,ONM,ONM,ONM,ONM,ONM,
161049,ONM,ONM,ONM,ONM,ONM,ONM,
161138,ONM,ONM,02691NM,2878NM,2724NM,2779NM,
161221,3098NM,NNM,NNM,ONM,ONM,ONM,
161305,ONM,ONM,ONM,ONM,ONM,ONM,
