時間,軸1,軸2,軸3,軸4,軸5,軸6
154059,2787NM,2705NM,2792NM,2680NM,2804NM,3067NM,
154154,2796NM,2689NM,2785NM,2699NM,2859NM,3092NM,
154323,2819NM,2729NM,2811NM,2699NM,2768NM,3134NM,
154404,2831NM,2689NM,2796NM,2701NM,2890NM,3083NM,
154527,2796NM,2668NM,2813NM,2705NM,2897NM,3113NM,
154652,2787NM,2754NM,2802NM,2714NM,2832NM,3132NM,
154723,2804NM,2727NM,2802NM,2670NM,2798NM,3117NM,
155024,2890NM,2718NM,2798NM,2716NM,2859NM,3138NM,
155059,2781NM,2695NM,2808NM,2689NM,2838NM,3126NM,
155153,2779NM,2705NM,2831NM,2670NM,2821NM,3132NM,
155221,2785NM,2724NM,2817NM,2674NM,2798NM,3119NM,
160701,2804NM,2689NM,2834NM,2699NM,2810NM,3197NM,
160727,2766NM,2693NM,2785NM,2699NM,2813NM,3149NM,
160803,2804NM,2748NM,2769NM,2731NM,2789NM,3067NM,
160827,2794NM,2703NM,2787NM,2724NM,2815NM,3117NM,
160916,2771NM,2682NM,2792NM,2748NM,2846NM,3151NM,
160940,2766NM,2684NM,2794NM,2682NM,2861NM,3119NM,
161033,2790NM,2684NM,2827NM,2716NM,2831NM,3130NM,
161058,2775NM,2670NM,2796NM,2737NM,2779NM,3083NM,
161150,2779NM,2674NM,2859NM,2668NM,2779NM,3115NM,
161219,2811NM,2684NM,2834NM,2745NM,2766NM,3151NM,
161306,2892NM,2756NM,2817NM,2687NM,2867NM,3153NM,
161334,2789NM,2678NM,2794NM,2693NM,2777NM,3088NM,
161422,2792NM,2684NM,2781NM,2689NM,2827NM,3073NM,
161450,2823NM,2731NM,2790NM,2703NM,2810NM,3113NM,
161541,2789NM,2682NM,2777NM,2706NM,2810NM,3098NM,
161609,2790NM,2701NM,2846NM,2689NM,2827NM,3176NM,
161659,2796NM,2691NM,2792NM,2701NM,2794NM,3115NM,
161725,2790NM,2699NM,2821NM,2695NM,2798NM,3105NM,
161807,2865NM,2718NM,2800NM,2701NM,2794NM,3176NM,
161843,2800NM,2714NM,2806NM,2706NM,2773NM,3094NM,
161953,2827NM,2708NM,2855NM,2695NM,2794NM,3083NM,
162023,2808NM,2733NM,2800NM,2731NM,2836NM,3096NM,
162136,2802NM,2672NM,2798NM,2760NM,2779NM,3197NM,
162205,2783NM,2672NM,2792NM,2682NM,2779NM,3107NM,
162251,2792NM,2701NM,2817NM,2682NM,2764NM,3100NM,
162339,2808NM,2691NM,2880NM,2680NM,2768NM,3128NM,
162845,2863NM,2697NM,2775NM,2705NM,2798NM,3146NM,
162913,2800NM,2676NM,2792NM,2722NM,2834NM,3159NM,
163225,2783NM,2699NM,2773NM,2687NM,2785NM,3128NM,
163252,2806NM,2699NM,2783NM,2680NM,2792NM,3189NM,
163344,2783NM,2703NM,2800NM,2689NM,2815NM,3092NM,
163414,2785NM,2676NM,2800NM,2678NM,2769NM,3121NM,
163519,2773NM,2691NM,2783NM,2699NM,2779NM,3111NM,
163641,2794NM,2722NM,2796NM,2674NM,2802NM,3067NM,
164123,2831NM,2720NM,2794NM,2642NM,2789NM,3107NM,
164151,2779NM,2701NM,2794NM,2685NM,2848NM,3105NM,
164238,2798NM,2680NM,2796NM,2741NM,2899NM,3100NM,
164418,2794NM,2680NM,2790NM,2678NM,2800NM,3094NM,
165122,2867NM,2695NM,2777NM,2701NM,2798NM,3159NM,
165202,2789NM,2691NM,2834NM,2697NM,2777NM,3123NM,
165244,2808NM,2693NM,2777NM,2693NM,2789NM,3157NM,
165308,2817NM,2682NM,2781NM,2766NM,2779NM,3094NM,
165328,2806NM,2720NM,2773NM,2697NM,2794NM,3067NM,
