時間,軸1,軸2,軸3,軸4,軸5,軸6
161137,2867NM,2853NM,2831NM,2779NM,2926NM,3050NM,
161204,2823NM,2792NM,2857NM,2865NM,2964NM,3042NM,
161251,2850NM,2817NM,2892NM,2880NM,2966NM,3004NM,
161318,2895NM,2838NM,2846NM,2792NM,2978NM,3020NM,
161439,2861NM,2832NM,2850NM,2844NM,2981NM,3063NM,
161506,2869NM,2773NM,2823NM,2836NM,2941NM,3006NM,
161559,2884NM,2819NM,2865NM,2800NM,2960NM,3050NM,
161634,2859NM,2811NM,2823NM,2853NM,2920NM,3062NM,
161722,2918NM,2834NM,2852NM,2831NM,2926NM,3039NM,
161748,2911NM,2848NM,2848NM,2878NM,2924NM,3056NM,
161851,2861NM,2817NM,2886NM,2834NM,2955NM,3075NM,
161922,2934NM,2813NM,2918NM,2804NM,3020NM,3056NM,
162003,2867NM,2806NM,2838NM,2844NM,2957NM,3065NM,
162033,2815NM,2796NM,2867NM,2827NM,2962NM,3054NM,
162150,2825NM,2798NM,2918NM,2819NM,2958NM,2999NM,
162258,2869NM,2819NM,2895NM,2848NM,3006NM,3035NM,
162339,2888NM,2829NM,2899NM,2865NM,2968NM,3077NM,
162406,2909NM,2821NM,2827NM,2785NM,2970NM,3020NM,
162450,2861NM,2838NM,2894NM,2840NM,2978NM,3083NM,
163151,2859NM,2806NM,2863NM,2916NM,2979NM,3048NM,
163217,2928NM,2836NM,2831NM,2808NM,3033NM,3067NM,
163258,2834NM,2808NM,2848NM,2897NM,2934NM,3088NM,
163321,2899NM,2857NM,2895NM,2825NM,2955NM,3077NM,
163643,2871NM,2794NM,2861NM,2798NM,3012NM,3029NM,
163710,2834NM,2785NM,2916NM,2874NM,2958NM,3046NM,
163756,2842NM,2846NM,2873NM,2848NM,2964NM,3075NM,
163831,2848NM,2796NM,2819NM,2779NM,2964NM,3062NM,
163918,2916NM,2777NM,2834NM,2802NM,2953NM,3052NM,
163945,2855NM,2792NM,2874NM,2871NM,2930NM,3050NM,
164136,2852NM,2783NM,2855NM,2832NM,2951NM,3060NM,
164202,2852NM,2825NM,2884NM,2888NM,2918NM,3065NM,
164511,2907NM,2823NM,2867NM,2832NM,2999NM,3063NM,
164618,2823NM,2840NM,2869NM,2810NM,2947NM,3048NM,
164955,2928NM,2834NM,2819NM,2834NM,2997NM,3018NM,
165058,2922NM,2823NM,2853NM,2869NM,2966NM,3056NM,
165254,2897NM,2823NM,2838NM,2844NM,2987NM,3056NM,
165338,2936NM,2769NM,2888NM,2800NM,3010NM,3044NM,
165454,2825NM,2861NM,2886NM,2766NM,3010NM,2989NM,
165532,2916NM,2832NM,2911NM,2840NM,3006NM,3008NM,
165619,2821NM,2800NM,2884NM,2792NM,2970NM,3035NM,
165707,2832NM,2859NM,2836NM,2785NM,2957NM,3016NM,
184109,2922NM,2834NM,2905NM,2840NM,2943NM,3056NM,
184134,2848NM,2779NM,2882NM,2798NM,2926NM,3021NM,
184159,2874NM,2802NM,2829NM,2836NM,2924NM,3044NM,
184246,2895NM,2810NM,2831NM,2811NM,2997NM,3010NM,
184346,2821NM,2802NM,2869NM,2861NM,2989NM,3041NM,
184428,2844NM,2804NM,2846NM,2857NM,2916NM,3041NM,
184502,2882NM,2831NM,2880NM,2810NM,2939NM,3060NM,
185113,2945NM,2815NM,2836NM,2867NM,2949NM,3031NM,
185137,2876NM,2823NM,2884NM,2827NM,2924NM,3042NM,
185858,2894NM,2838NM,2832NM,2827NM,2922NM,3044NM,
185933,1NM,2873NM,2922NM,2886NM,3016NM,3054NM,
202446,2871NM,0000NM,2821NM,2792NM,2958NM,3075NM,
