時間,軸1,軸2,軸3,軸4,軸5,軸6
132617,2800NM,2718NM,2787NM,2705NM,2861NM,3155NM,
132645,2789NM,2682NM,2838NM,2699NM,2800NM,3113NM,
132727,2827NM,2685NM,2796NM,2691NM,2769NM,3130NM,
132756,2800NM,2703NM,2800NM,2705NM,2817NM,3151NM,
132842,2798NM,2689NM,2792NM,2691NM,2798NM,3077NM,
132909,2785NM,2703NM,2857NM,2697NM,2903NM,3067NM,
132956,2796NM,2693NM,2810NM,2708NM,2810NM,3128NM,
133024,2804NM,2691NM,2802NM,2708NM,2777NM,3128NM,
133109,2832NM,2750NM,2766NM,2682NM,2802NM,3157NM,
133203,2802NM,2710NM,2798NM,2737NM,2876NM,3115NM,
133257,2768NM,2678NM,2819NM,2703NM,2796NM,3109NM,
133537,2831NM,2703NM,2865NM,2716NM,2834NM,3060NM,
133601,2775NM,2680NM,2790NM,2703NM,2783NM,3130NM,
133642,2771NM,2699NM,2790NM,2701NM,2785NM,3147NM,
133713,2789NM,2684NM,2792NM,2703NM,2800NM,3073NM,
133801,2821NM,2691NM,2787NM,2722NM,2775NM,3090NM,
133830,2773NM,2701NM,2771NM,2689NM,2781NM,3081NM,
133914,2777NM,2691NM,2817NM,2701NM,2775NM,3123NM,
133950,2777NM,0000NM,2790NM,2714NM,2781NM,3159NM,
134031,2823NM,2678NM,2792NM,2703NM,2817NM,3090NM,
134104,2777NM,2680NM,2783NM,2680NM,2783NM,3113NM,
134210,2832NM,2708NM,2850NM,2745NM,2810NM,3100NM,
134345,2798NM,2706NM,2789NM,2680NM,2781NM,3115NM,
134713,2823NM,2676NM,2773NM,2693NM,2785NM,3128NM,
134741,2783NM,2697NM,2802NM,2705NM,2806NM,3092NM,
134825,2829NM,2685NM,2781NM,2689NM,2789NM,3125NM,
134854,2831NM,2710NM,2783NM,2695NM,2804NM,3128NM,
134938,2865NM,2682NM,2790NM,2687NM,2842NM,3104NM,
135017,2823NM,2678NM,2790NM,2689NM,2800NM,3159NM,
135913,2813NM,2722NM,2790NM,2670NM,2794NM,3067NM,
135938,2800NM,2685NM,2808NM,2701NM,2773NM,3086NM,
140029,2800NM,2670NM,2781NM,2687NM,2798NM,3104NM,
140056,2802NM,2701NM,2863NM,2689NM,2785NM,3067NM,
141317,2781NM,2743NM,2790NM,2649NM,2831NM,3128NM,
141343,2779NM,2687NM,2779NM,2684NM,2817NM,3157NM,
141936,2792NM,2687NM,2800NM,2710NM,2806NM,3136NM,
142007,2792NM,2682NM,2768NM,2684NM,2779NM,3123NM,
142036,2808NM,2674NM,2789NM,2712NM,2834NM,3209NM,
142108,2823NM,2695NM,2819NM,2718NM,2781NM,3197NM,
142158,2792NM,2691NM,2796NM,2689NM,2771NM,3102NM,
142227,2781NM,2684NM,2789NM,2691NM,2773NM,3094NM,
142302,2785NM,2710NM,2785NM,2699NM,2834NM,3157NM,
142348,2802NM,2687NM,2798NM,2729NM,2810NM,3128NM,
142422,2787NM,2685NM,2785NM,2703NM,2792NM,3142NM,
142459,2808NM,2705NM,2787NM,2716NM,2796NM,3111NM,
142546,2781NM,2680NM,2783NM,2705NM,2823NM,3083NM,
142614,2813NM,2706NM,2779NM,2685NM,2785NM,3132NM,
142852,2769NM,2682NM,2787NM,2693NM,2817NM,0000NM,
142948,2804NM,2685NM,2804NM,2766NM,2804NM,3167NM,
143020,2808NM,0000NM,2815NM,2680NM,2792NM,3132NM,
143100,2800NM,2727NM,2779NM,2693NM,2783NM,3092NM,
143154,2775NM,2716NM,2796NM,2712NM,2766NM,3100NM,
143242,2802NM,2722NM,2781NM,2703NM,2779NM,3182NM,
143308,2792NM,2689NM,2777NM,2712NM,2852NM,3128NM,
143449,2832NM,2674NM,2794NM,2716NM,2781NM,3184NM,
143516,2777NM,2716NM,2790NM,2731NM,2794NM,3123NM,
143602,2787NM,2687NM,2829NM,2691NM,2819NM,3119NM,
143629,2808NM,2691NM,2787NM,2739NM,2773NM,3125NM,
143825,2787NM,2689NM,2804NM,2695NM,2831NM,3107NM,
143853,2802NM,2748NM,2808NM,2710NM,2825NM,3144NM,
144832,2800NM,2685NM,2790NM,2710NM,2798NM,3117NM,
144857,2783NM,2745NM,2783NM,2701NM,2850NM,3100NM,
144939,2798NM,2708NM,2798NM,2678NM,2758NM,3062NM,
145120,2787NM,2712NM,2796NM,2693NM,2792NM,3086NM,
151741,2783NM,2708NM,2838NM,2705NM,2804NM,3176NM,
152249,2817NM,2687NM,2777NM,2722NM,2802NM,3134NM,
152319,2832NM,2687NM,2781NM,2699NM,2771NM,3170NM,
152347,2771NM,2724NM,2808NM,2680NM,2785NM,3134NM,
152413,2806NM,2666NM,2769NM,2676NM,2773NM,3079NM,
152459,2777NM,2716NM,2829NM,2691NM,2810NM,3083NM,
152525,2785NM,2699NM,2773NM,2697NM,2790NM,3104NM,
152628,2811NM,2689NM,2779NM,2682NM,2779NM,3153NM,
152654,2779NM,2716NM,2789NM,2663NM,2773NM,3084NM,
152732,2773NM,2685NM,2831NM,2714NM,2783NM,3123NM,
152806,2800NM,2684NM,2779NM,2678NM,2783NM,3142NM,
152857,2853NM,2676NM,2800NM,2689NM,2771NM,3088NM,
152926,2798NM,2701NM,2775NM,2701NM,2848NM,3102NM,
153013,2804NM,2699NM,2811NM,2758NM,2762NM,3094NM,
153042,2798NM,2695NM,2779NM,2708NM,2802NM,3083NM,
153127,2769NM,2760NM,2783NM,2682NM,2842NM,3149NM,
153157,2785NM,2739NM,2781NM,2699NM,2874NM,3174NM,
153328,2781NM,2670NM,2796NM,2695NM,2819NM,3125NM,
153407,2796NM,2685NM,2779NM,2666NM,2796NM,3119NM,
153506,2804NM,2691NM,2821NM,2737NM,2813NM,3065NM,
153535,2787NM,2712NM,2789NM,2710NM,2779NM,3096NM,
153731,2773NM,2701NM,2781NM,2691NM,2787NM,3075NM,
153755,2808NM,2687NM,2754NM,2685NM,2806NM,3100NM,
153930,2808NM,2697NM,0000NM,2687NM,2817NM,3188NM,
154144,2815NM,2672NM,2789NM,2682NM,2796NM,3056NM,
154209,2779NM,2685NM,2844NM,2697NM,2792NM,3134NM,
154252,2779NM,2687NM,2783NM,2691NM,2848NM,3172NM,
154803,2789NM,2682NM,2819NM,2758NM,2811NM,3063NM,
154831,2806NM,2697NM,2838NM,2695NM,2790NM,3067NM,
154919,2867NM,2697NM,2796NM,2699NM,2764NM,3172NM,
154945,2773NM,2699NM,2802NM,2712NM,2781NM,3115NM,
155026,2808NM,2771NM,2775NM,2684NM,2794NM,3178NM,
155050,2783NM,2687NM,2779NM,2745NM,2802NM,3092NM,
155141,2783NM,2695NM,2783NM,2699NM,2790NM,3153NM,
155214,2827NM,2693NM,2863NM,2678NM,2844NM,3209NM,
155356,2798NM,2685NM,2798NM,2689NM,2781NM,3077NM,
155425,2802NM,2701NM,2827NM,2689NM,2790NM,3092NM,
160003,2804NM,2687NM,2850NM,2699NM,2865NM,3132NM,
160045,2768NM,2697NM,2796NM,2733NM,2796NM,3155NM,
160141,2831NM,2684NM,2794NM,2676NM,2806NM,3119NM,
160212,2878NM,2689NM,2834NM,2684NM,2792NM,3065NM,
160303,2840NM,2731NM,2790NM,2689NM,2789NM,3083NM,
160337,2842NM,2701NM,2802NM,2714NM,2783NM,3109NM,
160423,2829NM,2680NM,2773NM,2693NM,2834NM,3134NM,
161329,2800NM,2703NM,2790NM,2703NM,2777NM,3067NM,
161425,2787NM,2735NM,2789NM,2705NM,2798NM,3102NM,
161453,2863NM,2670NM,2882NM,2705NM,2873NM,3132NM,
161542,2802NM,2745NM,2787NM,2687NM,2777NM,3071NM,
161609,2798NM,2678NM,2796NM,2680NM,2777NM,3083NM,
161727,2783NM,2697NM,2790NM,2701NM,2781NM,3081NM,
161803,2848NM,2716NM,2790NM,2687NM,2800NM,3123NM,
161904,2766NM,2685NM,2790NM,2676NM,2829NM,3125NM,
161939,2844NM,2697NM,2792NM,2691NM,2798NM,3111NM,
162035,2792NM,2670NM,2804NM,2729NM,2792NM,3115NM,
162101,2852NM,2699NM,2794NM,2672NM,2817NM,3115NM,
162128,2886NM,2699NM,2787NM,2705NM,2800NM,3065NM,
162227,2775NM,2678NM,2781NM,2689NM,2813NM,3142NM,
162255,2811NM,2718NM,2790NM,2699NM,2781NM,3100NM,
162322,2819NM,2741NM,2800NM,2697NM,2811NM,3113NM,
162415,2785NM,2691NM,2779NM,2705NM,2779NM,3134NM,
162442,2804NM,2701NM,2785NM,2691NM,2806NM,3088NM,
162507,2844NM,2724NM,2821NM,2735NM,2806NM,3086NM,
162543,2798NM,2739NM,2777NM,2678NM,2789NM,3119NM,
162711,2836NM,2664NM,2783NM,2697NM,2804NM,3098NM,
162840,2857NM,2678NM,2773NM,2695NM,2792NM,3092NM,
163031,2865NM,2699NM,2789NM,2741NM,2794NM,3167NM,
163327,2794NM,2727NM,2783NM,2680NM,2775NM,3100NM,
163429,2806NM,2680NM,2819NM,2708NM,2813NM,3134NM,
163711,2773NM,2687NM,2787NM,2682NM,2789NM,3113NM,
163756,2834NM,2684NM,2798NM,2731NM,2800NM,0000NM,
