時間,軸1,軸2,軸3,軸4,軸5,軸6
093605,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
093700,2789NM,2687NM,2789NM,2682NM,2783NM,2941NM,
093740,2802NM,2699NM,2787NM,2685NM,2787NM,2884NM,
093826,2771NM,2687NM,2781NM,2685NM,2800NM,2895NM,
093917,2794NM,2691NM,2789NM,2695NM,2792NM,3031NM,
094013,2800NM,2680NM,2790NM,2687NM,2808NM,2901NM,
094112,2792NM,2689NM,2789NM,2787NM,2771NM,2932NM,
094154,2792NM,2672NM,2779NM,2682NM,2800NM,2955NM,
094235,2771NM,2684NM,2773NM,2693NM,2783NM,2979NM,
094308,2802NM,2693NM,2775NM,2701NM,2790NM,2888NM,
094348,2785NM,2695NM,2781NM,2705NM,2789NM,2945NM,
094437,2790NM,2684NM,2781NM,2682NM,2808NM,2907NM,
094519,2785NM,2695NM,2789NM,2693NM,2783NM,2903NM,
094601,2789NM,2666NM,2779NM,2684NM,2787NM,2962NM,
094649,2787NM,2706NM,2769NM,2701NM,2844NM,2928NM,
094802,2787NM,2678NM,2777NM,2701NM,2775NM,2873NM,
094909,2798NM,2687NM,2783NM,2674NM,2790NM,2899NM,
094951,2798NM,2701NM,2777NM,2689NM,2794NM,2890NM,
095051,2831NM,2697NM,2771NM,2705NM,2815NM,2895NM,
095143,2781NM,2695NM,2775NM,2689NM,2779NM,3004NM,
095231,2777NM,2727NM,2766NM,2712NM,2789NM,2890NM,
095308,2783NM,2670NM,2789NM,2685NM,2783NM,2888NM,
095417,2800NM,2699NM,2796NM,2689NM,2785NM,2884NM,
095455,2798NM,2684NM,2800NM,2691NM,2789NM,2918NM,
095916,2796NM,2684NM,2798NM,2729NM,2823NM,2926NM,
100023,2853NM,2664NM,2779NM,2701NM,2794NM,2894NM,
100106,2781NM,2706NM,2775NM,2701NM,2838NM,2913NM,
100753,2787NM,2666NM,2792NM,2706NM,2783NM,2947NM,
100835,2796NM,2672NM,2794NM,2697NM,2781NM,2899NM,
100909,2827NM,2695NM,2785NM,2685NM,2790NM,2924NM,
101007,2794NM,2678NM,2796NM,2674NM,2766NM,2907NM,
101116,2781NM,2727NM,2790NM,2716NM,2777NM,2943NM,
101143,2790NM,2682NM,2783NM,2710NM,2771NM,2882NM,
101314,2787NM,2706NM,2796NM,2668NM,2834NM,2941NM,
101344,2831NM,2678NM,2789NM,2699NM,2783NM,2922NM,
101425,2792NM,2684NM,2783NM,2687NM,2815NM,2913NM,
101550,2798NM,2684NM,2848NM,2687NM,2787NM,2890NM,
101628,2848NM,2687NM,2787NM,2705NM,0000NM,2939NM,
180002,2905NM,2804NM,2865NM,2773NM,2827NM,3052NM,
180052,2867NM,2785NM,2871NM,2836NM,2897NM,3071NM,
180209,2859NM,2806NM,2853NM,2790NM,2884NM,3046NM,
180309,2832NM,2827NM,2834NM,2855NM,0000NM,3046NM,
180815,2819NM,2783NM,2861NM,2811NM,2865NM,3048NM,
180840,2855NM,2792NM,2884NM,2804NM,2832NM,2985NM,
180921,2873NM,2825NM,2880NM,2825NM,2863NM,3041NM,
184227,2884NM,2775NM,2916NM,2789NM,2825NM,3039NM,
184255,2829NM,2863NM,2861NM,2861NM,2832NM,3027NM,
184338,2880NM,2785NM,2876NM,2840NM,2934NM,3075NM,
184417,2852NM,2783NM,2894NM,2804NM,2819NM,3075NM,
184541,2831NM,2792NM,2842NM,2869NM,2850NM,3041NM,
184609,2836NM,2794NM,2846NM,2804NM,2853NM,3071NM,
185106,2836NM,2817NM,2857NM,2804NM,2838NM,3050NM,
185147,2888NM,2871NM,2882NM,2815NM,2880NM,3027NM,
185408,2892NM,2825NM,2892NM,2811NM,2823NM,3054NM,
185435,2836NM,2771NM,2895NM,2804NM,2848NM,3025NM,
185522,2960NM,2775NM,2880NM,2838NM,2840NM,3018NM,
185551,2863NM,2796NM,2874NM,2832NM,2903NM,3004NM,
185656,2861NM,2783NM,2846NM,2781NM,2888NM,3027NM,
185725,2850NM,2804NM,2911NM,2800NM,2861NM,3079NM,
185844,2878NM,2832NM,2850NM,2871NM,2867NM,3033NM,
185913,2838NM,2829NM,2911NM,2798NM,2915NM,3052NM,
190053,2825NM,2779NM,2808NM,2810NM,2867NM,3048NM,
190140,2834NM,2817NM,2911NM,2894NM,2850NM,0000NM,
190311,2857NM,2796NM,2861NM,2804NM,2827NM,3075NM,
190344,2848NM,2861NM,2863NM,2821NM,2823NM,3104NM,
190505,2863NM,2783NM,2840NM,2892NM,2894NM,3079NM,
190534,2916NM,2804NM,2903NM,2857NM,2905NM,3027NM,
190624,2894NM,2810NM,2857NM,2871NM,2838NM,3046NM,
190651,2878NM,2783NM,2871NM,2831NM,2853NM,3044NM,
190750,2823NM,2817NM,2903NM,2869NM,2888NM,3044NM,
190932,2827NM,2804NM,2838NM,2810NM,2842NM,3046NM,
191020,2892NM,2808NM,2819NM,2832NM,2842NM,3023NM,
191817,2894NM,2789NM,2857NM,2783NM,2821NM,3041NM,
191854,2861NM,2838NM,2913NM,2783NM,2821NM,2999NM,
191941,2884NM,2863NM,2865NM,2802NM,2907NM,3029NM,
192200,2846NM,2810NM,2850NM,2785NM,2838NM,3039NM,
192304,2840NM,2844NM,2892NM,2829NM,2892NM,3037NM,
192354,2863NM,2825NM,2876NM,2884NM,2895NM,3027NM,
192641,
