時間,軸1,軸2,軸3,軸4,軸5,軸6
085230,0000NM,0000NM,0000NM,0000NM,0000NM,0000NM,
085759,2792NM,2680NM,2884NM,2674NM,2831NM,3094NM,
085826,2787NM,2676NM,2871NM,2682NM,2777NM,3102NM,
085920,2798NM,2680NM,2955NM,2693NM,2794NM,3113NM,
090008,2773NM,2695NM,2886NM,2668NM,2781NM,3170NM,
090245,2773NM,2678NM,2874NM,2678NM,2890NM,3132NM,
090314,2787NM,2685NM,2874NM,2676NM,2783NM,3062NM,
090409,2789NM,2678NM,2882NM,2678NM,2796NM,3104NM,
090444,2777NM,2666NM,2894NM,2685NM,2777NM,3147NM,
090508,2790NM,2699NM,2884NM,2687NM,2777NM,3209NM,
090744,2792NM,2685NM,2874NM,2684NM,2871NM,3170NM,
091212,2773NM,2676NM,2957NM,2703NM,2798NM,3098NM,
091239,2771NM,2668NM,2894NM,2676NM,2783NM,3073NM,
091329,2810NM,2697NM,2873NM,2697NM,2785NM,3086NM,
091355,2794NM,2674NM,2903NM,2697NM,2823NM,3084NM,
091609,2771NM,2724NM,2886NM,2678NM,2790NM,3138NM,
091639,2779NM,2691NM,2874NM,2689NM,2779NM,3142NM,
092045,2785NM,2687NM,2894NM,2672NM,2777NM,3176NM,
092117,2802NM,2680NM,2871NM,2653NM,2779NM,3111NM,
092219,2781NM,2695NM,2873NM,2676NM,2785NM,3130NM,
092247,2846NM,2668NM,2890NM,2766NM,2787NM,3100NM,
092340,2789NM,2697NM,2903NM,2674NM,2792NM,3090NM,
092455,2790NM,2693NM,2905NM,2682NM,2779NM,3123NM,
092539,2787NM,2693NM,2886NM,2678NM,2800NM,3100NM,
092606,2790NM,2674NM,2869NM,2691NM,2790NM,3113NM,
092706,2781NM,2699NM,2886NM,2687NM,2781NM,3086NM,
092736,2821NM,2697NM,2901NM,2697NM,2792NM,3105NM,
092828,2781NM,2682NM,2937NM,2670NM,2838NM,3086NM,
092856,2781NM,2685NM,2880NM,2687NM,2798NM,3083NM,
092940,2783NM,2674NM,2899NM,2680NM,2785NM,3067NM,
093236,2792NM,2695NM,2880NM,2691NM,2777NM,3146NM,
093408,2800NM,2674NM,2884NM,2701NM,2781NM,3073NM,
093437,2798NM,2672NM,2882NM,2684NM,2800NM,3115NM,
093527,2800NM,2693NM,2899NM,2701NM,2789NM,3081NM,
093609,2783NM,2685NM,2884NM,2697NM,2802NM,3134NM,
093711,2779NM,2689NM,2897NM,2682NM,2768NM,3144NM,
093853,2796NM,2691NM,2878NM,2703NM,2798NM,3077NM,
093942,2800NM,2685NM,2884NM,2668NM,2800NM,3105NM,
094030,2768NM,2674NM,2888NM,2678NM,2785NM,3081NM,
094057,2806NM,2693NM,2871NM,2684NM,2777NM,3115NM,
094141,2792NM,2693NM,2894NM,2666NM,2783NM,3161NM,
094211,2800NM,2670NM,2892NM,2693NM,2787NM,3157NM,
094258,2787NM,2703NM,2907NM,2676NM,2775NM,3123NM,
094323,1NM,2706NM,2895NM,2701NM,2792NM,3107NM,
094700,2790NM,2693NM,2880NM,2680NM,2781NM,3165NM,
094727,2771NM,2701NM,2894NM,2684NM,2796NM,3107NM,
094817,2789NM,2693NM,2878NM,2699NM,2810NM,3115NM,
094850,2796NM,2678NM,2945NM,2682NM,2867NM,3128NM,
094938,2785NM,2685NM,2886NM,2676NM,2796NM,3063NM,
095004,2790NM,2697NM,2911NM,2705NM,2859NM,3100NM,
095054,2790NM,2674NM,2884NM,2684NM,2798NM,3100NM,
095121,2804NM,2703NM,2913NM,2733NM,2789NM,3086NM,
095207,2796NM,2691NM,2876NM,2695NM,2785NM,3105NM,
095236,2798NM,2682NM,2876NM,2706NM,2777NM,3088NM,
095323,2783NM,2685NM,2876NM,2689NM,2790NM,3100NM,
100133,2790NM,2678NM,2882NM,2705NM,2777NM,3174NM,
100204,2853NM,2687NM,2894NM,2714NM,2787NM,3090NM,
100305,2771NM,2695NM,2876NM,2680NM,2785NM,3090NM,
100335,2775NM,2680NM,2913NM,2687NM,2800NM,3083NM,
100434,2792NM,2693NM,2920NM,2676NM,2827NM,3104NM,
100506,2789NM,2691NM,2903NM,2668NM,2821NM,3081NM,
100559,2796NM,2697NM,2892NM,2691NM,2764NM,3102NM,
100651,2798NM,2680NM,2884NM,2691NM,2785NM,3193NM,
101539,2802NM,2678NM,2888NM,2670NM,2775NM,3128NM,
101606,2798NM,2699NM,2882NM,2712NM,2789NM,3128NM,
101651,2794NM,2769NM,2878NM,2685NM,2775NM,3147NM,
101718,2796NM,2684NM,2873NM,2701NM,2771NM,3128NM,
101843,2785NM,2693NM,2882NM,2710NM,2779NM,3090NM,
101924,2783NM,2684NM,2884NM,2699NM,2769NM,3125NM,
102032,2800NM,2710NM,2886NM,2684NM,2775NM,3100NM,
102334,2769NM,0000NM,2874NM,2705NM,2789NM,3138NM,
164639,2789NM,2693NM,2892NM,2693NM,2773NM,3077NM,
164653,2783NM,2695NM,2964NM,2685NM,2798NM,3090NM,
164819,2787NM,2687NM,2878NM,2716NM,2787NM,3104NM,
